id_frais,id_etudiant,annee_universitaire,montant_du,montant_paye,date_paiement,statut,taux_recouvrement
13412,2156,2024-2025,23599,15110,2023-01-11,Partiel,0.6402813678545701
13413,1239,2022-2023,16291,16291,2021-11-07,Payé,1.0
13414,1237,2024-2025,18656,18656,2022-01-04,Payé,1.0
13415,1696,2021-2022,17273,17273,2022-02-08,Payé,1.0
13416,1696,2023-2024,22650,0,2024-02-16,Impayé,0.0
13417,1197,2022-2023,19913,19913,2022-09-16,Payé,1.0
13418,1197,2023-2024,16858,16858,2022-04-09,Payé,1.0
13419,2044,2024-2025,18896,18896,2023-07-19,Payé,1.0
13420,1566,2020-2021,18122,18122,2021-12-21,Payé,1.0
13421,1566,2021-2022,15959,15959,2024-11-05,Payé,1.0
13422,1566,2022-2023,18539,18539,2024-12-03,Payé,1.0
13423,1668,2021-2022,17646,8316,2023-03-10,Partiel,0.4712682760965658
13424,1668,2024-2025,17548,17548,2023-02-22,Payé,1.0
13425,1668,2020-2021,15274,15274,2023-11-29,Payé,1.0
13426,1056,2020-2021,20736,20736,2022-08-29,Payé,1.0
13427,1056,2022-2023,21934,21934,2022-06-02,Payé,1.0
13428,1883,2024-2025,19907,19907,2023-10-29,Payé,1.0
13429,2074,2022-2023,20517,20517,2024-10-23,Payé,1.0
13430,2074,2023-2024,16680,16680,2023-07-24,Payé,1.0
13431,2074,2020-2021,21887,21887,2022-05-02,Payé,1.0
13432,1700,2021-2022,23051,23051,2022-04-23,Payé,1.0
13433,1700,2024-2025,22084,22084,2022-08-16,Payé,1.0
13434,1945,2022-2023,22360,22360,2023-08-06,Payé,1.0
13435,1945,2023-2024,15771,15771,2022-08-25,Payé,1.0
13436,1076,2024-2025,21385,21385,2024-10-06,Payé,1.0
13437,1062,2020-2021,24398,0,2021-09-05,Impayé,0.0
13438,1062,2023-2024,20263,20263,2022-04-16,Payé,1.0
13439,2178,2022-2023,17240,10470,2023-05-22,Partiel,0.607308584686775
13440,2136,2021-2022,24827,11470,2021-12-31,Partiel,0.4619970193740686
13441,2136,2024-2025,23887,23887,2023-09-04,Payé,1.0
13442,1993,2020-2021,19308,19308,2024-11-08,Payé,1.0
13443,1993,2021-2022,22664,14328,2023-06-10,Partiel,0.632192022590893
13444,1489,2020-2021,22277,15946,2024-05-09,Partiel,0.7158055393455133
13445,1489,2023-2024,23421,23421,2024-11-22,Payé,1.0
13446,1016,2024-2025,15018,7580,2024-01-30,Partiel,0.504727660141164
13447,1029,2024-2025,22285,22285,2022-06-21,Payé,1.0
13448,1029,2020-2021,24142,24142,2022-12-11,Payé,1.0
13449,1029,2023-2024,19801,19801,2022-09-06,Payé,1.0
13450,1146,2023-2024,19892,19892,2023-11-01,Payé,1.0
13451,1146,2020-2021,24112,14227,2024-06-15,Partiel,0.5900381552753815
13452,1146,2021-2022,15535,0,2022-06-24,Impayé,0.0
13453,1245,2022-2023,22858,22858,2024-01-04,Payé,1.0
13454,1245,2020-2021,16620,16620,2021-10-04,Payé,1.0
13455,1245,2023-2024,20345,20345,2021-09-28,Payé,1.0
13456,1846,2021-2022,22642,22642,2024-11-29,Payé,1.0
13457,1846,2024-2025,15867,15867,2022-12-08,Payé,1.0
13458,1846,2020-2021,21373,21373,2024-11-26,Payé,1.0
13459,1220,2024-2025,23077,0,2023-02-05,Impayé,0.0
13460,1326,2022-2023,23012,23012,2023-01-21,Payé,1.0
13461,1556,2020-2021,22068,22068,2024-07-24,Payé,1.0
13462,1143,2021-2022,19818,19818,2022-12-18,Payé,1.0
13463,1143,2024-2025,15797,15797,2024-12-18,Payé,1.0
13464,1143,2020-2021,19627,19627,2024-11-06,Payé,1.0
13465,1204,2024-2025,20291,15663,2022-01-28,Partiel,0.7719185845941551
13466,1204,2023-2024,17104,17104,2021-11-23,Payé,1.0
13467,1204,2020-2021,18026,0,2022-12-20,Impayé,0.0
13468,1339,2023-2024,23965,23965,2024-12-17,Payé,1.0
13469,1339,2024-2025,15069,15069,2024-05-19,Payé,1.0
13470,1339,2022-2023,23134,23134,2024-03-28,Payé,1.0
13471,1824,2023-2024,22180,22180,2024-03-24,Payé,1.0
13472,1824,2022-2023,22371,22371,2025-01-24,Payé,1.0
13473,1824,2020-2021,23842,23842,2024-08-21,Payé,1.0
13474,1880,2021-2022,17459,17459,2024-12-16,Payé,1.0
13475,1880,2022-2023,21177,21177,2022-01-13,Payé,1.0
13476,1881,2024-2025,18226,18226,2023-05-25,Payé,1.0
13477,1025,2021-2022,16225,16225,2024-04-01,Payé,1.0
13478,1448,2022-2023,21726,21726,2023-07-19,Payé,1.0
13479,1448,2024-2025,23086,23086,2022-05-07,Payé,1.0
13480,1448,2023-2024,22952,12473,2023-03-30,Partiel,0.543438480306727
13481,2025,2021-2022,17052,17052,2023-02-06,Payé,1.0
13482,1480,2021-2022,18730,18730,2024-10-14,Payé,1.0
13483,1318,2024-2025,24144,24144,2021-09-20,Payé,1.0
13484,1318,2022-2023,20255,13014,2022-03-31,Partiel,0.6425080227104418
13485,1318,2021-2022,19437,19437,2021-09-03,Payé,1.0
13486,1686,2023-2024,18251,18251,2022-02-12,Payé,1.0
13487,1686,2022-2023,18395,18395,2025-01-02,Payé,1.0
13488,1686,2024-2025,19334,19334,2023-11-22,Payé,1.0
13489,1085,2020-2021,16347,11900,2023-01-27,Partiel,0.7279623172447544
13490,1085,2023-2024,19994,19994,2024-06-12,Payé,1.0
13491,1085,2022-2023,24733,24733,2023-07-10,Payé,1.0
13492,1760,2024-2025,22586,22586,2024-09-25,Payé,1.0
13493,1831,2023-2024,22939,22939,2024-09-04,Payé,1.0
13494,1853,2022-2023,16899,16899,2023-03-18,Payé,1.0
13495,1803,2024-2025,23077,15844,2021-09-24,Partiel,0.6865710447631841
13496,1803,2020-2021,23471,23471,2022-05-01,Payé,1.0
13497,1379,2021-2022,24745,24745,2024-08-01,Payé,1.0
13498,1379,2020-2021,20691,20691,2024-05-11,Payé,1.0
13499,1485,2022-2023,20806,16531,2022-03-04,Partiel,0.794530423916178
13500,1485,2023-2024,19190,19190,2022-03-01,Payé,1.0
13501,1919,2022-2023,17875,17875,2022-04-24,Payé,1.0
13502,1919,2020-2021,22133,22133,2021-10-09,Payé,1.0
13503,1919,2021-2022,19935,0,2023-03-09,Impayé,0.0
13504,1055,2022-2023,20993,20993,2023-10-12,Payé,1.0
13505,1055,2020-2021,17886,17886,2024-11-23,Payé,1.0
13506,1916,2021-2022,22496,22496,2023-10-20,Payé,1.0
13507,1521,2023-2024,15137,15137,2024-05-08,Payé,1.0
13508,1521,2020-2021,21532,21532,2024-07-27,Payé,1.0
13509,1521,2022-2023,24581,24581,2023-04-24,Payé,1.0
13510,1879,2022-2023,16614,0,2023-12-17,Impayé,0.0
13511,1896,2020-2021,15623,15623,2023-05-01,Payé,1.0
13512,1896,2021-2022,23250,23250,2024-05-26,Payé,1.0
13513,1836,2024-2025,15245,15245,2024-08-19,Payé,1.0
13514,1544,2022-2023,18402,18402,2024-10-30,Payé,1.0
13515,1544,2021-2022,20600,20600,2022-07-29,Payé,1.0
13516,1207,2022-2023,21669,21669,2023-09-10,Payé,1.0
13517,1207,2021-2022,24157,19088,2022-04-21,Partiel,0.7901643415987084
13518,1207,2023-2024,17357,17357,2022-12-08,Payé,1.0
13519,1172,2023-2024,22428,22428,2023-10-04,Payé,1.0
13520,1520,2021-2022,17447,17447,2023-03-19,Payé,1.0
13521,1520,2024-2025,19153,9342,2023-08-31,Partiel,0.4877564872343758
13522,1403,2023-2024,21171,21171,2024-10-04,Payé,1.0
13523,1874,2021-2022,19819,19819,2022-07-21,Payé,1.0
13524,1874,2023-2024,22601,0,2023-05-24,Impayé,0.0
13525,1874,2024-2025,17300,17300,2024-10-27,Payé,1.0
13526,1037,2020-2021,16417,16417,2022-04-16,Payé,1.0
13527,1037,2022-2023,22373,22373,2024-01-20,Payé,1.0
13528,1271,2023-2024,24292,13209,2022-11-21,Partiel,0.543759262308579
13529,1271,2022-2023,22897,22897,2022-07-30,Payé,1.0
13530,1099,2022-2023,24444,24444,2024-05-25,Payé,1.0
13531,1099,2020-2021,19326,19326,2025-01-07,Payé,1.0
13532,1099,2023-2024,19014,19014,2023-09-30,Payé,1.0
13533,1390,2022-2023,19178,19178,2024-07-27,Payé,1.0
13534,1390,2024-2025,24553,24553,2024-12-25,Payé,1.0
13535,1390,2020-2021,22277,22277,2022-07-04,Payé,1.0
13536,1103,2021-2022,20152,20152,2023-11-22,Payé,1.0
13537,1103,2024-2025,20819,20819,2021-09-12,Payé,1.0
13538,1320,2024-2025,15980,15980,2024-09-12,Payé,1.0
13539,1320,2020-2021,19894,19894,2022-04-21,Payé,1.0
13540,1320,2023-2024,21508,21508,2024-11-06,Payé,1.0
13541,1231,2021-2022,15358,15358,2021-10-30,Payé,1.0
13542,1231,2020-2021,23103,18171,2023-08-01,Partiel,0.7865212310089599
13543,1231,2023-2024,19474,19474,2022-08-03,Payé,1.0
13544,1350,2021-2022,16231,16231,2021-12-07,Payé,1.0
13545,1350,2023-2024,15762,15762,2024-01-28,Payé,1.0
13546,1350,2022-2023,15699,15699,2022-04-10,Payé,1.0
13547,2011,2023-2024,21772,21772,2021-12-31,Payé,1.0
13548,1287,2023-2024,15321,15321,2023-09-10,Payé,1.0
13549,1287,2022-2023,22451,22451,2022-02-02,Payé,1.0
13550,1287,2024-2025,20121,20121,2023-05-29,Payé,1.0
13551,1226,2022-2023,21441,16367,2023-01-08,Partiel,0.7633505899911385
13552,2192,2020-2021,23075,23075,2024-07-16,Payé,1.0
13553,2192,2021-2022,22851,0,2023-05-12,Impayé,0.0
13554,1731,2023-2024,18878,8930,2024-08-14,Partiel,0.4730373980294523
13555,1731,2022-2023,18128,18128,2023-12-12,Payé,1.0
13556,1731,2020-2021,23573,23573,2022-12-02,Payé,1.0
13557,2040,2023-2024,19076,19076,2021-09-11,Payé,1.0
13558,2102,2021-2022,18356,18356,2022-03-09,Payé,1.0
13559,2085,2024-2025,24997,24997,2022-04-05,Payé,1.0
13560,2085,2021-2022,16178,16178,2024-10-18,Payé,1.0
13561,1733,2024-2025,20739,0,2023-01-21,Impayé,0.0
13562,1771,2022-2023,15742,7273,2022-02-23,Partiel,0.4620124507686444
13563,1664,2020-2021,20209,20209,2023-02-26,Payé,1.0
13564,1664,2022-2023,19598,19598,2024-11-21,Payé,1.0
13565,1664,2023-2024,19197,8073,2023-07-14,Partiel,0.4205344585091421
13566,1723,2021-2022,24769,24769,2022-11-19,Payé,1.0
13567,1723,2024-2025,15352,15352,2023-02-06,Payé,1.0
13568,1516,2024-2025,19040,19040,2024-07-22,Payé,1.0
13569,1516,2023-2024,20267,20267,2023-02-27,Payé,1.0
13570,1587,2022-2023,22911,12697,2023-03-15,Partiel,0.5541879446554057
13571,1155,2024-2025,21105,21105,2023-02-12,Payé,1.0
13572,1155,2021-2022,19029,19029,2022-10-27,Payé,1.0
13573,1861,2021-2022,17196,17196,2021-09-21,Payé,1.0
13574,1861,2024-2025,15418,15418,2021-09-15,Payé,1.0
13575,1315,2023-2024,18811,18811,2023-12-09,Payé,1.0
13576,1315,2020-2021,23122,23122,2022-07-08,Payé,1.0
13577,1845,2022-2023,24975,24975,2022-08-28,Payé,1.0
13578,1355,2021-2022,24818,24818,2022-05-16,Payé,1.0
13579,1355,2020-2021,21334,21334,2022-03-02,Payé,1.0
13580,1681,2022-2023,16086,16086,2022-06-06,Payé,1.0
13581,1681,2020-2021,20877,20877,2022-06-02,Payé,1.0
13582,1681,2023-2024,15516,10326,2024-06-26,Partiel,0.6655065738592421
13583,2083,2024-2025,19950,13220,2022-03-20,Partiel,0.66265664160401
13584,1464,2023-2024,19161,19161,2024-01-04,Payé,1.0
13585,1464,2022-2023,21513,21513,2024-03-11,Payé,1.0
13586,2033,2023-2024,15372,15372,2023-02-16,Payé,1.0
13587,1294,2021-2022,22655,22655,2024-03-22,Payé,1.0
13588,1294,2023-2024,22039,22039,2022-02-14,Payé,1.0
13589,1294,2020-2021,17552,9645,2023-01-04,Partiel,0.5495100273473108
13590,1667,2022-2023,19280,8987,2022-07-10,Partiel,0.4661307053941909
13591,1667,2024-2025,21810,21810,2023-05-09,Payé,1.0
13592,2162,2023-2024,15356,15356,2025-02-03,Payé,1.0
13593,2162,2024-2025,19870,19870,2024-11-26,Payé,1.0
13594,1642,2024-2025,24498,24498,2022-03-06,Payé,1.0
13595,1989,2021-2022,21065,21065,2023-10-05,Payé,1.0
13596,1989,2023-2024,20549,20549,2023-09-26,Payé,1.0
13597,1989,2020-2021,16012,16012,2022-03-17,Payé,1.0
13598,1741,2022-2023,15577,15577,2024-07-10,Payé,1.0
13599,1741,2024-2025,24973,24973,2023-12-02,Payé,1.0
13600,1741,2020-2021,18352,18352,2021-09-16,Payé,1.0
13601,1987,2022-2023,18689,18689,2023-03-12,Payé,1.0
13602,1987,2023-2024,20975,20975,2023-06-05,Payé,1.0
13603,1987,2024-2025,24061,24061,2024-11-03,Payé,1.0
13604,1201,2023-2024,18686,18686,2022-01-15,Payé,1.0
13605,1201,2022-2023,16604,8579,2021-12-02,Partiel,0.516682727053722
13606,1986,2022-2023,16335,16335,2025-02-06,Payé,1.0
13607,2095,2022-2023,15254,0,2022-03-03,Impayé,0.0
13608,1279,2020-2021,19305,19305,2024-12-29,Payé,1.0
13609,1279,2023-2024,22182,0,2023-03-08,Impayé,0.0
13610,1837,2020-2021,15982,15982,2022-04-12,Payé,1.0
13611,1017,2021-2022,15421,15421,2023-05-09,Payé,1.0
13612,1017,2024-2025,17225,8089,2021-10-21,Partiel,0.4696081277213353
13613,1223,2021-2022,21732,21732,2024-09-26,Payé,1.0
13614,1223,2022-2023,21541,21541,2024-04-06,Payé,1.0
13615,1223,2020-2021,19556,11828,2022-11-07,Partiel,0.6048271630190223
13616,1046,2020-2021,24602,11308,2021-11-20,Partiel,0.4596374278513942
13617,1046,2021-2022,22175,22175,2024-03-24,Payé,1.0
13618,1683,2022-2023,19930,19930,2022-11-09,Payé,1.0
13619,1682,2020-2021,19664,12411,2024-07-19,Partiel,0.631153376729048
13620,1682,2023-2024,24099,24099,2024-12-27,Payé,1.0
13621,1863,2021-2022,24077,24077,2022-07-31,Payé,1.0
13622,1863,2022-2023,18209,0,2023-06-15,Impayé,0.0
13623,1719,2022-2023,18236,18236,2025-02-18,Payé,1.0
13624,1348,2022-2023,17703,17703,2023-04-21,Payé,1.0
13625,1348,2020-2021,17481,17481,2021-12-20,Payé,1.0
13626,1348,2021-2022,17889,17889,2024-09-26,Payé,1.0
13627,1561,2021-2022,17353,17353,2024-09-12,Payé,1.0
13628,1561,2022-2023,20127,20127,2024-10-18,Payé,1.0
13629,1797,2020-2021,23511,15520,2023-05-05,Partiel,0.660116541193484
13630,1797,2023-2024,18003,18003,2022-07-13,Payé,1.0
13631,1084,2020-2021,20790,10380,2024-06-14,Partiel,0.4992784992784993
13632,1084,2023-2024,18320,18320,2024-05-22,Payé,1.0
13633,2132,2020-2021,24563,24563,2021-10-05,Payé,1.0
13634,2132,2024-2025,20292,8125,2024-01-25,Partiel,0.4004041001379854
13635,2132,2021-2022,17021,17021,2023-07-28,Payé,1.0
13636,1122,2022-2023,18472,18472,2023-06-19,Payé,1.0
13637,1122,2024-2025,23970,23970,2022-09-06,Payé,1.0
13638,1122,2021-2022,24690,24690,2025-01-18,Payé,1.0
13639,1369,2022-2023,19826,14642,2023-02-03,Partiel,0.7385251689700394
13640,1369,2021-2022,19741,19741,2024-06-25,Payé,1.0
13641,1679,2024-2025,20528,20528,2023-11-21,Payé,1.0
13642,1526,2021-2022,18554,13538,2022-12-30,Partiel,0.7296539829686322
13643,1526,2022-2023,17764,17764,2021-11-01,Payé,1.0
13644,1526,2020-2021,16823,0,2023-09-13,Impayé,0.0
13645,2099,2022-2023,21766,21766,2022-05-13,Payé,1.0
13646,2099,2023-2024,24118,24118,2022-08-30,Payé,1.0
13647,1242,2022-2023,21297,21297,2024-01-25,Payé,1.0
13648,1242,2020-2021,20758,20758,2023-10-20,Payé,1.0
13649,1242,2023-2024,20439,20439,2023-05-06,Payé,1.0
13650,1352,2021-2022,23763,23763,2022-05-11,Payé,1.0
13651,1004,2022-2023,18458,18458,2024-11-12,Payé,1.0
13652,2114,2020-2021,15263,15263,2023-09-07,Payé,1.0
13653,2114,2022-2023,16876,16876,2023-05-21,Payé,1.0
13654,2114,2021-2022,21347,21347,2022-11-11,Payé,1.0
13655,2018,2024-2025,19230,19230,2024-02-13,Payé,1.0
13656,2093,2022-2023,21034,11907,2021-12-20,Partiel,0.5660834838832367
13657,1156,2022-2023,19496,19496,2022-09-25,Payé,1.0
13658,1156,2023-2024,23498,23498,2024-11-21,Payé,1.0
13659,1370,2022-2023,18588,18588,2023-04-29,Payé,1.0
13660,1859,2023-2024,24997,24997,2022-11-29,Payé,1.0
13661,1549,2020-2021,21005,21005,2022-11-08,Payé,1.0
13662,2120,2021-2022,21861,21861,2021-12-05,Payé,1.0
13663,1035,2020-2021,24642,24642,2021-11-23,Payé,1.0
13664,1035,2024-2025,17169,17169,2024-05-29,Payé,1.0
13665,1035,2022-2023,19713,19713,2024-09-27,Payé,1.0
13666,2145,2020-2021,24472,24472,2024-06-19,Payé,1.0
13667,1768,2024-2025,21913,21913,2024-10-05,Payé,1.0
13668,1768,2020-2021,22749,22749,2024-03-16,Payé,1.0
13669,1768,2022-2023,24170,24170,2024-01-01,Payé,1.0
13670,1611,2023-2024,24309,24309,2022-10-07,Payé,1.0
13671,1611,2022-2023,24381,24381,2024-02-05,Payé,1.0
13672,1958,2020-2021,17252,0,2024-08-26,Impayé,0.0
13673,1958,2021-2022,15660,7391,2022-06-15,Partiel,0.4719667943805875
13674,1612,2024-2025,16081,16081,2023-03-06,Payé,1.0
13675,1612,2020-2021,15545,15545,2023-05-18,Payé,1.0
13676,1283,2024-2025,17302,17302,2023-10-12,Payé,1.0
13677,1627,2024-2025,21564,21564,2024-07-22,Payé,1.0
13678,1627,2022-2023,23757,23757,2023-01-22,Payé,1.0
13679,1627,2021-2022,20925,15198,2024-05-25,Partiel,0.7263082437275986
13680,1065,2022-2023,22217,22217,2021-09-26,Payé,1.0
13681,1584,2022-2023,22706,22706,2023-09-26,Payé,1.0
13682,1671,2022-2023,23653,23653,2021-11-12,Payé,1.0
13683,1671,2023-2024,17045,17045,2022-12-05,Payé,1.0
13684,1671,2020-2021,15353,15353,2021-09-23,Payé,1.0
13685,1785,2024-2025,16357,16357,2024-09-02,Payé,1.0
13686,1258,2020-2021,19912,19912,2024-07-06,Payé,1.0
13687,1258,2024-2025,18548,18548,2023-09-16,Payé,1.0
13688,2050,2022-2023,18456,18456,2024-09-18,Payé,1.0
13689,2050,2020-2021,15920,10851,2024-04-13,Partiel,0.6815954773869347
13690,1246,2023-2024,16592,16592,2024-01-07,Payé,1.0
13691,1246,2020-2021,16386,8558,2023-12-23,Partiel,0.5222751129012572
13692,1246,2021-2022,19945,19945,2021-09-07,Payé,1.0
13693,1454,2020-2021,15159,15159,2021-11-22,Payé,1.0
13694,1454,2024-2025,15534,11727,2023-11-14,Partiel,0.7549246813441484
13695,1891,2024-2025,17029,17029,2023-06-21,Payé,1.0
13696,1891,2020-2021,21564,12736,2024-08-13,Partiel,0.5906139862734187
13697,2042,2022-2023,16397,16397,2022-07-05,Payé,1.0
13698,2042,2023-2024,19917,19917,2022-11-14,Payé,1.0
13699,2042,2021-2022,15902,15902,2024-05-28,Payé,1.0
13700,1219,2020-2021,22761,22761,2024-02-22,Payé,1.0
13701,1219,2024-2025,16749,0,2023-09-04,Impayé,0.0
13702,1219,2021-2022,19101,10581,2022-11-01,Partiel,0.553950054970944
13703,1069,2021-2022,16915,16915,2023-05-23,Payé,1.0
13704,1069,2022-2023,20467,0,2025-01-27,Impayé,0.0
13705,2062,2024-2025,15605,15605,2021-11-03,Payé,1.0
13706,1834,2021-2022,17508,17508,2021-10-16,Payé,1.0
13707,1630,2021-2022,19492,19492,2023-10-10,Payé,1.0
13708,1210,2023-2024,24615,24615,2022-05-31,Payé,1.0
13709,2091,2024-2025,24764,24764,2024-04-22,Payé,1.0
13710,2091,2022-2023,20440,20440,2023-04-29,Payé,1.0
13711,1935,2020-2021,16293,16293,2024-06-27,Payé,1.0
13712,1935,2024-2025,18106,18106,2023-04-11,Payé,1.0
13713,1391,2020-2021,19841,19841,2022-08-26,Payé,1.0
13714,1759,2022-2023,15778,15778,2025-02-25,Payé,1.0
13715,1759,2021-2022,17562,17562,2023-04-12,Payé,1.0
13716,1362,2024-2025,17026,17026,2024-05-10,Payé,1.0
13717,1362,2020-2021,16107,16107,2022-01-22,Payé,1.0
13718,1345,2023-2024,21684,21684,2024-06-28,Payé,1.0
13719,1345,2022-2023,21285,21285,2024-11-04,Payé,1.0
13720,1345,2024-2025,20993,20993,2022-02-02,Payé,1.0
13721,1413,2021-2022,21900,21900,2022-05-18,Payé,1.0
13722,1413,2023-2024,19514,19514,2024-12-31,Payé,1.0
13723,1413,2020-2021,18085,18085,2023-05-21,Payé,1.0
13724,1795,2022-2023,20905,20905,2023-01-03,Payé,1.0
13725,1795,2020-2021,23735,0,2022-11-07,Impayé,0.0
13726,1565,2020-2021,21034,21034,2024-08-03,Payé,1.0
13727,1922,2020-2021,23549,0,2024-07-19,Impayé,0.0
13728,1922,2021-2022,16615,16615,2023-03-16,Payé,1.0
13729,1674,2024-2025,20466,20466,2022-07-17,Payé,1.0
13730,1061,2020-2021,21150,21150,2022-12-18,Payé,1.0
13731,1061,2022-2023,17777,17777,2023-05-20,Payé,1.0
13732,1161,2021-2022,18829,18829,2024-05-12,Payé,1.0
13733,1161,2022-2023,17575,10078,2023-07-25,Partiel,0.5734281650071124
13734,2105,2020-2021,15831,15831,2022-01-23,Payé,1.0
13735,2105,2021-2022,24490,24490,2023-10-03,Payé,1.0
13736,2105,2024-2025,16271,7585,2022-01-30,Partiel,0.4661667998279147
13737,1010,2024-2025,23832,23832,2024-12-11,Payé,1.0
13738,1010,2020-2021,18554,18554,2024-09-12,Payé,1.0
13739,1010,2021-2022,20325,9463,2024-01-20,Partiel,0.4655842558425584
13740,1654,2024-2025,15331,15331,2024-10-06,Payé,1.0
13741,1654,2023-2024,24790,24790,2022-12-20,Payé,1.0
13742,1654,2021-2022,16481,16481,2023-10-01,Payé,1.0
13743,1545,2020-2021,17464,17464,2024-12-13,Payé,1.0
13744,1019,2021-2022,18227,18227,2023-02-24,Payé,1.0
13745,1019,2024-2025,20754,20754,2023-04-10,Payé,1.0
13746,1384,2023-2024,17090,17090,2024-04-19,Payé,1.0
13747,1384,2020-2021,19021,19021,2022-03-30,Payé,1.0
13748,1195,2020-2021,24938,24938,2022-11-14,Payé,1.0
13749,1558,2022-2023,19698,19698,2024-05-12,Payé,1.0
13750,1724,2020-2021,20111,20111,2023-04-23,Payé,1.0
13751,1305,2022-2023,16805,0,2022-12-01,Impayé,0.0
13752,1774,2022-2023,24500,24500,2023-08-05,Payé,1.0
13753,1774,2023-2024,21806,21806,2023-10-07,Payé,1.0
13754,1508,2020-2021,22577,22577,2022-10-02,Payé,1.0
13755,1508,2023-2024,15051,15051,2023-12-12,Payé,1.0
13756,1508,2024-2025,18387,18387,2023-02-20,Payé,1.0
13757,1691,2023-2024,19487,19487,2022-03-05,Payé,1.0
13758,1691,2024-2025,24584,24584,2023-10-01,Payé,1.0
13759,1691,2021-2022,22367,0,2022-01-29,Impayé,0.0
13760,1692,2023-2024,18358,18358,2022-03-10,Payé,1.0
13761,1692,2022-2023,22907,10492,2024-10-17,Partiel,0.4580259309381412
13762,2172,2022-2023,15765,15765,2022-11-18,Payé,1.0
13763,2172,2021-2022,19342,19342,2022-04-21,Payé,1.0
13764,1713,2020-2021,24383,24383,2022-07-25,Payé,1.0
13765,1713,2022-2023,23799,23799,2022-08-22,Payé,1.0
13766,2185,2021-2022,17004,17004,2022-03-22,Payé,1.0
13767,2185,2022-2023,20642,14088,2023-06-12,Partiel,0.6824920065885088
13768,2185,2024-2025,15813,15813,2023-04-01,Payé,1.0
13769,1461,2020-2021,22818,22818,2023-03-04,Payé,1.0
13770,1461,2024-2025,23557,23557,2021-10-28,Payé,1.0
13771,1609,2022-2023,22357,16138,2025-01-22,Partiel,0.7218320883839513
13772,1609,2021-2022,17732,17732,2022-07-24,Payé,1.0
13773,1609,2024-2025,15190,12049,2024-04-12,Partiel,0.7932192231731402
13774,1944,2023-2024,21133,21133,2021-11-16,Payé,1.0
13775,1944,2020-2021,23605,23605,2025-02-12,Payé,1.0
13776,1944,2022-2023,19630,19630,2024-09-14,Payé,1.0
13777,1067,2023-2024,20762,20762,2022-02-11,Payé,1.0
13778,1067,2022-2023,17262,17262,2022-04-04,Payé,1.0
13779,1067,2024-2025,20560,12332,2024-08-07,Partiel,0.5998054474708171
13780,2086,2024-2025,18335,18335,2023-02-17,Payé,1.0
13781,2086,2020-2021,21941,16943,2022-05-05,Partiel,0.7722072831684973
13782,2123,2023-2024,19236,19236,2023-06-19,Payé,1.0
13783,2123,2020-2021,19336,19336,2021-12-10,Payé,1.0
13784,1877,2024-2025,19923,14585,2024-08-31,Partiel,0.7320684635848015
13785,1877,2023-2024,18299,18299,2024-01-20,Payé,1.0
13786,1877,2021-2022,20504,20504,2021-10-18,Payé,1.0
13787,1761,2024-2025,24936,24936,2023-09-23,Payé,1.0
13788,1920,2024-2025,18659,18659,2025-02-05,Payé,1.0
13789,1406,2020-2021,23699,23699,2023-07-23,Payé,1.0
13790,1406,2024-2025,24479,24479,2023-04-14,Payé,1.0
13791,1334,2020-2021,18990,18990,2024-12-12,Payé,1.0
13792,1334,2022-2023,20576,20576,2022-03-03,Payé,1.0
13793,1334,2024-2025,16057,0,2024-10-07,Impayé,0.0
13794,1078,2020-2021,21784,21784,2024-05-31,Payé,1.0
13795,1078,2024-2025,24842,24842,2024-08-31,Payé,1.0
13796,1078,2021-2022,19899,19899,2023-03-11,Payé,1.0
13797,1560,2020-2021,21977,21977,2025-02-11,Payé,1.0
13798,1560,2022-2023,23954,23954,2023-12-22,Payé,1.0
13799,1560,2024-2025,19528,19528,2024-03-27,Payé,1.0
13800,1194,2020-2021,18165,7442,2022-09-29,Partiel,0.4096889622901184
13801,1194,2023-2024,15939,15939,2022-10-17,Payé,1.0
13802,1194,2022-2023,22608,22608,2023-04-12,Payé,1.0
13803,1977,2023-2024,20602,20602,2025-02-07,Payé,1.0
13804,1802,2023-2024,15951,15951,2022-11-25,Payé,1.0
13805,1802,2022-2023,23132,15129,2025-02-04,Partiel,0.6540290506657445
13806,1802,2021-2022,23191,23191,2024-04-08,Payé,1.0
13807,1976,2020-2021,16063,16063,2024-09-25,Payé,1.0
13808,1102,2022-2023,21256,21256,2022-08-11,Payé,1.0
13809,1102,2020-2021,22323,22323,2022-01-06,Payé,1.0
13810,1262,2021-2022,20192,11672,2024-09-02,Partiel,0.5780507131537242
13811,1446,2021-2022,20373,20373,2023-04-29,Payé,1.0
13812,1446,2020-2021,22305,22305,2023-11-13,Payé,1.0
13813,1446,2023-2024,24474,10292,2021-09-06,Partiel,0.4205279071667892
13814,1117,2023-2024,24136,11047,2024-10-28,Partiel,0.4576980444149818
13815,1117,2021-2022,24613,24613,2022-07-06,Payé,1.0
13816,1117,2022-2023,18495,18495,2024-11-06,Payé,1.0
13817,1645,2022-2023,19258,8618,2021-09-12,Partiel,0.4475023366912452
13818,1645,2021-2022,22243,22243,2024-09-30,Payé,1.0
13819,1645,2023-2024,23565,23565,2022-10-14,Payé,1.0
13820,1933,2023-2024,16294,16294,2022-06-06,Payé,1.0
13821,1884,2023-2024,18969,18969,2023-09-25,Payé,1.0
13822,1118,2024-2025,18638,18638,2024-11-26,Payé,1.0
13823,1118,2020-2021,19978,19978,2021-10-04,Payé,1.0
