id_seance,id_module,id_professeur,id_salle,date_seance,heure_debut,heure_fin,effectuee,retard_minutes,nb_etudiants_presents,duree_minutes,annee_seance
7376,348,433,506,2023-01-30,15:00,15:00,Oui,0,53,0,2023
7377,353,429,506,2023-03-04,10:30,15:00,Oui,0,15,270,2023
7378,344,427,529,2024-06-25,17:00,19:00,Oui,0,49,120,2024
7379,342,427,540,2025-04-19,17:00,10:30,Oui,0,62,390,2025
7380,301,452,536,2023-10-04,17:00,12:30,Oui,0,52,270,2023
7381,329,423,536,2023-06-16,17:00,19:00,Oui,0,94,120,2023
7382,324,448,526,2023-07-24,15:00,10:30,Oui,0,82,270,2023
7383,352,451,515,2025-02-04,17:00,19:00,Oui,0,30,120,2025
7384,359,459,531,2025-05-21,08:30,15:00,Oui,10,18,390,2025
7385,320,465,524,2025-01-26,15:00,10:30,Oui,10,87,270,2025
7386,303,448,530,2024-10-12,17:00,12:30,Oui,0,31,270,2024
7387,355,414,502,2023-02-26,13:00,17:00,Oui,5,95,240,2023
7388,358,477,534,2023-09-18,13:00,10:30,Oui,0,85,150,2023
7389,340,438,501,2024-09-24,08:30,17:00,Non,15,61,510,2024
7390,342,427,522,2024-06-05,08:30,17:00,Non,0,77,510,2024
7391,360,468,530,2024-04-18,10:30,17:00,Oui,0,52,390,2024
7392,331,443,525,2023-09-14,08:30,19:00,Oui,0,101,630,2023
7393,321,403,536,2023-06-24,17:00,19:00,Oui,0,66,120,2023
7394,322,429,509,2025-02-09,10:30,12:30,Oui,0,92,120,2025
7395,315,436,531,2024-07-16,08:30,17:00,Oui,10,21,510,2024
7396,325,431,517,2024-09-20,10:30,10:30,Oui,5,120,0,2024
7397,346,425,536,2024-08-10,13:00,17:00,Oui,0,20,240,2024
7398,347,468,521,2025-02-08,10:30,10:30,Oui,15,88,0,2025
7399,313,440,510,2023-05-17,13:00,17:00,Oui,10,15,240,2023
7400,302,430,537,2022-10-07,08:30,10:30,Non,0,95,120,2022
7401,331,443,526,2023-11-24,13:00,17:00,Oui,0,50,240,2023
7402,353,429,504,2025-03-29,10:30,15:00,Oui,20,75,270,2025
7403,357,413,512,2025-06-27,17:00,19:00,Oui,0,56,120,2025
7404,360,468,518,2022-09-11,15:00,19:00,Oui,0,98,240,2022
7405,330,436,534,2023-09-10,13:00,17:00,Oui,0,45,240,2023
7406,314,453,506,2023-06-07,08:30,17:00,Non,0,84,510,2023
7407,329,423,524,2022-09-13,08:30,15:00,Oui,0,86,390,2022
7408,348,433,504,2023-03-07,13:00,10:30,Oui,0,93,150,2023
7409,312,449,512,2025-04-07,08:30,10:30,Oui,0,55,120,2025
7410,330,436,512,2025-01-23,08:30,15:00,Oui,0,44,390,2025
7411,339,408,529,2022-12-19,10:30,12:30,Oui,0,20,120,2022
7412,324,448,503,2025-04-04,15:00,19:00,Oui,10,55,240,2025
7413,301,452,501,2022-09-10,13:00,10:30,Non,0,79,150,2022
7414,359,459,537,2024-06-01,13:00,15:00,Oui,15,44,120,2024
7415,332,418,510,2025-04-17,17:00,19:00,Oui,0,42,120,2025
7416,350,441,527,2024-08-06,13:00,15:00,Oui,0,75,120,2024
7417,308,425,508,2024-12-25,08:30,19:00,Oui,0,116,630,2024
7418,301,452,533,2023-06-17,10:30,15:00,Non,0,118,270,2023
7419,356,412,535,2023-02-17,08:30,10:30,Oui,20,48,120,2023
7420,313,440,522,2022-12-02,17:00,19:00,Oui,0,66,120,2022
7421,328,467,515,2023-09-11,13:00,12:30,Oui,20,115,30,2023
7422,346,425,524,2025-02-13,10:30,15:00,Oui,0,34,270,2025
7423,301,452,527,2023-01-02,13:00,19:00,Oui,0,70,360,2023
7424,304,444,503,2025-01-27,17:00,19:00,Oui,0,43,120,2025
7425,321,403,517,2024-05-06,17:00,12:30,Non,0,85,270,2024
7426,327,465,520,2023-08-29,10:30,17:00,Oui,5,117,390,2023
7427,314,453,520,2024-12-10,17:00,10:30,Oui,0,57,390,2024
7428,348,433,522,2022-12-18,15:00,15:00,Oui,0,105,0,2022
7429,325,431,504,2024-11-14,17:00,15:00,Oui,0,60,120,2024
7430,334,479,506,2024-09-15,10:30,12:30,Non,0,87,120,2024
7431,314,453,512,2022-09-20,17:00,15:00,Oui,0,113,120,2022
7432,349,476,521,2023-04-08,13:00,10:30,Oui,10,100,150,2023
7433,316,438,539,2023-03-28,08:30,10:30,Oui,0,27,120,2023
7434,306,424,530,2024-11-03,08:30,12:30,Oui,0,57,240,2024
7435,318,474,519,2025-02-28,08:30,12:30,Oui,0,36,240,2025
7436,339,408,502,2024-12-10,13:00,12:30,Oui,0,55,30,2024
7437,306,424,518,2023-02-18,08:30,10:30,Oui,0,100,120,2023
7438,347,468,509,2023-09-09,13:00,19:00,Oui,10,60,360,2023
7439,347,468,504,2022-09-22,15:00,10:30,Oui,0,25,270,2022
7440,353,429,521,2023-04-16,10:30,15:00,Oui,0,117,270,2023
7441,353,429,538,2024-02-14,17:00,15:00,Oui,0,19,120,2024
7442,332,418,529,2024-04-01,15:00,10:30,Oui,10,112,270,2024
7443,355,414,529,2023-09-27,15:00,19:00,Oui,10,85,240,2023
7444,309,403,504,2024-08-25,17:00,15:00,Oui,0,97,120,2024
7445,307,438,502,2023-12-17,08:30,10:30,Oui,15,16,120,2023
7446,335,408,526,2024-04-12,17:00,12:30,Non,0,53,270,2024
7447,344,427,501,2023-10-22,17:00,10:30,Oui,0,15,390,2023
7448,303,448,518,2024-08-14,08:30,12:30,Oui,0,69,240,2024
7449,317,466,503,2024-04-05,17:00,15:00,Oui,0,95,120,2024
7450,338,438,540,2023-03-12,13:00,19:00,Non,20,93,360,2023
7451,348,433,512,2024-09-05,10:30,15:00,Oui,0,102,270,2024
7452,351,416,537,2024-07-29,13:00,17:00,Oui,0,24,240,2024
7453,349,476,503,2022-12-31,15:00,19:00,Oui,0,88,240,2022
7454,330,436,501,2022-10-10,15:00,19:00,Oui,0,22,240,2022
7455,332,418,505,2024-11-01,15:00,15:00,Oui,0,20,0,2024
7456,302,430,516,2025-05-08,10:30,12:30,Oui,0,99,120,2025
7457,356,412,513,2024-04-14,13:00,12:30,Oui,0,17,30,2024
7458,329,423,501,2024-11-13,15:00,12:30,Oui,0,57,150,2024
7459,346,425,521,2022-09-17,13:00,10:30,Oui,0,24,150,2022
7460,325,431,532,2023-11-10,13:00,15:00,Non,0,31,120,2023
7461,356,412,526,2023-09-12,15:00,19:00,Oui,0,47,240,2023
7462,347,468,512,2023-01-04,17:00,12:30,Oui,0,43,270,2023
7463,324,448,515,2024-05-23,08:30,10:30,Oui,0,16,120,2024
7464,352,451,503,2022-11-21,15:00,10:30,Oui,0,60,270,2022
7465,347,468,516,2022-09-12,17:00,19:00,Oui,0,67,120,2022
7466,358,477,533,2024-02-01,10:30,10:30,Oui,0,26,0,2024
7467,333,460,525,2024-11-13,10:30,19:00,Oui,0,15,510,2024
7468,331,443,519,2024-07-17,15:00,15:00,Non,0,111,0,2024
7469,360,468,537,2025-03-12,17:00,12:30,Oui,0,26,270,2025
7470,330,436,511,2025-01-15,15:00,10:30,Oui,0,44,270,2025
7471,331,443,516,2025-01-06,10:30,10:30,Oui,0,103,0,2025
7472,321,403,510,2025-03-26,17:00,12:30,Oui,0,24,270,2025
7473,328,467,517,2025-04-04,08:30,19:00,Non,0,31,630,2025
7474,308,425,501,2025-02-28,13:00,12:30,Oui,0,43,30,2025
7475,321,403,536,2022-09-13,15:00,12:30,Oui,0,27,150,2022
7476,302,430,539,2023-08-17,17:00,10:30,Oui,0,81,390,2023
7477,338,438,537,2025-05-29,13:00,19:00,Oui,0,27,360,2025
7478,321,403,528,2023-04-06,17:00,17:00,Oui,0,42,0,2023
7479,347,468,535,2024-09-30,17:00,10:30,Oui,0,108,390,2024
7480,306,424,538,2024-06-02,15:00,17:00,Oui,0,36,120,2024
7481,301,452,507,2024-10-21,08:30,10:30,Oui,5,111,120,2024
7482,352,451,522,2023-12-29,17:00,12:30,Oui,0,23,270,2023
7483,344,427,536,2024-10-08,10:30,19:00,Oui,0,89,510,2024
7484,350,441,531,2023-08-20,13:00,15:00,Oui,0,54,120,2023
7485,315,436,504,2023-03-16,10:30,12:30,Non,0,107,120,2023
7486,333,460,531,2023-07-30,10:30,19:00,Oui,0,42,510,2023
7487,336,444,540,2024-04-26,10:30,12:30,Oui,0,99,120,2024
7488,313,440,510,2022-12-31,13:00,15:00,Oui,0,77,120,2022
7489,337,405,518,2023-11-07,17:00,10:30,Oui,0,23,390,2023
7490,336,444,527,2024-09-07,10:30,10:30,Oui,0,101,0,2024
7491,335,408,509,2022-09-27,10:30,10:30,Oui,0,50,0,2022
7492,323,414,510,2023-11-23,10:30,17:00,Oui,5,78,390,2023
7493,331,443,523,2023-05-19,08:30,12:30,Oui,0,62,240,2023
7494,306,424,513,2022-11-24,10:30,19:00,Oui,0,26,510,2022
7495,303,448,527,2024-07-19,15:00,15:00,Oui,0,65,0,2024
7496,351,416,513,2022-09-06,08:30,15:00,Oui,0,106,390,2022
7497,321,403,539,2023-12-17,15:00,17:00,Non,0,73,120,2023
7498,335,408,523,2024-11-23,08:30,19:00,Oui,0,83,630,2024
7499,347,468,515,2023-05-29,08:30,12:30,Oui,0,91,240,2023
7500,359,459,506,2024-12-30,08:30,17:00,Oui,0,53,510,2024
7501,359,459,525,2022-11-23,10:30,19:00,Oui,10,110,510,2022
7502,309,403,534,2023-11-21,08:30,15:00,Oui,0,46,390,2023
7503,317,466,535,2024-03-19,15:00,17:00,Oui,0,35,120,2024
7504,354,419,510,2023-02-14,10:30,10:30,Oui,0,68,0,2023
7505,304,444,532,2022-09-29,13:00,17:00,Oui,0,86,240,2022
7506,351,416,524,2025-01-03,15:00,17:00,Oui,5,111,120,2025
7507,321,403,503,2024-10-24,15:00,12:30,Oui,15,25,150,2024
7508,343,428,537,2024-11-15,08:30,15:00,Oui,0,89,390,2024
7509,340,438,519,2024-02-04,08:30,17:00,Oui,0,70,510,2024
7510,342,427,526,2023-10-08,17:00,12:30,Oui,0,106,270,2023
7511,341,431,515,2025-01-01,13:00,19:00,Oui,0,63,360,2025
7512,309,403,511,2025-03-18,10:30,17:00,Oui,0,32,390,2025
7513,303,448,528,2023-04-29,10:30,15:00,Oui,0,42,270,2023
7514,358,477,527,2023-06-09,13:00,19:00,Oui,0,104,360,2023
7515,352,451,521,2024-02-28,08:30,19:00,Oui,0,80,630,2024
7516,321,403,503,2025-06-06,17:00,19:00,Non,0,27,120,2025
7517,317,466,540,2024-12-13,10:30,15:00,Oui,0,120,270,2024
7518,355,414,506,2024-10-18,10:30,19:00,Oui,0,58,510,2024
7519,344,427,516,2023-06-02,13:00,17:00,Oui,0,38,240,2023
7520,315,436,524,2022-12-27,10:30,12:30,Oui,0,46,120,2022
7521,336,444,517,2023-10-20,08:30,12:30,Non,0,24,240,2023
7522,356,412,506,2024-09-19,17:00,17:00,Oui,5,66,0,2024
7523,345,446,502,2024-10-05,13:00,15:00,Non,0,74,120,2024
7524,358,477,525,2024-03-04,15:00,17:00,Oui,0,90,120,2024
7525,302,430,518,2024-07-19,13:00,12:30,Non,0,70,30,2024
7526,310,411,524,2025-04-25,13:00,17:00,Non,10,64,240,2025
7527,344,427,539,2025-06-26,08:30,17:00,Oui,0,41,510,2025
7528,322,429,518,2023-05-18,13:00,15:00,Oui,0,62,120,2023
7529,345,446,502,2022-09-17,17:00,15:00,Oui,0,80,120,2022
7530,349,476,506,2024-07-31,15:00,19:00,Oui,0,33,240,2024
7531,331,443,521,2024-09-30,15:00,15:00,Oui,0,72,0,2024
7532,318,474,512,2023-04-20,10:30,10:30,Oui,0,73,0,2023
7533,317,466,518,2023-06-07,17:00,10:30,Oui,5,49,390,2023
7534,323,414,512,2024-10-28,13:00,10:30,Oui,0,100,150,2024
7535,306,424,517,2023-10-06,10:30,17:00,Oui,0,119,390,2023
7536,331,443,508,2024-05-09,13:00,12:30,Oui,0,106,30,2024
7537,319,468,504,2025-03-16,10:30,17:00,Oui,0,43,390,2025
7538,351,416,507,2022-10-08,08:30,17:00,Oui,5,82,510,2022
7539,323,414,523,2023-08-09,08:30,10:30,Oui,0,62,120,2023
7540,350,441,536,2025-03-03,17:00,15:00,Oui,0,55,120,2025
7541,327,465,511,2023-11-03,13:00,12:30,Oui,10,70,30,2023
7542,302,430,533,2025-04-01,15:00,10:30,Oui,0,29,270,2025
7543,343,428,532,2023-10-03,10:30,10:30,Oui,0,103,0,2023
7544,330,436,534,2024-12-20,10:30,12:30,Oui,0,71,120,2024
7545,357,413,530,2025-03-16,15:00,17:00,Oui,0,102,120,2025
7546,304,444,521,2024-12-11,15:00,10:30,Oui,0,29,270,2024
7547,339,408,518,2023-01-05,08:30,15:00,Oui,0,119,390,2023
7548,303,448,510,2025-02-16,08:30,10:30,Non,0,62,120,2025
7549,316,438,521,2022-12-03,10:30,17:00,Oui,0,102,390,2022
7550,315,436,512,2023-05-21,10:30,15:00,Oui,5,74,270,2023
7551,302,430,513,2023-05-04,17:00,15:00,Oui,0,44,120,2023
7552,336,444,537,2023-05-11,10:30,17:00,Oui,0,82,390,2023
7553,328,467,506,2025-06-09,08:30,12:30,Non,0,30,240,2025
7554,321,403,513,2024-10-14,13:00,12:30,Oui,0,81,30,2024
7555,347,468,526,2023-08-27,08:30,19:00,Oui,0,97,630,2023
7556,340,438,512,2025-05-20,13:00,12:30,Oui,0,107,30,2025
7557,355,414,524,2024-08-22,10:30,12:30,Oui,0,33,120,2024
7558,355,414,511,2023-07-06,15:00,12:30,Oui,0,104,150,2023
7559,342,427,540,2023-09-25,17:00,19:00,Oui,0,37,120,2023
7560,343,428,501,2024-04-11,15:00,12:30,Oui,0,115,150,2024
7561,338,438,523,2023-12-06,15:00,17:00,Oui,0,26,120,2023
7562,329,423,533,2024-08-17,15:00,17:00,Non,0,26,120,2024
7563,344,427,504,2025-03-29,10:30,17:00,Oui,0,92,390,2025
7564,330,436,532,2023-05-06,10:30,12:30,Oui,0,63,120,2023
7565,345,446,503,2023-03-22,08:30,12:30,Oui,0,65,240,2023
7566,350,441,507,2024-08-26,17:00,12:30,Oui,0,86,270,2024
7567,322,429,536,2023-09-10,15:00,17:00,Oui,0,105,120,2023
7568,306,424,517,2024-02-11,15:00,12:30,Oui,0,56,150,2024
7569,356,412,529,2024-02-20,10:30,12:30,Oui,20,103,120,2024
7570,336,444,510,2023-06-18,17:00,10:30,Non,20,96,390,2023
7571,331,443,507,2024-04-21,10:30,15:00,Oui,0,86,270,2024
7572,310,411,537,2023-07-13,10:30,12:30,Oui,0,108,120,2023
7573,336,444,523,2024-12-08,10:30,19:00,Oui,0,58,510,2024
7574,360,468,514,2024-10-01,15:00,12:30,Oui,10,96,150,2024
7575,312,449,531,2024-01-15,08:30,19:00,Oui,0,22,630,2024
7576,307,438,518,2024-11-21,15:00,15:00,Oui,0,28,0,2024
7577,318,474,516,2022-09-13,13:00,12:30,Oui,0,86,30,2022
7578,302,430,520,2023-05-08,13:00,12:30,Oui,0,16,30,2023
7579,331,443,505,2023-11-25,10:30,17:00,Oui,0,99,390,2023
7580,333,460,504,2024-04-10,10:30,19:00,Oui,0,107,510,2024
7581,349,476,531,2024-09-18,13:00,15:00,Oui,0,116,120,2024
7582,344,427,531,2022-12-02,13:00,19:00,Oui,0,24,360,2022
7583,349,476,512,2023-01-16,15:00,15:00,Oui,0,24,0,2023
7584,301,452,505,2024-08-01,13:00,10:30,Oui,15,87,150,2024
7585,353,429,506,2024-10-09,10:30,19:00,Oui,0,56,510,2024
7586,336,444,529,2025-06-14,10:30,10:30,Oui,0,76,0,2025
7587,305,470,501,2023-06-08,10:30,17:00,Oui,0,35,390,2023
7588,329,423,501,2023-01-24,15:00,10:30,Oui,0,32,270,2023
7589,303,448,506,2023-07-04,10:30,19:00,Oui,0,46,510,2023
7590,335,408,528,2024-12-05,17:00,17:00,Oui,0,66,0,2024
7591,346,425,503,2025-04-29,10:30,17:00,Oui,0,77,390,2025
7592,317,466,531,2023-12-18,17:00,12:30,Oui,0,31,270,2023
7593,332,418,529,2024-11-06,08:30,17:00,Oui,0,58,510,2024
7594,301,452,537,2025-05-01,15:00,15:00,Oui,0,45,0,2025
7595,309,403,514,2024-05-25,17:00,10:30,Oui,0,95,390,2024
7596,345,446,525,2024-07-05,08:30,19:00,Oui,0,101,630,2024
7597,303,448,538,2024-07-17,08:30,12:30,Oui,0,20,240,2024
7598,326,472,511,2023-05-06,13:00,10:30,Oui,10,114,150,2023
7599,328,467,523,2025-05-23,13:00,15:00,Oui,0,87,120,2025
7600,309,403,530,2024-04-04,08:30,10:30,Oui,0,32,120,2024
7601,311,461,527,2025-04-08,13:00,19:00,Oui,5,100,360,2025
7602,301,452,528,2025-06-13,17:00,17:00,Oui,0,90,0,2025
7603,318,474,529,2024-05-26,08:30,17:00,Oui,0,119,510,2024
7604,319,468,513,2024-10-29,15:00,10:30,Oui,20,47,270,2024
7605,342,427,522,2022-11-07,10:30,15:00,Oui,5,55,270,2022
7606,313,440,515,2025-04-21,17:00,17:00,Oui,0,49,0,2025
7607,354,419,537,2025-01-21,15:00,17:00,Oui,5,25,120,2025
7608,350,441,508,2024-09-03,15:00,12:30,Oui,0,56,150,2024
7609,359,459,514,2022-12-11,17:00,17:00,Oui,0,107,0,2022
7610,321,403,501,2023-09-03,08:30,12:30,Oui,0,82,240,2023
7611,330,436,511,2025-04-05,10:30,17:00,Oui,0,53,390,2025
7612,356,412,516,2023-02-08,17:00,15:00,Oui,0,82,120,2023
7613,350,441,540,2024-07-18,13:00,15:00,Oui,5,67,120,2024
7614,327,465,528,2024-01-21,13:00,15:00,Oui,0,52,120,2024
7615,304,444,515,2024-05-22,08:30,15:00,Oui,0,93,390,2024
7616,315,436,508,2024-11-19,17:00,19:00,Oui,0,46,120,2024
7617,311,461,539,2024-01-10,13:00,15:00,Oui,0,89,120,2024
7618,343,428,529,2024-04-06,13:00,17:00,Oui,0,48,240,2024
7619,315,436,502,2023-08-17,08:30,19:00,Oui,0,57,630,2023
7620,317,466,533,2025-01-08,15:00,12:30,Oui,5,88,150,2025
7621,356,412,535,2024-03-06,10:30,10:30,Oui,0,16,0,2024
7622,332,418,537,2025-03-01,10:30,10:30,Oui,15,76,0,2025
7623,340,438,503,2025-05-08,17:00,15:00,Oui,0,39,120,2025
7624,348,433,519,2024-12-24,15:00,19:00,Oui,10,31,240,2024
7625,348,433,509,2022-11-16,08:30,15:00,Oui,0,50,390,2022
7626,324,448,537,2025-02-03,15:00,10:30,Oui,0,33,270,2025
7627,360,468,540,2023-12-02,08:30,12:30,Oui,0,109,240,2023
7628,322,429,523,2023-04-07,08:30,12:30,Oui,0,108,240,2023
7629,325,431,530,2024-07-14,13:00,19:00,Oui,0,105,360,2024
7630,319,468,539,2024-11-11,17:00,15:00,Oui,0,95,120,2024
7631,360,468,531,2022-09-05,15:00,10:30,Oui,0,88,270,2022
7632,316,438,540,2023-11-22,13:00,15:00,Non,0,85,120,2023
7633,330,436,520,2023-09-23,13:00,17:00,Oui,10,64,240,2023
7634,349,476,515,2023-02-21,17:00,19:00,Oui,0,62,120,2023
7635,332,418,504,2023-10-25,10:30,12:30,Oui,0,67,120,2023
7636,323,414,511,2023-06-05,10:30,12:30,Oui,5,54,120,2023
7637,357,413,530,2024-04-22,15:00,12:30,Oui,0,98,150,2024
7638,339,408,507,2022-10-09,15:00,19:00,Oui,20,68,240,2022
7639,335,408,533,2024-11-20,17:00,10:30,Oui,20,19,390,2024
7640,303,448,536,2024-06-04,10:30,19:00,Oui,0,50,510,2024
7641,318,474,525,2022-12-12,08:30,17:00,Oui,0,71,510,2022
7642,329,423,519,2023-01-10,10:30,10:30,Oui,0,53,0,2023
7643,302,430,514,2024-06-14,10:30,19:00,Oui,5,116,510,2024
7644,316,438,524,2022-12-06,17:00,19:00,Oui,0,50,120,2022
7645,345,446,528,2024-11-09,15:00,15:00,Oui,0,108,0,2024
7646,320,465,511,2023-10-13,17:00,12:30,Oui,0,94,270,2023
7647,338,438,515,2022-09-20,10:30,15:00,Oui,5,66,270,2022
7648,346,425,537,2023-04-09,08:30,12:30,Oui,0,17,240,2023
7649,328,467,515,2023-10-10,15:00,17:00,Oui,0,23,120,2023
7650,355,414,508,2025-01-24,13:00,10:30,Oui,0,71,150,2025
7651,351,416,528,2023-06-18,17:00,19:00,Oui,0,59,120,2023
7652,315,436,521,2024-01-24,08:30,12:30,Oui,0,50,240,2024
7653,301,452,524,2023-11-06,10:30,12:30,Oui,20,109,120,2023
7654,337,405,538,2024-02-12,10:30,12:30,Oui,0,18,120,2024
7655,322,429,514,2024-03-08,10:30,10:30,Oui,5,31,0,2024
7656,315,436,535,2024-04-29,17:00,10:30,Oui,0,26,390,2024
7657,358,477,530,2023-07-31,10:30,15:00,Non,10,21,270,2023
7658,333,460,524,2022-12-29,15:00,15:00,Oui,0,99,0,2022
7659,316,438,535,2025-04-05,08:30,17:00,Oui,0,97,510,2025
7660,309,403,532,2024-06-19,15:00,10:30,Oui,0,94,270,2024
7661,306,424,539,2023-09-10,08:30,17:00,Oui,0,61,510,2023
7662,341,431,535,2023-12-10,15:00,12:30,Oui,0,115,150,2023
7663,317,466,531,2023-07-01,08:30,12:30,Oui,0,34,240,2023
7664,319,468,521,2022-11-22,17:00,15:00,Oui,0,64,120,2022
7665,348,433,526,2024-03-31,17:00,12:30,Oui,0,46,270,2024
7666,302,430,532,2024-01-24,15:00,19:00,Oui,0,113,240,2024
7667,336,444,505,2023-09-17,08:30,10:30,Oui,0,21,120,2023
7668,358,477,508,2025-03-26,08:30,12:30,Non,0,104,240,2025
7669,331,443,523,2024-12-30,17:00,10:30,Oui,10,100,390,2024
7670,305,470,505,2025-03-19,15:00,15:00,Oui,5,103,0,2025
7671,355,414,503,2023-12-06,13:00,10:30,Oui,0,90,150,2023
7672,333,460,540,2024-01-29,10:30,19:00,Oui,0,55,510,2024
7673,314,453,508,2025-06-08,10:30,12:30,Oui,20,78,120,2025
7674,351,416,525,2024-02-04,17:00,17:00,Oui,0,38,0,2024
7675,360,468,511,2022-10-14,13:00,12:30,Oui,0,33,30,2022
7676,325,431,508,2024-10-09,13:00,15:00,Oui,0,90,120,2024
7677,329,423,525,2023-09-29,08:30,19:00,Oui,0,119,630,2023
7678,343,428,513,2023-10-20,13:00,15:00,Non,0,71,120,2023
7679,301,452,502,2024-05-17,17:00,17:00,Oui,0,80,0,2024
7680,312,449,539,2024-07-09,15:00,10:30,Oui,0,117,270,2024
7681,349,476,511,2022-09-22,17:00,17:00,Oui,0,113,0,2022
7682,344,427,533,2024-08-16,13:00,12:30,Oui,0,115,30,2024
7683,326,472,529,2025-06-14,10:30,17:00,Oui,0,69,390,2025
7684,301,452,514,2023-07-25,17:00,15:00,Non,0,68,120,2023
7685,327,465,515,2024-03-02,15:00,17:00,Oui,0,55,120,2024
7686,301,452,511,2023-07-25,17:00,12:30,Oui,0,17,270,2023
7687,319,468,527,2023-02-12,13:00,19:00,Oui,0,25,360,2023
7688,340,438,510,2023-06-02,13:00,19:00,Oui,0,107,360,2023
7689,313,440,511,2023-07-07,08:30,10:30,Oui,10,56,120,2023
7690,303,448,527,2023-11-22,17:00,15:00,Oui,0,55,120,2023
7691,315,436,538,2024-12-02,10:30,17:00,Oui,0,100,390,2024
7692,327,465,510,2024-12-15,17:00,15:00,Oui,5,100,120,2024
7693,312,449,512,2022-11-27,08:30,15:00,Oui,0,99,390,2022
7694,314,453,517,2022-10-26,17:00,15:00,Oui,15,27,120,2022
7695,334,479,513,2023-10-25,10:30,19:00,Oui,0,112,510,2023
7696,322,429,503,2022-11-29,17:00,12:30,Oui,0,105,270,2022
7697,330,436,511,2023-01-10,08:30,12:30,Oui,5,34,240,2023
7698,333,460,507,2023-08-21,13:00,15:00,Oui,0,80,120,2023
7699,315,436,508,2024-10-02,15:00,19:00,Oui,5,68,240,2024
7700,301,452,535,2025-06-19,13:00,10:30,Non,0,28,150,2025
7701,324,448,538,2023-04-13,13:00,19:00,Oui,0,83,360,2023
7702,344,427,504,2024-11-06,13:00,12:30,Oui,20,101,30,2024
7703,336,444,501,2022-11-27,10:30,19:00,Oui,0,79,510,2022
7704,355,414,532,2025-02-22,15:00,12:30,Oui,0,55,150,2025
7705,335,408,534,2024-07-02,15:00,17:00,Oui,0,51,120,2024
7706,348,433,526,2024-05-29,08:30,19:00,Oui,0,70,630,2024
7707,311,461,509,2023-11-20,10:30,10:30,Oui,0,93,0,2023
7708,316,438,510,2025-02-10,10:30,10:30,Oui,0,39,0,2025
7709,317,466,512,2022-10-06,08:30,10:30,Oui,20,51,120,2022
7710,305,470,511,2024-02-01,08:30,15:00,Oui,0,108,390,2024
7711,332,418,532,2023-04-18,17:00,17:00,Oui,0,34,0,2023
7712,357,413,527,2024-03-22,17:00,10:30,Oui,0,98,390,2024
7713,309,403,511,2023-10-13,17:00,10:30,Oui,0,22,390,2023
7714,335,408,515,2025-02-01,08:30,12:30,Oui,10,105,240,2025
7715,354,419,501,2023-01-06,10:30,12:30,Oui,15,84,120,2023
7716,339,408,522,2023-10-02,10:30,10:30,Oui,5,15,0,2023
7717,345,446,521,2022-12-05,10:30,15:00,Oui,0,46,270,2022
7718,353,429,534,2023-12-26,08:30,15:00,Oui,0,85,390,2023
7719,326,472,511,2025-01-03,17:00,12:30,Oui,0,99,270,2025
7720,315,436,537,2023-01-06,15:00,19:00,Oui,10,104,240,2023
7721,308,425,528,2023-08-02,15:00,12:30,Oui,0,44,150,2023
7722,352,451,512,2023-10-29,17:00,19:00,Oui,0,64,120,2023
7723,357,413,514,2023-11-14,15:00,10:30,Oui,0,79,270,2023
7724,345,446,522,2023-04-22,17:00,17:00,Oui,0,37,0,2023
7725,333,460,526,2025-03-20,15:00,19:00,Oui,0,54,240,2025
7726,333,460,507,2022-09-02,10:30,12:30,Non,20,99,120,2022
7727,346,425,533,2023-07-19,10:30,19:00,Oui,0,34,510,2023
7728,321,403,507,2023-12-03,10:30,17:00,Oui,0,109,390,2023
7729,301,452,539,2023-01-08,13:00,10:30,Oui,10,66,150,2023
7730,338,438,531,2025-06-06,08:30,17:00,Oui,0,111,510,2025
7731,348,433,524,2023-08-09,17:00,19:00,Oui,0,27,120,2023
7732,357,413,518,2024-01-20,17:00,12:30,Oui,0,74,270,2024
7733,326,472,539,2025-02-27,08:30,17:00,Non,0,79,510,2025
7734,319,468,508,2024-08-22,15:00,19:00,Non,15,83,240,2024
7735,328,467,516,2024-05-05,15:00,12:30,Oui,0,109,150,2024
7736,323,414,502,2023-07-06,15:00,15:00,Oui,0,104,0,2023
7737,356,412,526,2024-10-27,17:00,15:00,Oui,5,88,120,2024
7738,305,470,507,2023-06-11,10:30,15:00,Oui,0,93,270,2023
7739,342,427,533,2023-07-30,10:30,19:00,Oui,15,49,510,2023
7740,304,444,528,2022-09-19,13:00,12:30,Oui,5,89,30,2022
7741,314,453,539,2022-10-17,15:00,12:30,Oui,0,112,150,2022
7742,313,440,540,2024-12-22,13:00,10:30,Oui,0,112,150,2024
7743,338,438,529,2024-11-20,17:00,10:30,Oui,0,85,390,2024
7744,339,408,539,2025-03-25,15:00,15:00,Oui,10,86,0,2025
7745,351,416,523,2024-04-05,08:30,19:00,Oui,0,39,630,2024
7746,302,430,539,2025-06-29,08:30,17:00,Oui,0,74,510,2025
7747,333,460,516,2024-04-14,17:00,15:00,Oui,0,41,120,2024
7748,314,453,526,2023-04-07,13:00,19:00,Non,0,83,360,2023
7749,317,466,502,2024-02-26,08:30,19:00,Oui,0,36,630,2024
7750,305,470,533,2024-11-16,13:00,12:30,Oui,0,30,30,2024
7751,303,448,503,2023-08-02,15:00,10:30,Oui,0,65,270,2023
7752,354,419,526,2024-04-16,08:30,10:30,Oui,10,84,120,2024
