id_enquete,id_etudiant,id_professeur,id_module,annee_universitaire,score_clarte,poids_clarte,score_disponibilite,poids_disponibilite,score_pedagogie,poids_pedagogie,score_equite,poids_equite,score_admin,score_vie_etudiante,score_charge,score_finances,score_global,nps,sum_poids,score_prof_pondere
9229,1862,422,336,2024-2025,2,0.3,5,0.2,3,0.3,1,0.2,1,5,3,3,2.7,4,1,2.7
9230,1898,462,358,2021-2022,5,0.3,2,0.2,4,0.3,2,0.2,2,1,2,3,3.5,8,1,3.5
9231,1806,452,315,2022-2023,1,0.3,2,0.2,5,0.3,4,0.2,1,3,1,5,3.0,7,1,3.0
9232,1699,424,355,2021-2022,3,0.3,3,0.2,4,0.3,4,0.2,3,4,5,4,3.5,8,1,3.5
9233,1365,409,331,2022-2023,3,0.3,1,0.2,4,0.3,5,0.2,1,4,1,2,3.3,5,1,3.3
9234,1534,459,302,2022-2023,2,0.3,5,0.2,3,0.3,3,0.2,1,1,3,4,3.1,4,1,3.1
9235,1852,454,320,2024-2025,3,0.3,5,0.2,1,0.3,4,0.2,4,5,3,1,3.0,3,1,3.0
9236,1935,456,303,2023-2024,5,0.3,2,0.2,1,0.3,2,0.2,5,2,2,3,2.6,9,1,2.6
9237,1525,447,309,2022-2023,3,0.3,5,0.2,2,0.3,2,0.2,5,5,1,4,2.9,0,1,2.9
9238,1221,463,328,2022-2023,2,0.3,3,0.2,2,0.3,3,0.2,3,4,1,3,2.4,1,1,2.4
9239,1205,438,344,2023-2024,1,0.3,5,0.2,1,0.3,1,0.2,2,5,1,2,1.8,9,1,1.8
9240,1513,437,336,2020-2021,5,0.3,2,0.2,3,0.3,5,0.2,1,2,4,4,3.8,1,1,3.8
9241,1659,450,342,2024-2025,2,0.3,4,0.2,4,0.3,1,0.2,3,2,5,1,2.8,9,1,2.8
9242,1999,473,359,2022-2023,1,0.3,4,0.2,3,0.3,3,0.2,1,5,1,2,2.6,0,1,2.6
9243,2160,406,356,2023-2024,5,0.3,5,0.2,2,0.3,2,0.2,3,1,5,5,3.5,6,1,3.5
9244,1317,473,316,2023-2024,3,0.3,5,0.2,3,0.3,1,0.2,4,3,3,2,3.0,6,1,3.0
9245,2075,402,360,2021-2022,3,0.3,5,0.2,4,0.3,2,0.2,2,5,4,3,3.5,6,1,3.5
9246,2136,402,324,2024-2025,2,0.3,4,0.2,1,0.3,1,0.2,5,1,1,5,1.9,8,1,1.9
9247,1001,401,322,2021-2022,5,0.3,1,0.2,1,0.3,2,0.2,4,5,2,5,2.4,6,1,2.4
9248,1105,425,301,2023-2024,5,0.3,4,0.2,2,0.3,2,0.2,1,1,5,1,3.3,6,1,3.3
9249,1958,449,342,2023-2024,5,0.3,2,0.2,2,0.3,2,0.2,2,1,3,3,2.9,1,1,2.9
9250,1122,458,301,2021-2022,3,0.3,1,0.2,5,0.3,5,0.2,4,2,5,2,3.6,9,1,3.6
9251,1444,443,335,2021-2022,3,0.3,2,0.2,5,0.3,4,0.2,3,5,2,4,3.6,3,1,3.6
9252,1552,479,321,2022-2023,5,0.3,5,0.2,5,0.3,4,0.2,5,1,1,5,4.8,2,1,4.8
9253,2075,465,323,2023-2024,2,0.3,2,0.2,3,0.3,3,0.2,2,5,2,3,2.5,6,1,2.5
9254,1891,411,343,2024-2025,2,0.3,5,0.2,5,0.3,1,0.2,1,3,3,5,3.3,7,1,3.3
9255,1839,412,318,2024-2025,3,0.3,2,0.2,1,0.3,2,0.2,5,1,5,3,2.0,1,1,2.0
9256,1322,406,312,2023-2024,4,0.3,4,0.2,5,0.3,3,0.2,5,5,5,1,4.1,4,1,4.1
9257,1146,472,340,2020-2021,3,0.3,3,0.2,5,0.3,1,0.2,4,2,5,3,3.2,5,1,3.2
9258,1554,476,317,2020-2021,5,0.3,3,0.2,5,0.3,4,0.2,1,5,2,4,4.4,2,1,4.4
9259,2107,403,357,2023-2024,5,0.3,5,0.2,4,0.3,3,0.2,2,1,1,5,4.3,10,1,4.300000000000001
9260,1165,473,358,2023-2024,1,0.3,3,0.2,4,0.3,1,0.2,3,2,3,4,2.3,5,1,2.3
9261,1705,448,356,2023-2024,2,0.3,5,0.2,2,0.3,3,0.2,5,1,5,3,2.8,6,1,2.8
9262,1696,472,308,2021-2022,5,0.3,1,0.2,1,0.3,1,0.2,2,4,2,3,2.2,2,1,2.2
9263,1077,401,309,2022-2023,3,0.3,5,0.2,3,0.3,4,0.2,1,5,1,4,3.6,10,1,3.6
9264,1871,407,340,2022-2023,4,0.3,2,0.2,3,0.3,3,0.2,4,4,2,3,3.1,8,1,3.1
9265,1792,432,358,2020-2021,4,0.3,4,0.2,3,0.3,4,0.2,5,2,3,4,3.7,2,1,3.7
9266,1194,408,303,2023-2024,5,0.3,5,0.2,1,0.3,5,0.2,2,3,4,3,3.8,10,1,3.8
9267,1276,406,344,2021-2022,1,0.3,5,0.2,1,0.3,3,0.2,2,2,1,3,2.2,9,1,2.2
9268,1440,456,336,2021-2022,4,0.3,3,0.2,4,0.3,2,0.2,5,4,4,3,3.4,7,1,3.4
9269,1680,466,327,2024-2025,3,0.3,3,0.2,3,0.3,2,0.2,3,4,5,3,2.8,0,1,2.8
9270,1977,468,311,2023-2024,4,0.3,4,0.2,3,0.3,5,0.2,3,5,4,1,3.9,3,1,3.9
9271,1704,446,317,2023-2024,1,0.3,1,0.2,1,0.3,2,0.2,3,3,2,2,1.2,4,1,1.2
9272,1280,475,317,2024-2025,4,0.3,5,0.2,5,0.3,3,0.2,3,3,4,1,4.3,4,1,4.300000000000001
9273,1674,450,314,2021-2022,1,0.3,3,0.2,3,0.3,1,0.2,4,1,4,5,2.0,5,1,2.0
9274,1807,416,313,2024-2025,1,0.3,1,0.2,5,0.3,1,0.2,4,3,5,3,2.2,5,1,2.2
9275,2178,468,307,2021-2022,5,0.3,3,0.2,2,0.3,2,0.2,2,2,3,1,3.1,9,1,3.1
9276,1166,467,301,2020-2021,5,0.3,4,0.2,4,0.3,1,0.2,4,4,4,3,3.7,3,1,3.7
9277,1006,476,334,2022-2023,4,0.3,1,0.2,3,0.3,5,0.2,5,2,4,1,3.3,4,1,3.3
9278,1964,433,339,2021-2022,2,0.3,4,0.2,5,0.3,3,0.2,3,4,4,5,3.5,8,1,3.5
9279,1167,451,341,2020-2021,5,0.3,2,0.2,5,0.3,4,0.2,5,4,4,4,4.2,4,1,4.2
9280,1600,425,306,2024-2025,3,0.3,5,0.2,1,0.3,5,0.2,4,3,2,1,3.2,7,1,3.2
9281,1397,409,309,2023-2024,5,0.3,1,0.2,1,0.3,3,0.2,1,3,3,4,2.6,4,1,2.6
9282,1689,480,324,2024-2025,1,0.3,2,0.2,5,0.3,3,0.2,4,4,5,3,2.8,5,1,2.8
9283,2057,412,315,2020-2021,5,0.3,1,0.2,2,0.3,4,0.2,4,5,2,4,3.1,3,1,3.1
9284,2191,440,307,2021-2022,1,0.3,5,0.2,2,0.3,3,0.2,2,3,3,5,2.5,2,1,2.5
9285,1115,424,319,2022-2023,2,0.3,2,0.2,3,0.3,5,0.2,3,4,1,1,2.9,6,1,2.9
9286,1682,414,359,2022-2023,2,0.3,4,0.2,3,0.3,2,0.2,5,2,5,4,2.7,3,1,2.7
9287,1421,413,330,2022-2023,2,0.3,4,0.2,1,0.3,2,0.2,1,2,5,1,2.1,0,1,2.1
9288,1476,438,318,2021-2022,4,0.3,1,0.2,4,0.3,4,0.2,2,3,4,1,3.4,2,1,3.399999999999999
9289,1816,436,305,2023-2024,4,0.3,2,0.2,2,0.3,3,0.2,2,5,5,4,2.8,0,1,2.8
9290,1738,412,318,2021-2022,2,0.3,3,0.2,2,0.3,1,0.2,3,1,4,2,2.0,10,1,2.0
9291,1090,434,347,2022-2023,2,0.3,4,0.2,5,0.3,3,0.2,5,3,2,4,3.5,0,1,3.5
9292,1964,420,357,2021-2022,2,0.3,2,0.2,3,0.3,3,0.2,3,1,3,3,2.5,3,1,2.5
9293,1463,479,302,2020-2021,1,0.3,4,0.2,1,0.3,1,0.2,3,3,5,5,1.6,2,1,1.6
9294,1549,407,333,2023-2024,4,0.3,3,0.2,2,0.3,2,0.2,1,3,4,5,2.8,10,1,2.8
9295,1733,452,316,2024-2025,2,0.3,2,0.2,3,0.3,3,0.2,3,5,5,1,2.5,8,1,2.5
9296,2155,457,320,2024-2025,2,0.3,5,0.2,3,0.3,2,0.2,4,5,5,1,2.9,0,1,2.9
9297,1415,468,301,2023-2024,3,0.3,3,0.2,4,0.3,2,0.2,5,2,4,4,3.1,0,1,3.1
9298,1516,459,357,2022-2023,5,0.3,3,0.2,1,0.3,3,0.2,1,1,4,3,3.0,0,1,3.0
9299,1662,467,339,2024-2025,3,0.3,4,0.2,4,0.3,3,0.2,1,4,3,5,3.5,6,1,3.5
9300,1414,422,319,2021-2022,5,0.3,4,0.2,2,0.3,2,0.2,1,3,2,1,3.3,0,1,3.3
9301,1216,405,353,2023-2024,4,0.3,2,0.2,1,0.3,5,0.2,5,4,1,2,2.9,6,1,2.9
9302,1187,439,346,2021-2022,2,0.3,3,0.2,5,0.3,1,0.2,1,2,5,4,2.9,1,1,2.9
9303,2135,453,344,2020-2021,2,0.3,2,0.2,2,0.3,2,0.2,3,1,2,3,2.0,5,1,2.0
9304,1320,422,319,2021-2022,3,0.3,2,0.2,2,0.3,3,0.2,1,2,2,2,2.5,0,1,2.5
9305,1266,458,334,2024-2025,1,0.3,1,0.2,1,0.3,2,0.2,2,5,2,3,1.2,10,1,1.2
9306,2001,473,307,2021-2022,2,0.3,3,0.2,1,0.3,5,0.2,3,2,2,5,2.5,5,1,2.5
9307,1377,476,318,2024-2025,4,0.3,1,0.2,4,0.3,4,0.2,3,4,4,4,3.4,4,1,3.399999999999999
9308,1939,475,360,2022-2023,1,0.3,5,0.2,5,0.3,4,0.2,2,4,1,3,3.6,0,1,3.6
9309,1082,477,304,2023-2024,5,0.3,2,0.2,1,0.3,4,0.2,2,2,4,1,3.0,2,1,3.0
9310,1867,461,354,2021-2022,4,0.3,2,0.2,1,0.3,3,0.2,4,1,4,2,2.5,6,1,2.5
9311,1658,477,343,2024-2025,2,0.3,5,0.2,2,0.3,3,0.2,5,4,4,4,2.8,3,1,2.8
9312,2030,420,305,2022-2023,5,0.3,2,0.2,3,0.3,2,0.2,4,2,5,2,3.2,2,1,3.2
9313,1404,467,347,2020-2021,2,0.3,2,0.2,5,0.3,2,0.2,2,5,3,2,2.9,2,1,2.9
9314,1789,419,332,2020-2021,2,0.3,3,0.2,5,0.3,1,0.2,5,3,1,1,2.9,4,1,2.9
9315,1694,421,312,2024-2025,3,0.3,1,0.2,2,0.3,3,0.2,2,3,3,4,2.3,7,1,2.3
9316,2179,430,358,2022-2023,1,0.3,5,0.2,5,0.3,2,0.2,1,3,4,2,3.2,9,1,3.2
9317,1232,446,360,2021-2022,2,0.3,2,0.2,4,0.3,3,0.2,3,5,2,2,2.8,8,1,2.8
9318,1164,479,302,2022-2023,4,0.3,5,0.2,5,0.3,3,0.2,2,1,5,3,4.3,5,1,4.300000000000001
9319,1708,408,333,2021-2022,5,0.3,4,0.2,3,0.3,5,0.2,3,4,2,2,4.2,2,1,4.199999999999999
9320,1010,472,327,2020-2021,2,0.3,1,0.2,1,0.3,4,0.2,5,4,5,3,1.9,8,1,1.9
9321,1956,445,311,2024-2025,3,0.3,4,0.2,4,0.3,3,0.2,1,3,5,2,3.5,5,1,3.5
9322,1781,474,309,2021-2022,4,0.3,3,0.2,1,0.3,5,0.2,4,1,2,3,3.1,2,1,3.1
9323,1128,448,323,2023-2024,3,0.3,3,0.2,1,0.3,1,0.2,2,3,1,2,2.0,6,1,2.0
9324,1054,473,353,2022-2023,4,0.3,4,0.2,4,0.3,5,0.2,1,3,5,4,4.2,4,1,4.2
9325,1869,435,311,2022-2023,4,0.3,1,0.2,2,0.3,2,0.2,3,2,2,1,2.4,6,1,2.4
9326,1836,409,319,2021-2022,3,0.3,3,0.2,2,0.3,2,0.2,3,1,2,4,2.5,1,1,2.5
9327,1246,406,339,2020-2021,3,0.3,2,0.2,3,0.3,2,0.2,3,4,5,2,2.6,10,1,2.6
9328,1160,424,311,2022-2023,1,0.3,5,0.2,3,0.3,2,0.2,2,4,3,5,2.6,7,1,2.6
9329,1127,456,329,2023-2024,3,0.3,4,0.2,5,0.3,4,0.2,3,3,2,5,4.0,6,1,4.0
9330,1943,468,306,2020-2021,2,0.3,1,0.2,4,0.3,1,0.2,1,1,1,2,2.2,4,1,2.2
9331,1803,478,341,2022-2023,3,0.3,5,0.2,1,0.3,3,0.2,2,1,1,5,2.8,7,1,2.8
9332,1573,433,338,2020-2021,3,0.3,5,0.2,1,0.3,1,0.2,1,1,4,2,2.4,3,1,2.4
9333,1064,437,337,2024-2025,1,0.3,3,0.2,5,0.3,2,0.2,2,1,4,3,2.8,0,1,2.8
9334,1121,459,303,2022-2023,3,0.3,1,0.2,2,0.3,1,0.2,2,1,1,3,1.9,5,1,1.9
9335,2070,466,330,2024-2025,1,0.3,2,0.2,1,0.3,3,0.2,3,1,4,4,1.6,0,1,1.6
9336,1548,415,317,2024-2025,4,0.3,4,0.2,3,0.3,1,0.2,2,3,1,3,3.1,6,1,3.1
9337,1545,417,360,2023-2024,1,0.3,5,0.2,3,0.3,1,0.2,4,1,2,1,2.4,5,1,2.4
9338,1215,443,308,2020-2021,2,0.3,5,0.2,4,0.3,1,0.2,1,4,2,4,3.0,1,1,3.0
9339,1395,434,308,2020-2021,3,0.3,2,0.2,3,0.3,5,0.2,4,1,4,3,3.2,0,1,3.2
9340,1713,428,308,2020-2021,3,0.3,4,0.2,2,0.3,3,0.2,4,2,4,1,2.9,2,1,2.9
9341,1660,405,335,2022-2023,2,0.3,1,0.2,4,0.3,2,0.2,3,2,3,1,2.4,8,1,2.4
9342,1878,476,309,2022-2023,5,0.3,4,0.2,1,0.3,5,0.2,2,2,4,1,3.6,1,1,3.6
9343,1487,410,354,2024-2025,1,0.3,5,0.2,5,0.3,5,0.2,1,3,1,1,3.8,9,1,3.8
9344,1926,415,351,2024-2025,5,0.3,5,0.2,1,0.3,2,0.2,2,2,5,5,3.2,7,1,3.2
9345,1527,480,310,2022-2023,3,0.3,1,0.2,3,0.3,5,0.2,3,2,3,3,3.0,0,1,3.0
9346,1356,462,316,2024-2025,2,0.3,4,0.2,4,0.3,3,0.2,4,5,4,4,3.2,4,1,3.2
9347,1685,409,350,2021-2022,5,0.3,1,0.2,1,0.3,1,0.2,5,2,4,2,2.2,4,1,2.2
9348,1965,464,340,2024-2025,2,0.3,1,0.2,4,0.3,4,0.2,2,4,4,4,2.8,8,1,2.8
9349,2046,418,317,2020-2021,1,0.3,1,0.2,4,0.3,1,0.2,5,5,2,3,1.9,1,1,1.9
9350,1931,474,312,2020-2021,2,0.3,2,0.2,1,0.3,3,0.2,5,2,2,4,1.9,6,1,1.9
9351,1169,458,353,2021-2022,1,0.3,4,0.2,2,0.3,1,0.2,5,3,1,2,1.9,6,1,1.9
9352,1867,415,306,2020-2021,4,0.3,1,0.2,5,0.3,4,0.2,5,3,1,2,3.7,9,1,3.7
9353,1801,462,314,2023-2024,1,0.3,5,0.2,2,0.3,4,0.2,1,5,4,2,2.7,3,1,2.7
9354,1091,451,326,2023-2024,2,0.3,5,0.2,5,0.3,3,0.2,4,4,1,3,3.7,5,1,3.7
9355,1696,407,344,2024-2025,1,0.3,5,0.2,1,0.3,1,0.2,1,5,2,1,1.8,6,1,1.8
9356,2035,405,323,2022-2023,5,0.3,2,0.2,3,0.3,1,0.2,4,3,3,1,3.0,9,1,3.0
9357,1536,428,327,2020-2021,5,0.3,3,0.2,1,0.3,2,0.2,4,1,3,1,2.8,2,1,2.8
9358,1902,452,306,2024-2025,5,0.3,5,0.2,5,0.3,1,0.2,1,5,1,3,4.2,9,1,4.2
9359,2069,434,340,2020-2021,5,0.3,2,0.2,4,0.3,4,0.2,2,2,1,4,3.9,7,1,3.899999999999999
9360,1980,456,329,2022-2023,3,0.3,5,0.2,1,0.3,1,0.2,3,1,1,3,2.4,3,1,2.4
9361,1681,458,323,2021-2022,4,0.3,3,0.2,2,0.3,1,0.2,2,5,3,1,2.6,8,1,2.6
9362,1406,475,304,2021-2022,2,0.3,5,0.2,4,0.3,1,0.2,4,4,3,5,3.0,6,1,3.0
9363,1753,427,350,2022-2023,4,0.3,3,0.2,4,0.3,4,0.2,1,3,2,3,3.8,10,1,3.8
9364,1280,464,301,2024-2025,4,0.3,3,0.2,2,0.3,5,0.2,1,2,1,4,3.4,8,1,3.4
9365,2106,412,355,2020-2021,1,0.3,1,0.2,2,0.3,4,0.2,1,1,2,2,1.9,0,1,1.9
9366,1199,452,301,2024-2025,5,0.3,2,0.2,2,0.3,3,0.2,5,1,5,4,3.1,5,1,3.1
9367,1234,452,326,2020-2021,4,0.3,5,0.2,5,0.3,3,0.2,5,1,4,4,4.3,4,1,4.300000000000001
9368,1575,429,351,2024-2025,3,0.3,3,0.2,5,0.3,1,0.2,3,4,1,4,3.2,10,1,3.2
9369,1910,417,328,2020-2021,2,0.3,2,0.2,2,0.3,4,0.2,1,3,3,1,2.4,2,1,2.4
9370,1620,453,323,2022-2023,4,0.3,1,0.2,2,0.3,5,0.2,5,2,1,5,3.0,9,1,3.0
9371,1821,433,356,2024-2025,3,0.3,4,0.2,5,0.3,5,0.2,5,2,2,5,4.2,7,1,4.2
9372,1130,469,303,2021-2022,3,0.3,3,0.2,2,0.3,5,0.2,2,5,3,5,3.1,7,1,3.1
9373,1523,429,347,2021-2022,4,0.3,1,0.2,3,0.3,3,0.2,4,2,4,1,2.9,9,1,2.9
9374,1696,429,350,2023-2024,1,0.3,5,0.2,3,0.3,4,0.2,5,3,4,4,3.0,3,1,3.0
9375,1369,474,302,2020-2021,1,0.3,5,0.2,2,0.3,3,0.2,2,3,5,2,2.5,10,1,2.5
9376,1416,438,326,2020-2021,4,0.3,5,0.2,3,0.3,2,0.2,3,1,2,1,3.5,6,1,3.5
9377,1838,406,306,2020-2021,4,0.3,4,0.2,1,0.3,5,0.2,4,4,3,5,3.3,9,1,3.3
9378,1266,448,355,2023-2024,4,0.3,5,0.2,2,0.3,3,0.2,3,5,2,5,3.4,3,1,3.4
9379,1616,438,341,2022-2023,5,0.3,3,0.2,3,0.3,1,0.2,1,2,5,5,3.2,6,1,3.2
9380,1773,450,339,2020-2021,2,0.3,5,0.2,2,0.3,3,0.2,5,1,3,3,2.8,9,1,2.8
9381,1829,443,315,2021-2022,5,0.3,4,0.2,1,0.3,2,0.2,5,2,1,3,3.0,10,1,3.0
9382,1955,477,352,2020-2021,2,0.3,1,0.2,4,0.3,1,0.2,5,1,3,5,2.2,7,1,2.2
9383,1736,408,333,2021-2022,5,0.3,4,0.2,1,0.3,1,0.2,2,3,3,1,2.8,2,1,2.8
9384,1516,445,318,2020-2021,5,0.3,5,0.2,2,0.3,5,0.2,5,2,2,4,4.1,8,1,4.1
9385,1630,419,357,2022-2023,5,0.3,1,0.2,3,0.3,4,0.2,1,4,3,2,3.4,8,1,3.399999999999999
9386,1729,408,342,2020-2021,2,0.3,1,0.2,2,0.3,5,0.2,4,5,4,4,2.4,7,1,2.4
9387,1658,425,348,2022-2023,3,0.3,3,0.2,1,0.3,1,0.2,4,4,1,2,2.0,6,1,2.0
9388,1140,435,312,2022-2023,4,0.3,2,0.2,2,0.3,4,0.2,4,3,1,3,3.0,1,1,3.0
9389,1648,456,327,2020-2021,4,0.3,2,0.2,2,0.3,5,0.2,3,5,2,3,3.2,10,1,3.2
9390,1701,410,329,2024-2025,2,0.3,4,0.2,3,0.3,5,0.2,2,4,3,4,3.3,7,1,3.3
9391,1534,451,302,2020-2021,2,0.3,1,0.2,4,0.3,1,0.2,4,3,1,5,2.2,6,1,2.2
9392,1318,442,327,2024-2025,3,0.3,1,0.2,1,0.3,1,0.2,2,3,5,4,1.6,2,1,1.6
9393,1971,462,331,2023-2024,4,0.3,5,0.2,2,0.3,5,0.2,3,3,1,2,3.8,3,1,3.8
9394,1706,415,357,2021-2022,3,0.3,4,0.2,1,0.3,3,0.2,4,3,1,2,2.6,8,1,2.6
9395,1701,424,337,2021-2022,2,0.3,4,0.2,3,0.3,4,0.2,4,4,3,4,3.1,2,1,3.1
9396,1530,402,315,2022-2023,4,0.3,3,0.2,3,0.3,3,0.2,5,5,5,2,3.3,9,1,3.3
9397,1675,431,326,2022-2023,4,0.3,3,0.2,5,0.3,3,0.2,2,2,1,5,3.9,4,1,3.9
9398,1533,464,356,2023-2024,4,0.3,1,0.2,3,0.3,3,0.2,3,5,2,5,2.9,10,1,2.9
9399,1789,478,311,2023-2024,1,0.3,1,0.2,5,0.3,4,0.2,1,3,2,5,2.8,8,1,2.8
9400,1129,446,350,2024-2025,3,0.3,2,0.2,5,0.3,4,0.2,2,3,3,2,3.6,0,1,3.6
9401,1492,471,321,2022-2023,2,0.3,5,0.2,5,0.3,4,0.2,3,2,3,1,3.9,2,1,3.9
9402,1618,455,333,2024-2025,5,0.3,3,0.2,5,0.3,1,0.2,4,5,5,5,3.8,0,1,3.8
9403,1523,423,332,2021-2022,5,0.3,4,0.2,4,0.3,2,0.2,3,4,4,1,3.9,1,1,3.9
9404,1397,462,351,2024-2025,3,0.3,4,0.2,5,0.3,4,0.2,1,3,4,1,4.0,6,1,4.0
9405,1775,461,355,2020-2021,2,0.3,1,0.2,4,0.3,2,0.2,2,5,4,2,2.4,1,1,2.4
9406,2166,416,326,2023-2024,3,0.3,1,0.2,2,0.3,1,0.2,4,1,4,2,1.9,4,1,1.9
9407,2183,456,331,2023-2024,4,0.3,5,0.2,5,0.3,5,0.2,2,1,5,2,4.7,2,1,4.7
9408,1258,433,332,2023-2024,3,0.3,4,0.2,5,0.3,2,0.2,5,4,4,1,3.6,10,1,3.6
9409,1189,435,334,2024-2025,4,0.3,1,0.2,4,0.3,4,0.2,3,4,5,2,3.4,5,1,3.399999999999999
9410,1394,441,310,2024-2025,4,0.3,5,0.2,3,0.3,2,0.2,5,1,1,5,3.5,3,1,3.5
9411,1490,433,322,2022-2023,3,0.3,1,0.2,2,0.3,4,0.2,2,3,4,1,2.5,1,1,2.5
9412,1371,409,336,2020-2021,3,0.3,3,0.2,5,0.3,2,0.2,5,3,1,4,3.4,1,1,3.4
9413,1891,459,331,2023-2024,5,0.3,1,0.2,4,0.3,1,0.2,5,2,1,2,3.1,1,1,3.1
9414,2134,426,313,2023-2024,4,0.3,3,0.2,3,0.3,2,0.2,3,2,3,3,3.1,0,1,3.1
9415,1359,412,303,2020-2021,2,0.3,3,0.2,2,0.3,2,0.2,2,3,3,4,2.2,7,1,2.2
9416,2187,476,343,2024-2025,3,0.3,5,0.2,1,0.3,3,0.2,3,5,4,4,2.8,0,1,2.8
9417,1739,455,335,2021-2022,2,0.3,1,0.2,4,0.3,1,0.2,3,5,2,2,2.2,0,1,2.2
9418,1628,448,325,2021-2022,1,0.3,3,0.2,2,0.3,3,0.2,4,4,5,5,2.1,8,1,2.1
9419,1482,454,341,2022-2023,2,0.3,4,0.2,5,0.3,4,0.2,3,3,5,5,3.7,1,1,3.7
9420,1845,458,349,2021-2022,1,0.3,4,0.2,2,0.3,2,0.2,5,2,1,4,2.1,0,1,2.1
9421,1301,479,340,2021-2022,3,0.3,2,0.2,5,0.3,3,0.2,1,1,5,2,3.4,4,1,3.4
9422,1103,456,339,2023-2024,4,0.3,3,0.2,2,0.3,3,0.2,5,2,1,5,3.0,9,1,3.0
9423,1244,413,309,2020-2021,2,0.3,5,0.2,4,0.3,2,0.2,2,5,2,5,3.2,9,1,3.2
9424,1084,414,324,2020-2021,5,0.3,2,0.2,5,0.3,5,0.2,3,5,3,3,4.4,7,1,4.4
9425,1125,450,333,2020-2021,4,0.3,1,0.2,4,0.3,5,0.2,2,1,3,1,3.6,0,1,3.6
9426,1035,411,352,2021-2022,3,0.3,3,0.2,4,0.3,5,0.2,1,3,2,2,3.7,6,1,3.7
9427,1402,424,307,2020-2021,1,0.3,3,0.2,4,0.3,3,0.2,1,3,3,5,2.7,5,1,2.7
9428,1168,461,339,2020-2021,5,0.3,5,0.2,2,0.3,5,0.2,5,4,5,1,4.1,9,1,4.1
9429,1135,463,342,2023-2024,1,0.3,2,0.2,4,0.3,3,0.2,3,5,2,1,2.5,5,1,2.5
9430,1815,404,358,2024-2025,5,0.3,3,0.2,5,0.3,2,0.2,1,1,4,5,4.0,0,1,4.0
9431,1853,403,340,2023-2024,1,0.3,1,0.2,3,0.3,2,0.2,3,2,5,3,1.8,5,1,1.8
9432,1426,417,304,2020-2021,2,0.3,3,0.2,5,0.3,4,0.2,5,4,1,1,3.5,5,1,3.5
9433,1735,429,312,2022-2023,2,0.3,3,0.2,2,0.3,1,0.2,4,2,3,5,2.0,8,1,2.0
9434,2015,406,317,2023-2024,5,0.3,5,0.2,1,0.3,3,0.2,3,5,3,3,3.4,5,1,3.4
9435,1334,437,303,2022-2023,1,0.3,4,0.2,5,0.3,2,0.2,4,3,1,1,3.0,10,1,3.0
9436,2161,413,341,2020-2021,5,0.3,2,0.2,3,0.3,2,0.2,2,5,5,1,3.2,6,1,3.2
9437,1738,420,305,2024-2025,4,0.3,4,0.2,4,0.3,1,0.2,3,5,4,5,3.4,0,1,3.4
9438,1296,476,301,2020-2021,3,0.3,2,0.2,5,0.3,3,0.2,5,5,5,2,3.4,5,1,3.4
9439,1410,478,346,2024-2025,5,0.3,3,0.2,4,0.3,5,0.2,1,2,4,1,4.3,3,1,4.3
9440,1315,407,324,2024-2025,4,0.3,4,0.2,2,0.3,1,0.2,5,4,5,3,2.8,8,1,2.8
9441,1517,467,330,2024-2025,3,0.3,2,0.2,1,0.3,4,0.2,1,2,3,1,2.4,9,1,2.4
9442,1655,408,348,2020-2021,3,0.3,1,0.2,3,0.3,1,0.2,5,1,2,4,2.2,1,1,2.2
9443,1566,466,353,2022-2023,4,0.3,1,0.2,1,0.3,1,0.2,3,1,2,2,1.9,10,1,1.9
9444,2194,437,344,2022-2023,3,0.3,5,0.2,1,0.3,1,0.2,2,3,3,2,2.4,9,1,2.4
9445,1884,411,318,2022-2023,4,0.3,2,0.2,3,0.3,3,0.2,1,2,5,5,3.1,7,1,3.1
9446,1391,417,308,2022-2023,1,0.3,1,0.2,1,0.3,5,0.2,2,5,3,1,1.8,7,1,1.8
9447,1631,466,315,2021-2022,4,0.3,1,0.2,1,0.3,1,0.2,3,1,5,4,1.9,5,1,1.9
9448,1253,450,353,2023-2024,2,0.3,4,0.2,1,0.3,2,0.2,5,3,5,1,2.1,10,1,2.1
9449,1338,427,315,2020-2021,1,0.3,1,0.2,1,0.3,1,0.2,1,4,4,5,1.0,6,1,1.0
9450,1504,424,315,2024-2025,3,0.3,3,0.2,4,0.3,4,0.2,2,4,5,3,3.5,1,1,3.5
9451,1806,422,312,2024-2025,3,0.3,2,0.2,3,0.3,3,0.2,1,4,3,5,2.8,10,1,2.8
9452,2171,402,322,2024-2025,1,0.3,3,0.2,2,0.3,5,0.2,3,1,5,3,2.5,2,1,2.5
9453,1474,451,310,2022-2023,5,0.3,1,0.2,4,0.3,5,0.2,4,4,2,1,3.9,0,1,3.9
9454,1588,416,304,2022-2023,5,0.3,4,0.2,2,0.3,4,0.2,5,1,3,4,3.7,9,1,3.7
9455,1689,412,336,2022-2023,5,0.3,1,0.2,3,0.3,3,0.2,5,3,3,2,3.2,9,1,3.2
9456,1288,418,307,2023-2024,4,0.3,3,0.2,2,0.3,3,0.2,2,2,5,3,3.0,2,1,3.0
9457,2161,469,304,2021-2022,3,0.3,5,0.2,4,0.3,2,0.2,1,2,5,1,3.5,10,1,3.5
9458,1218,432,347,2022-2023,4,0.3,2,0.2,4,0.3,3,0.2,2,1,3,3,3.4,7,1,3.4
