id_charge,id_etudiant,semaine,heures_cours,heures_devoirs,heures_projets,heures_temps_mort,charge_totale
15435,1660,2023-S27,19.2,8.9,1.7,2.2,32.0
15436,1660,2023-S28,11.8,9.9,2.8,2.6,27.1
15437,1660,2023-S29,19.0,2.4,4.3,4.2,29.9
15438,1660,2023-S30,10.2,6.4,1.3,2.7,20.6
15439,1660,2023-S31,15.1,6.7,4.7,3.7,30.2
15440,1660,2023-S32,24.4,7.1,5.2,3.7,40.4
15441,1660,2023-S33,12.2,3.4,2.1,2.3,20.0
15442,1660,2023-S34,15.0,7.9,4.2,1.8,28.9
15443,1957,2023-S01,24.3,7.8,1.1,1.6,34.8
15444,1957,2023-S02,18.4,9.2,5.7,4.7,38.0
15445,1957,2023-S03,14.2,2.4,5.5,3.1,25.2
15446,1957,2023-S04,24.3,8.5,4.0,4.9,41.7
15447,1957,2023-S05,20.8,6.2,5.2,1.2,33.4
15448,1957,2023-S06,12.2,8.0,3.4,4.2,27.8
15449,1957,2023-S07,10.6,4.6,2.5,4.0,21.7
15450,1957,2023-S08,16.2,9.5,1.5,3.1,30.3
15451,1957,2023-S09,17.4,4.5,1.7,3.9,27.5
15452,1957,2023-S10,19.5,6.0,2.4,1.4,29.3
15453,1957,2023-S11,21.3,7.2,5.2,2.5,36.2
15454,1957,2023-S12,23.4,5.6,3.5,2.7,35.2
15455,1957,2023-S13,14.6,5.0,2.2,4.1,25.9
15456,1957,2023-S14,12.7,4.4,5.0,3.3,25.4
15457,1957,2023-S15,14.7,8.8,4.6,1.2,29.3
15458,1957,2023-S16,14.2,3.6,2.8,4.0,24.6
15459,1957,2023-S17,11.2,10.0,4.6,4.4,30.2
15460,1957,2023-S18,10.8,7.1,4.5,1.6,24.0
15461,1957,2023-S19,20.2,9.8,5.5,2.7,38.2
15462,1957,2023-S20,23.1,6.9,3.1,1.5,34.6
15463,1957,2023-S21,13.4,4.2,4.6,4.0,26.2
15464,1957,2023-S22,23.4,8.3,6.0,1.3,39.0
15465,1957,2023-S23,14.5,7.4,1.2,3.4,26.5
15466,1957,2023-S24,24.2,4.9,4.6,4.7,38.4
15467,1957,2023-S25,15.7,4.4,4.1,3.6,27.8
15468,1957,2023-S26,24.5,9.3,4.5,4.4,42.7
15469,1957,2023-S27,13.3,7.4,3.7,4.0,28.4
15470,1957,2023-S28,17.2,9.9,1.9,1.7,30.7
15471,1957,2023-S29,17.6,5.4,1.1,2.0,26.1
15472,1957,2023-S30,14.6,5.8,1.4,2.5,24.3
15473,1957,2023-S31,14.4,2.5,5.5,1.2,23.6
15474,1957,2023-S32,10.6,2.4,5.6,1.6,20.2
15475,1957,2023-S33,21.0,8.1,4.6,2.3,36.0
15476,1957,2023-S34,20.5,7.1,1.5,1.7,30.8
15477,2099,2023-S01,10.5,3.7,1.4,1.3,16.9
15478,2099,2023-S02,12.7,7.6,1.8,4.1,26.2
15479,2099,2023-S03,18.7,4.7,5.7,1.9,31.0
15480,2099,2023-S04,12.0,9.9,1.6,4.5,28.0
15481,2099,2023-S05,16.2,7.6,5.8,1.2,30.8
15482,2099,2023-S06,18.4,4.6,3.1,4.0,30.1
15483,2099,2023-S07,21.4,8.7,4.8,1.0,35.9
15484,2099,2023-S08,12.3,6.4,5.0,1.3,25.0
15485,2099,2023-S09,22.5,7.7,4.2,1.1,35.5
15486,2099,2023-S10,15.4,3.2,2.9,1.4,22.9
15487,2099,2023-S11,22.8,5.0,5.0,3.9,36.7
15488,2099,2023-S12,17.0,9.4,3.2,4.6,34.2
15489,2099,2023-S13,19.7,2.5,1.3,4.7,28.2
15490,2099,2023-S14,12.0,6.2,3.4,2.2,23.8
15491,2099,2023-S15,16.5,9.5,1.1,4.8,31.9
15492,2099,2023-S16,19.3,7.7,2.3,3.5,32.8
15493,2099,2023-S17,14.8,5.0,2.7,4.5,27.0
15494,2099,2023-S18,24.5,7.9,5.8,4.3,42.5
15495,2099,2023-S19,21.0,5.1,6.0,4.5,36.6
15496,2099,2023-S20,17.3,8.5,3.8,1.4,31.0
15497,2099,2023-S21,12.5,2.6,2.3,3.1,20.5
15498,2099,2023-S22,24.2,5.3,3.5,1.7,34.7
15499,2099,2023-S23,14.8,4.1,3.7,4.0,26.6
15500,2099,2023-S24,24.4,7.6,4.7,4.1,40.8
15501,2099,2023-S25,23.9,5.6,5.1,4.7,39.3
15502,2099,2023-S26,22.8,4.8,5.0,3.0,35.6
15503,2099,2023-S27,22.3,4.8,1.7,3.8,32.6
15504,2099,2023-S28,14.3,9.7,5.4,4.2,33.6
15505,2099,2023-S29,19.3,2.3,5.7,3.2,30.5
15506,2099,2023-S30,20.6,5.4,4.6,3.4,34.0
15507,2099,2023-S31,16.2,6.9,2.2,3.9,29.2
15508,2099,2023-S32,20.9,9.1,4.2,1.4,35.6
15509,2099,2023-S33,15.7,4.6,1.5,4.6,26.4
15510,2099,2023-S34,10.1,6.0,4.1,4.4,24.6
15511,1044,2023-S01,20.3,3.0,1.8,1.0,26.1
15512,1044,2023-S02,16.3,6.9,3.6,2.5,29.3
15513,1044,2023-S03,10.7,7.7,3.3,3.7,25.4
15514,1044,2023-S04,16.7,2.7,2.8,4.6,26.8
15515,1044,2023-S05,15.8,10.0,1.9,3.7,31.4
15516,1044,2023-S06,17.5,4.5,3.0,5.0,30.0
15517,1044,2023-S07,19.3,7.9,5.2,2.8,35.2
15518,1044,2023-S08,21.9,7.0,4.5,5.0,38.4
15519,1044,2023-S09,21.0,6.6,1.6,3.9,33.1
15520,1044,2023-S10,23.9,2.2,2.6,3.5,32.2
15521,1044,2023-S11,24.8,4.9,1.1,1.9,32.7
15522,1044,2023-S12,11.9,8.7,5.2,4.1,29.9
15523,1044,2023-S13,12.0,7.6,4.7,1.2,25.5
15524,1044,2023-S14,11.5,8.8,1.1,2.9,24.3
15525,1044,2023-S15,10.5,3.8,5.2,1.6,21.1
15526,1044,2023-S16,16.2,9.4,3.1,3.5,32.2
15527,1044,2023-S17,16.3,7.2,5.6,2.8,31.9
15528,1044,2023-S18,10.1,9.5,1.4,3.0,24.0
15529,1044,2023-S19,24.8,7.0,5.7,1.0,38.5
15530,1044,2023-S20,19.8,9.2,4.1,2.7,35.8
15531,1044,2023-S21,12.6,4.3,5.9,2.4,25.2
15532,1044,2023-S22,11.7,8.8,3.2,4.8,28.5
15533,1044,2023-S23,13.9,9.9,5.0,1.4,30.2
15534,1044,2023-S24,22.1,2.6,1.3,1.9,27.9
15535,1044,2023-S25,19.4,4.7,3.5,3.5,31.1
15536,1044,2023-S26,15.0,6.3,4.3,4.9,30.5
15537,1044,2023-S27,19.7,4.5,4.0,2.1,30.3
15538,1044,2023-S28,19.4,4.3,2.9,2.7,29.3
15539,1044,2023-S29,16.0,6.5,2.7,3.3,28.5
15540,1044,2023-S30,22.9,7.5,1.9,2.6,34.9
15541,1044,2023-S31,13.1,9.5,4.3,4.7,31.6
15542,1044,2023-S32,13.5,9.9,1.4,1.3,26.1
15543,1044,2023-S33,15.5,4.8,2.3,1.4,24.0
15544,1044,2023-S34,16.0,9.5,3.2,4.4,33.1
15545,1020,2023-S01,13.2,3.8,5.8,2.4,25.2
15546,1020,2023-S02,10.9,7.8,3.8,2.5,25.0
15547,1020,2023-S03,14.1,3.1,5.3,3.2,25.7
15548,1020,2023-S04,16.8,4.7,4.8,4.9,31.2
15549,1020,2023-S05,13.7,7.0,1.2,3.3,25.2
15550,1020,2023-S06,19.5,9.1,1.8,4.4,34.8
15551,1020,2023-S07,11.1,5.8,1.6,2.4,20.9
15552,1020,2023-S08,12.9,9.5,2.2,3.8,28.4
15553,1020,2023-S09,21.9,9.6,4.9,1.4,37.8
15554,1020,2023-S10,12.0,8.1,5.0,3.3,28.4
15555,1020,2023-S11,19.4,8.6,4.7,4.5,37.2
15556,1020,2023-S12,16.3,6.6,3.5,2.9,29.3
15557,1020,2023-S13,23.0,7.0,2.8,1.9,34.7
15558,1020,2023-S14,10.4,3.9,5.2,3.2,22.7
15559,1020,2023-S15,21.5,6.2,4.8,1.8,34.3
15560,1020,2023-S16,18.9,2.8,2.1,3.7,27.5
15561,1020,2023-S17,17.1,4.8,4.8,2.2,28.9
15562,1020,2023-S18,13.7,9.6,3.4,3.4,30.1
15563,1020,2023-S19,13.8,3.2,2.8,1.8,21.6
15564,1020,2023-S20,21.6,2.5,1.1,1.8,27.0
15565,1020,2023-S21,12.3,8.2,6.0,2.2,28.7
15566,1020,2023-S22,12.0,3.5,5.6,2.2,23.3
15567,1020,2023-S23,22.6,2.5,1.7,3.9,30.7
15568,1020,2023-S24,11.5,4.0,2.3,1.6,19.4
15569,1020,2023-S25,15.5,3.1,1.7,1.3,21.6
15570,1020,2023-S26,19.4,9.8,1.0,2.2,32.4
15571,1020,2023-S27,11.2,2.8,4.4,2.5,20.9
15572,1020,2023-S28,19.1,7.4,3.4,4.3,34.2
15573,1020,2023-S29,24.8,7.1,5.4,2.3,39.6
15574,1020,2023-S30,17.8,8.1,4.8,4.0,34.7
15575,1020,2023-S31,23.6,5.5,5.0,4.4,38.5
15576,1020,2023-S32,20.4,9.2,5.3,4.2,39.1
15577,1020,2023-S33,10.4,6.6,3.9,1.9,22.8
15578,1020,2023-S34,16.3,7.9,1.2,2.9,28.3
15579,2187,2023-S01,11.1,4.9,1.4,4.4,21.8
15580,2187,2023-S02,19.7,9.1,6.0,4.9,39.7
15581,2187,2023-S03,14.2,8.4,1.3,2.3,26.2
15582,2187,2023-S04,20.3,4.0,1.5,4.8,30.6
15583,2187,2023-S05,12.4,3.3,5.1,2.2,23.0
15584,2187,2023-S06,24.5,3.8,3.2,2.2,33.7
15585,2187,2023-S07,14.6,7.5,4.4,4.5,31.0
15586,2187,2023-S08,23.2,3.8,3.9,1.8,32.7
15587,2187,2023-S09,17.2,7.2,5.8,3.3,33.5
15588,2187,2023-S10,12.7,9.2,1.8,2.3,26.0
15589,2187,2023-S11,20.9,5.8,2.5,1.7,30.9
15590,2187,2023-S12,19.6,8.1,1.3,2.2,31.2
15591,2187,2023-S13,13.8,8.1,1.6,2.4,25.9
15592,2187,2023-S14,14.3,7.4,1.7,1.2,24.6
15593,2187,2023-S15,15.1,6.0,2.8,2.4,26.3
15594,2187,2023-S16,18.1,4.7,3.9,1.4,28.1
15595,2187,2023-S17,23.5,7.1,3.8,4.7,39.1
15596,2187,2023-S18,13.3,4.1,3.3,4.7,25.4
15597,2187,2023-S19,14.1,6.9,2.7,4.5,28.2
15598,2187,2023-S20,18.3,3.7,4.0,4.1,30.1
15599,2187,2023-S21,11.6,8.0,5.0,1.3,25.9
15600,2187,2023-S22,23.1,8.4,5.1,1.6,38.2
15601,2187,2023-S23,22.5,2.7,1.9,4.4,31.5
15602,2187,2023-S24,21.5,2.8,5.6,4.0,33.9
15603,2187,2023-S25,24.4,9.1,3.1,2.4,39.0
15604,2187,2023-S26,11.4,8.3,3.3,4.4,27.4
15605,2187,2023-S27,11.5,2.2,5.0,3.6,22.3
15606,2187,2023-S28,17.8,8.5,2.1,1.4,29.8
15607,2187,2023-S29,16.6,9.5,1.7,3.0,30.8
15608,2187,2023-S30,10.0,2.4,3.2,4.2,19.8
15609,2187,2023-S31,21.4,6.9,3.7,3.6,35.6
15610,2187,2023-S32,17.2,9.2,2.8,3.1,32.3
15611,2187,2023-S33,10.6,8.3,5.4,4.2,28.5
15612,2187,2023-S34,23.2,2.5,5.7,2.6,34.0
15613,2150,2023-S01,15.0,9.6,1.4,4.4,30.4
15614,2150,2023-S02,19.3,9.6,2.9,1.6,33.4
15615,2150,2023-S03,23.1,8.2,5.7,4.9,41.9
15616,2150,2023-S04,15.8,8.2,3.9,2.1,30.0
15617,2150,2023-S05,20.2,5.4,2.8,4.7,33.1
15618,2150,2023-S06,18.4,8.9,1.1,2.2,30.6
15619,2150,2023-S07,18.4,4.9,3.3,1.8,28.4
15620,2150,2023-S08,15.5,6.8,3.0,3.6,28.9
15621,2150,2023-S09,19.3,2.5,3.4,2.9,28.1
15622,2150,2023-S10,16.2,3.0,1.9,4.7,25.8
15623,2150,2023-S11,10.6,6.9,3.0,1.6,22.1
15624,2150,2023-S12,24.8,9.1,2.7,1.1,37.7
15625,2150,2023-S13,10.2,3.1,1.2,4.4,18.9
15626,2150,2023-S14,14.3,5.8,5.7,3.1,28.9
15627,2150,2023-S15,12.4,3.2,1.6,2.2,19.4
15628,2150,2023-S16,14.8,6.9,5.4,3.0,30.1
15629,2150,2023-S17,23.2,6.0,3.5,3.6,36.3
15630,2150,2023-S18,17.3,4.2,6.0,1.9,29.4
15631,2150,2023-S19,15.9,5.8,4.5,2.8,29.0
15632,2150,2023-S20,23.6,7.4,5.4,4.6,41.0
15633,2150,2023-S21,22.3,5.5,5.1,4.7,37.6
15634,2150,2023-S22,22.3,6.4,1.2,2.6,32.5
15635,2150,2023-S23,23.2,7.7,3.9,3.3,38.1
15636,2150,2023-S24,13.8,5.2,2.8,1.1,22.9
15637,2150,2023-S25,12.8,9.9,3.4,1.6,27.7
15638,2150,2023-S26,12.6,7.1,2.4,4.6,26.7
15639,2150,2023-S27,21.1,9.5,5.6,1.9,38.1
15640,2150,2023-S28,10.7,3.2,1.7,2.5,18.1
15641,2150,2023-S29,13.5,4.5,1.4,3.2,22.6
15642,2150,2023-S30,17.1,5.9,5.7,2.2,30.9
15643,2150,2023-S31,18.6,6.5,1.6,3.1,29.8
15644,2150,2023-S32,15.7,8.1,1.0,3.3,28.1
15645,2150,2023-S33,17.9,9.8,5.6,4.0,37.3
15646,2150,2023-S34,18.8,3.5,1.1,3.4,26.8
15647,1787,2023-S01,14.3,7.8,4.8,1.3,28.2
15648,1787,2023-S02,22.5,9.6,2.8,1.5,36.4
15649,1787,2023-S03,15.0,7.7,4.0,1.3,28.0
15650,1787,2023-S04,12.7,9.7,2.8,1.6,26.8
15651,1787,2023-S05,14.8,9.2,4.8,1.8,30.6
15652,1787,2023-S06,18.2,7.5,3.3,1.8,30.8
15653,1787,2023-S07,21.0,9.0,1.3,1.7,33.0
15654,1787,2023-S08,24.4,5.8,5.8,4.8,40.8
15655,1787,2023-S09,13.7,9.1,1.6,3.6,28.0
15656,1787,2023-S10,23.1,6.0,2.0,2.6,33.7
15657,1787,2023-S11,10.6,7.7,4.1,3.0,25.4
15658,1787,2023-S12,15.2,7.9,3.1,4.9,31.1
15659,1787,2023-S13,13.4,7.0,1.1,3.0,24.5
15660,1787,2023-S14,19.3,6.2,2.2,1.5,29.2
15661,1787,2023-S15,18.2,7.2,5.7,2.8,33.9
15662,1787,2023-S16,23.7,2.1,5.7,1.2,32.7
15663,1787,2023-S17,18.9,7.7,3.3,4.8,34.7
15664,1787,2023-S18,18.0,6.1,1.1,3.7,28.9
15665,1787,2023-S19,20.1,7.1,2.7,4.4,34.3
15666,1787,2023-S20,13.5,6.7,5.4,2.1,27.7
15667,1787,2023-S21,18.5,5.6,2.0,1.1,27.2
15668,1787,2023-S22,13.8,8.4,3.7,2.6,28.5
15669,1787,2023-S23,13.1,9.8,2.5,4.4,29.8
15670,1787,2023-S24,10.9,9.8,3.3,3.8,27.8
15671,1787,2023-S25,11.5,5.6,5.2,2.0,24.3
15672,1787,2023-S26,11.8,5.4,5.3,2.3,24.8
15673,1787,2023-S27,17.7,6.9,3.5,1.9,30.0
15674,1787,2023-S28,19.0,5.3,1.7,1.1,27.1
15675,1787,2023-S29,19.4,4.3,4.2,3.1,31.0
15676,1787,2023-S30,21.4,4.9,5.2,2.0,33.5
15677,1787,2023-S31,23.5,6.3,5.5,1.9,37.2
15678,1787,2023-S32,16.0,3.4,1.2,1.9,22.5
15679,1787,2023-S33,12.1,8.6,2.5,3.0,26.2
15680,1787,2023-S34,10.9,7.3,4.3,1.5,24.0
15681,1239,2023-S01,19.2,4.9,1.4,1.2,26.7
15682,1239,2023-S02,14.5,4.9,5.7,1.1,26.2
15683,1239,2023-S03,10.1,4.8,5.3,3.6,23.8
15684,1239,2023-S04,24.3,9.3,4.2,4.5,42.3
15685,1239,2023-S05,22.8,3.6,4.4,4.3,35.1
15686,1239,2023-S06,12.3,3.9,4.6,4.8,25.6
15687,1239,2023-S07,13.1,6.0,5.3,1.9,26.3
15688,1239,2023-S08,17.5,8.7,3.0,2.0,31.2
15689,1239,2023-S09,20.9,4.2,4.7,1.4,31.2
15690,1239,2023-S10,19.5,4.8,5.0,3.4,32.7
15691,1239,2023-S11,18.0,7.3,5.2,1.7,32.2
15692,1239,2023-S12,12.8,8.6,4.4,4.9,30.7
15693,1239,2023-S13,22.4,2.4,4.6,3.4,32.8
15694,1239,2023-S14,20.2,7.4,3.0,4.6,35.2
15695,1239,2023-S15,11.2,2.7,5.5,4.4,23.8
15696,1239,2023-S16,20.9,4.8,6.0,5.0,36.7
15697,1239,2023-S17,22.1,8.5,1.3,2.8,34.7
15698,1239,2023-S18,16.2,5.7,3.4,4.8,30.1
15699,1239,2023-S19,12.5,7.5,3.6,2.0,25.6
15700,1239,2023-S20,12.0,4.2,2.9,1.6,20.7
15701,1239,2023-S21,12.2,7.9,4.3,1.3,25.7
15702,1239,2023-S22,17.2,6.0,1.5,2.6,27.3
15703,1239,2023-S23,22.0,7.8,5.8,2.9,38.5
15704,1239,2023-S24,15.4,5.5,3.2,1.1,25.2
15705,1239,2023-S25,16.4,2.5,2.3,1.5,22.7
15706,1239,2023-S26,13.3,4.5,4.4,1.3,23.5
15707,1239,2023-S27,12.8,9.3,2.9,1.5,26.5
15708,1239,2023-S28,22.8,9.0,5.9,4.0,41.7
15709,1239,2023-S29,15.8,4.3,2.7,3.0,25.8
15710,1239,2023-S30,10.1,7.5,2.3,1.3,21.2
15711,1239,2023-S31,11.9,4.2,2.8,2.5,21.4
15712,1239,2023-S32,24.8,4.5,3.0,2.0,34.3
15713,1239,2023-S33,17.0,7.0,2.1,3.0,29.1
15714,1239,2023-S34,17.1,8.5,5.1,4.2,34.9
15715,1879,2023-S01,12.7,3.8,4.8,4.4,25.7
15716,1879,2023-S02,20.7,9.8,3.2,1.1,34.8
15717,1879,2023-S03,18.3,8.6,2.0,2.2,31.1
15718,1879,2023-S04,12.2,7.5,1.3,1.2,22.2
15719,1879,2023-S05,12.9,7.7,3.5,4.4,28.5
15720,1879,2023-S06,20.2,3.0,2.9,4.0,30.1
15721,1879,2023-S07,15.3,3.1,3.8,3.5,25.7
15722,1879,2023-S08,22.9,9.0,3.5,1.5,36.9
15723,1879,2023-S09,10.2,2.8,1.5,3.2,17.7
15724,1879,2023-S10,24.4,4.5,5.7,4.3,38.9
15725,1879,2023-S11,11.6,10.0,5.4,1.3,28.3
15726,1879,2023-S12,12.0,3.0,4.0,3.8,22.8
15727,1879,2023-S13,10.1,7.5,1.2,4.1,22.9
15728,1879,2023-S14,20.9,8.2,2.9,2.1,34.1
15729,1879,2023-S15,16.3,7.6,3.3,3.0,30.2
15730,1879,2023-S16,12.9,6.6,2.0,2.7,24.2
15731,1879,2023-S17,13.5,6.8,2.1,4.4,26.8
15732,1879,2023-S18,18.2,4.9,3.2,3.3,29.6
15733,1879,2023-S19,18.1,5.5,5.9,3.0,32.5
15734,1879,2023-S20,17.4,2.9,2.7,2.2,25.2
15735,1879,2023-S21,18.6,5.0,2.2,1.6,27.4
15736,1879,2023-S22,13.9,5.1,2.9,1.4,23.3
15737,1879,2023-S23,18.0,7.1,2.6,3.1,30.8
15738,1879,2023-S24,19.2,2.0,4.1,3.8,29.1
15739,1879,2023-S25,19.7,3.3,2.0,1.8,26.8
15740,1879,2023-S26,19.0,5.4,1.1,2.1,27.6
15741,1879,2023-S27,12.0,2.2,5.0,2.4,21.6
15742,1879,2023-S28,11.1,8.1,3.7,1.2,24.1
15743,1879,2023-S29,19.9,8.6,5.9,2.0,36.4
15744,1879,2023-S30,13.1,7.0,2.4,2.9,25.4
15745,1879,2023-S31,15.1,3.3,3.8,4.8,27.0
15746,1879,2023-S32,23.0,6.9,5.6,3.8,39.3
15747,1879,2023-S33,16.0,5.8,5.1,3.5,30.4
15748,1879,2023-S34,12.8,8.0,3.8,4.1,28.7
15749,1002,2023-S01,22.6,2.8,3.7,4.1,33.2
15750,1002,2023-S02,15.5,8.9,2.3,2.8,29.5
15751,1002,2023-S03,21.9,4.3,1.4,1.1,28.7
15752,1002,2023-S04,24.0,7.5,2.8,2.8,37.1
15753,1002,2023-S05,13.2,5.2,5.8,4.0,28.2
15754,1002,2023-S06,23.2,9.0,3.2,2.8,38.2
15755,1002,2023-S07,20.3,8.5,3.4,1.4,33.6
15756,1002,2023-S08,14.9,7.5,2.4,1.6,26.4
15757,1002,2023-S09,20.0,9.6,4.1,1.2,34.9
15758,1002,2023-S10,24.4,7.8,2.8,2.9,37.9
15759,1002,2023-S11,23.2,8.5,1.8,4.5,38.0
15760,1002,2023-S12,23.2,7.8,4.5,2.7,38.2
15761,1002,2023-S13,18.2,6.2,4.9,1.2,30.5
15762,1002,2023-S14,18.6,4.2,2.6,3.9,29.3
15763,1002,2023-S15,24.2,8.7,1.9,1.4,36.2
15764,1002,2023-S16,17.0,5.3,4.5,1.7,28.5
15765,1002,2023-S17,21.8,4.2,4.3,2.0,32.3
15766,1002,2023-S18,11.2,2.6,2.1,1.0,16.9
15767,1002,2023-S19,19.2,3.2,3.5,1.2,27.1
15768,1002,2023-S20,16.7,9.2,3.0,1.2,30.1
15769,1002,2023-S21,24.5,7.2,4.8,1.6,38.1
15770,1002,2023-S22,11.9,9.7,2.4,4.7,28.7
15771,1002,2023-S23,22.4,6.7,4.8,2.7,36.6
15772,1002,2023-S24,13.9,2.1,1.3,1.6,18.9
15773,1002,2023-S25,18.9,9.2,2.8,2.7,33.6
15774,1002,2023-S26,15.2,8.5,2.7,3.5,29.9
15775,1002,2023-S27,24.2,9.5,3.0,3.7,40.4
15776,1002,2023-S28,11.8,3.3,5.3,1.0,21.4
15777,1002,2023-S29,23.1,5.4,2.6,2.3,33.4
15778,1002,2023-S30,24.0,2.4,4.3,1.1,31.8
15779,1002,2023-S31,22.0,4.2,4.1,3.4,33.7
15780,1002,2023-S32,18.0,3.3,4.3,4.4,30.0
15781,1002,2023-S33,17.1,9.2,4.0,1.9,32.2
15782,1002,2023-S34,15.3,7.2,1.9,1.7,26.1
15783,1128,2023-S01,18.4,4.0,5.5,1.5,29.4
15784,1128,2023-S02,20.3,6.4,1.1,4.0,31.8
15785,1128,2023-S03,10.9,5.2,3.4,4.8,24.3
15786,1128,2023-S04,20.3,9.6,3.7,3.1,36.7
15787,1128,2023-S05,18.8,3.9,2.1,3.7,28.5
15788,1128,2023-S06,22.7,7.8,4.8,1.8,37.1
15789,1128,2023-S07,19.4,9.5,3.5,3.8,36.2
15790,1128,2023-S08,12.0,6.5,1.3,1.9,21.7
15791,1128,2023-S09,17.6,8.0,5.3,3.2,34.1
15792,1128,2023-S10,17.9,8.3,2.3,3.5,32.0
15793,1128,2023-S11,24.4,2.7,2.0,1.5,30.6
15794,1128,2023-S12,19.8,3.8,2.2,1.8,27.6
15795,1128,2023-S13,11.5,9.3,1.3,2.7,24.8
15796,1128,2023-S14,12.1,8.7,2.5,1.1,24.4
15797,1128,2023-S15,15.5,8.9,4.6,4.0,33.0
15798,1128,2023-S16,21.2,7.3,5.7,3.2,37.4
15799,1128,2023-S17,19.2,3.9,5.8,1.8,30.7
15800,1128,2023-S18,20.2,5.9,4.3,1.9,32.3
15801,1128,2023-S19,21.2,2.5,5.2,3.2,32.1
15802,1128,2023-S20,19.2,8.7,3.9,3.1,34.9
15803,1128,2023-S21,20.4,6.5,3.5,2.1,32.5
15804,1128,2023-S22,17.8,2.1,5.7,2.3,27.9
15805,1128,2023-S23,15.2,5.3,2.4,2.2,25.1
15806,1128,2023-S24,22.7,9.0,3.3,1.2,36.2
15807,1128,2023-S25,16.2,5.1,3.3,2.1,26.7
15808,1128,2023-S26,17.9,2.5,5.2,3.1,28.7
15809,1128,2023-S27,19.4,9.7,5.6,3.2,37.9
15810,1128,2023-S28,24.6,2.9,1.7,2.2,31.4
15811,1128,2023-S29,19.4,5.5,2.1,3.5,30.5
15812,1128,2023-S30,16.8,8.2,3.9,2.0,30.9
15813,1128,2023-S31,10.3,4.0,3.2,1.2,18.7
15814,1128,2023-S32,13.7,2.1,6.0,2.7,24.5
15815,1128,2023-S33,10.2,4.2,1.5,4.6,20.5
15816,1128,2023-S34,21.1,6.8,3.3,4.1,35.3
15817,2067,2023-S01,16.8,9.2,4.4,1.9,32.3
15818,2067,2023-S02,10.3,2.4,1.9,4.0,18.6
15819,2067,2023-S03,24.7,9.6,1.8,4.5,40.6
15820,2067,2023-S04,23.6,4.9,3.6,1.3,33.4
15821,2067,2023-S05,18.5,4.0,1.6,1.3,25.4
15822,2067,2023-S06,13.3,7.6,3.5,3.5,27.9
15823,2067,2023-S07,23.7,2.5,3.0,4.5,33.7
15824,2067,2023-S08,23.2,2.1,5.0,1.3,31.6
15825,2067,2023-S09,21.3,4.6,5.9,1.6,33.4
15826,2067,2023-S10,13.8,9.4,3.8,4.0,31.0
15827,2067,2023-S11,24.3,7.1,2.8,4.2,38.4
15828,2067,2023-S12,20.9,6.5,3.5,3.6,34.5
15829,2067,2023-S13,19.4,9.8,2.7,3.9,35.8
15830,2067,2023-S14,14.6,4.9,2.5,4.4,26.4
15831,2067,2023-S15,18.6,9.2,4.2,4.2,36.2
15832,2067,2023-S16,13.2,7.5,1.3,1.2,23.2
15833,2067,2023-S17,20.9,6.7,4.9,1.9,34.4
15834,2067,2023-S18,15.3,4.9,5.3,3.4,28.9
15835,2067,2023-S19,10.4,5.8,4.3,2.6,23.1
15836,2067,2023-S20,22.5,8.8,5.2,4.4,40.9
15837,2067,2023-S21,21.0,6.9,1.7,3.9,33.5
15838,2067,2023-S22,18.9,2.6,5.4,4.4,31.3
15839,2067,2023-S23,19.8,9.2,3.4,2.3,34.7
15840,2067,2023-S24,23.1,5.6,3.4,4.4,36.5
15841,2067,2023-S25,12.4,3.1,3.1,4.6,23.2
15842,2067,2023-S26,24.1,9.6,1.6,5.0,40.3
15843,2067,2023-S27,11.7,6.5,2.0,4.9,25.1
15844,2067,2023-S28,22.5,4.7,1.5,3.0,31.7
15845,2067,2023-S29,11.4,8.2,1.8,3.6,25.0
15846,2067,2023-S30,14.8,3.5,3.3,3.6,25.2
15847,2067,2023-S31,13.2,4.5,1.4,1.5,20.6
15848,2067,2023-S32,20.6,3.6,5.8,4.1,34.1
15849,2067,2023-S33,15.1,6.9,3.0,2.2,27.2
15850,2067,2023-S34,13.9,2.2,2.6,3.3,22.0
15851,1651,2023-S01,17.3,6.4,2.1,4.5,30.3
15852,1651,2023-S02,12.6,5.9,5.8,1.3,25.6
15853,1651,2023-S03,10.2,5.7,3.2,2.4,21.5
15854,1651,2023-S04,10.6,5.0,5.1,1.0,21.7
15855,1651,2023-S05,19.8,8.9,1.1,3.1,32.9
15856,1651,2023-S06,16.1,4.8,1.8,1.6,24.3
15857,1651,2023-S07,14.5,8.7,4.2,1.6,29.0
15858,1651,2023-S08,23.3,5.7,5.1,2.0,36.1
15859,1651,2023-S09,17.8,9.9,2.5,4.9,35.1
15860,1651,2023-S10,10.7,2.6,3.0,1.6,17.9
15861,1651,2023-S11,15.0,6.5,2.2,3.9,27.6
15862,1651,2023-S12,22.7,6.2,5.5,3.8,38.2
15863,1651,2023-S13,20.2,9.1,2.6,1.3,33.2
15864,1651,2023-S14,18.5,3.3,4.0,2.1,27.9
15865,1651,2023-S15,15.6,3.8,1.1,3.4,23.9
15866,1651,2023-S16,21.1,9.4,1.1,3.0,34.6
15867,1651,2023-S17,19.8,9.3,2.1,2.4,33.6
15868,1651,2023-S18,11.7,7.6,5.8,2.9,28.0
15869,1651,2023-S19,17.8,5.4,1.1,4.0,28.3
