id_note,id_etudiant,id_module,annee_universitaire,note,mention,session,resultat,admis_bool
5405,2019,330,2022-2023,8.04,Insuffisant,Normale,Échec,0
5406,1656,336,2021-2022,17.15,Très Bien,Normale,Admis,1
5407,1183,359,2021-2022,10.15,Passable,Normale,Admis,1
5408,1792,312,2023-2024,16.56,Très Bien,Normale,Admis,1
5409,1533,314,2024-2025,18.26,Très Bien,Normale,Admis,1
5410,1760,326,2023-2024,17.3,Très Bien,Normale,Admis,1
5411,2049,318,2022-2023,13.72,Assez Bien,Normale,Admis,1
5412,1810,301,2023-2024,14.34,Bien,Rattrapage,Admis,1
5413,2150,340,2020-2021,17.91,Très Bien,Normale,Admis,1
5414,1985,354,2022-2023,8.38,Insuffisant,Rattrapage,Échec,0
5415,1169,343,2024-2025,20.0,Très Bien,Normale,Admis,1
5416,2167,307,2024-2025,12.42,Assez Bien,Normale,Admis,1
5417,2034,305,2023-2024,9.03,Insuffisant,Normale,Échec,0
5418,1990,324,2022-2023,17.11,Très Bien,Normale,Admis,1
5419,1141,310,2024-2025,12.59,Assez Bien,Normale,Admis,1
5420,1568,320,2020-2021,9.63,Insuffisant,Normale,Échec,0
5421,1629,339,2021-2022,10.08,Passable,Normale,Admis,1
5422,1695,314,2020-2021,7.73,Insuffisant,Normale,Échec,0
5423,1880,359,2022-2023,10.72,Passable,Rattrapage,Admis,1
5424,2109,312,2024-2025,9.06,Insuffisant,Normale,Échec,0
5425,1501,334,2022-2023,13.86,Assez Bien,Rattrapage,Admis,1
5426,2169,331,2022-2023,12.99,Assez Bien,Rattrapage,Admis,1
5427,1902,329,2023-2024,18.85,Très Bien,Rattrapage,Admis,1
5428,1718,325,2022-2023,11.11,Passable,Normale,Admis,1
5429,2193,358,2020-2021,16.16,Très Bien,Normale,Admis,1
5430,1986,302,2022-2023,20.0,Très Bien,Normale,Admis,1
5431,1668,320,2024-2025,9.46,Insuffisant,Normale,Échec,0
5432,1540,342,2021-2022,8.96,Insuffisant,Normale,Échec,0
5433,1627,315,2023-2024,13.07,Assez Bien,Normale,Admis,1
5434,2100,331,2023-2024,6.06,Insuffisant,Normale,Échec,0
5435,1209,322,2023-2024,14.63,Bien,Normale,Admis,1
5436,2155,312,2021-2022,10.83,Passable,Normale,Admis,1
5437,1006,354,2024-2025,12.55,Assez Bien,Rattrapage,Admis,1
5438,1545,350,2024-2025,8.83,Insuffisant,Normale,Échec,0
5439,1111,332,2023-2024,14.17,Bien,Normale,Admis,1
5440,1494,320,2020-2021,15.38,Bien,Normale,Admis,1
5441,1709,314,2022-2023,17.61,Très Bien,Rattrapage,Admis,1
5442,1950,330,2020-2021,15.82,Bien,Rattrapage,Admis,1
5443,1105,343,2020-2021,9.78,Insuffisant,Normale,Échec,0
5444,1225,308,2022-2023,11.27,Passable,Rattrapage,Admis,1
5445,1517,330,2023-2024,12.53,Assez Bien,Normale,Admis,1
5446,1469,350,2022-2023,17.08,Très Bien,Normale,Admis,1
5447,1539,316,2020-2021,11.36,Passable,Rattrapage,Admis,1
5448,1538,345,2024-2025,16.33,Très Bien,Normale,Admis,1
5449,1991,309,2021-2022,16.16,Très Bien,Normale,Admis,1
5450,1722,324,2023-2024,14.59,Bien,Normale,Admis,1
5451,2025,322,2023-2024,13.28,Assez Bien,Normale,Admis,1
5452,1522,307,2021-2022,20.0,Très Bien,Normale,Admis,1
5453,1702,318,2023-2024,15.12,Bien,Normale,Admis,1
5454,1633,307,2023-2024,10.66,Passable,Normale,Admis,1
5455,2094,322,2022-2023,15.33,Bien,Normale,Admis,1
5456,1958,314,2024-2025,7.72,Insuffisant,Rattrapage,Échec,0
5457,1644,310,2021-2022,11.95,Passable,Normale,Admis,1
5458,1297,335,2022-2023,14.2,Bien,Normale,Admis,1
5459,1764,323,2024-2025,11.23,Passable,Normale,Admis,1
5460,1037,354,2024-2025,17.08,Très Bien,Normale,Admis,1
5461,1705,332,2024-2025,12.3,Assez Bien,Normale,Admis,1
5462,1618,354,2023-2024,16.66,Très Bien,Normale,Admis,1
5463,1742,360,2024-2025,15.53,Bien,Rattrapage,Admis,1
5464,1201,342,2023-2024,10.18,Passable,Normale,Admis,1
5465,1825,303,2021-2022,10.61,Passable,Normale,Admis,1
5466,2088,350,2022-2023,12.15,Assez Bien,Rattrapage,Admis,1
5467,1241,350,2021-2022,4.13,Insuffisant,Normale,Échec,0
5468,1841,311,2021-2022,8.68,Insuffisant,Normale,Échec,0
5469,1438,348,2022-2023,14.19,Bien,Normale,Admis,1
5470,1910,301,2022-2023,5.01,Insuffisant,Normale,Échec,0
5471,1038,330,2020-2021,11.52,Passable,Normale,Admis,1
5472,1516,326,2024-2025,8.86,Insuffisant,Normale,Échec,0
5473,1911,341,2020-2021,14.13,Bien,Rattrapage,Admis,1
5474,1522,347,2023-2024,12.9,Assez Bien,Normale,Admis,1
5475,2002,347,2021-2022,14.3,Bien,Normale,Admis,1
5476,1596,308,2024-2025,10.46,Passable,Rattrapage,Admis,1
5477,1716,346,2022-2023,7.9,Insuffisant,Normale,Échec,0
5478,2172,322,2020-2021,14.31,Bien,Normale,Admis,1
5479,2062,346,2021-2022,15.7,Bien,Normale,Admis,1
5480,2023,319,2022-2023,9.87,Insuffisant,Normale,Échec,0
5481,1825,303,2020-2021,9.47,Insuffisant,Normale,Échec,0
5482,1946,302,2021-2022,20.0,Très Bien,Normale,Admis,1
5483,1796,307,2020-2021,12.5,Assez Bien,Normale,Admis,1
5484,1160,330,2022-2023,14.75,Bien,Rattrapage,Admis,1
5485,1064,343,2020-2021,16.9,Très Bien,Normale,Admis,1
5486,1215,329,2020-2021,15.31,Bien,Rattrapage,Admis,1
5487,1785,330,2024-2025,16.3,Très Bien,Rattrapage,Admis,1
5488,1553,337,2020-2021,5.08,Insuffisant,Rattrapage,Échec,0
5489,2002,335,2023-2024,12.23,Assez Bien,Normale,Admis,1
5490,1365,334,2022-2023,11.65,Passable,Normale,Admis,1
5491,1643,344,2020-2021,12.52,Assez Bien,Normale,Admis,1
5492,1815,358,2021-2022,16.46,Très Bien,Normale,Admis,1
5493,1225,348,2022-2023,4.46,Insuffisant,Normale,Échec,0
5494,2185,352,2021-2022,12.05,Assez Bien,Rattrapage,Admis,1
5495,2126,350,2024-2025,13.26,Assez Bien,Normale,Admis,1
5496,1869,329,2023-2024,12.21,Assez Bien,Rattrapage,Admis,1
5497,1512,323,2021-2022,12.36,Assez Bien,Normale,Admis,1
5498,1878,332,2021-2022,7.35,Insuffisant,Normale,Échec,0
5499,1754,357,2022-2023,16.49,Très Bien,Normale,Admis,1
5500,2080,339,2023-2024,12.43,Assez Bien,Normale,Admis,1
5501,1094,332,2020-2021,12.56,Assez Bien,Normale,Admis,1
5502,1931,309,2021-2022,13.52,Assez Bien,Normale,Admis,1
5503,2094,335,2021-2022,9.16,Insuffisant,Normale,Échec,0
5504,1554,350,2020-2021,12.85,Assez Bien,Normale,Admis,1
5505,1438,315,2022-2023,6.44,Insuffisant,Rattrapage,Échec,0
5506,1219,349,2021-2022,16.1,Très Bien,Normale,Admis,1
5507,1015,305,2022-2023,11.92,Passable,Normale,Admis,1
5508,1389,304,2024-2025,7.05,Insuffisant,Normale,Échec,0
5509,1959,359,2022-2023,15.07,Bien,Normale,Admis,1
5510,1338,332,2022-2023,8.09,Insuffisant,Normale,Échec,0
5511,1465,328,2023-2024,15.49,Bien,Normale,Admis,1
5512,1461,321,2023-2024,18.75,Très Bien,Normale,Admis,1
5513,2163,327,2023-2024,13.38,Assez Bien,Rattrapage,Admis,1
5514,1129,345,2022-2023,10.25,Passable,Rattrapage,Admis,1
5515,2066,302,2021-2022,7.67,Insuffisant,Normale,Échec,0
5516,1023,343,2020-2021,8.44,Insuffisant,Normale,Échec,0
5517,1935,344,2021-2022,7.9,Insuffisant,Normale,Échec,0
5518,1746,350,2023-2024,16.67,Très Bien,Normale,Admis,1
5519,1748,336,2021-2022,14.53,Bien,Normale,Admis,1
5520,1799,353,2020-2021,14.62,Bien,Normale,Admis,1
5521,2052,312,2022-2023,10.2,Passable,Normale,Admis,1
5522,1372,343,2023-2024,7.94,Insuffisant,Normale,Échec,0
5523,1486,358,2023-2024,12.34,Assez Bien,Normale,Admis,1
5524,1542,346,2020-2021,11.49,Passable,Normale,Admis,1
5525,1290,357,2024-2025,8.59,Insuffisant,Normale,Échec,0
5526,2072,325,2023-2024,10.37,Passable,Rattrapage,Admis,1
5527,2195,307,2020-2021,12.3,Assez Bien,Normale,Admis,1
5528,1259,344,2021-2022,13.94,Assez Bien,Rattrapage,Admis,1
5529,1402,351,2021-2022,8.34,Insuffisant,Normale,Échec,0
5530,1155,317,2021-2022,10.5,Passable,Rattrapage,Admis,1
5531,1661,356,2021-2022,14.65,Bien,Normale,Admis,1
5532,1774,306,2020-2021,14.32,Bien,Normale,Admis,1
5533,2200,332,2024-2025,11.24,Passable,Normale,Admis,1
5534,2163,352,2021-2022,7.37,Insuffisant,Normale,Échec,0
5535,1683,352,2024-2025,10.6,Passable,Normale,Admis,1
5536,1627,326,2022-2023,13.87,Assez Bien,Normale,Admis,1
5537,1925,317,2022-2023,10.41,Passable,Rattrapage,Admis,1
5538,1774,359,2022-2023,15.68,Bien,Normale,Admis,1
5539,1440,312,2022-2023,10.73,Passable,Normale,Admis,1
5540,1650,318,2022-2023,20.0,Très Bien,Normale,Admis,1
5541,1157,308,2024-2025,9.22,Insuffisant,Normale,Échec,0
5542,1200,352,2024-2025,11.62,Passable,Normale,Admis,1
5543,1702,306,2021-2022,15.91,Bien,Normale,Admis,1
5544,1783,359,2023-2024,20.0,Très Bien,Normale,Admis,1
5545,1385,333,2020-2021,13.05,Assez Bien,Normale,Admis,1
5546,1693,310,2020-2021,8.16,Insuffisant,Normale,Échec,0
5547,1423,336,2024-2025,11.96,Passable,Rattrapage,Admis,1
5548,1206,345,2024-2025,13.15,Assez Bien,Rattrapage,Admis,1
5549,1444,329,2023-2024,13.43,Assez Bien,Rattrapage,Admis,1
5550,2051,320,2020-2021,15.14,Bien,Rattrapage,Admis,1
5551,2100,350,2022-2023,16.45,Très Bien,Rattrapage,Admis,1
5552,2018,306,2022-2023,12.19,Assez Bien,Normale,Admis,1
5553,1783,343,2021-2022,19.66,Très Bien,Normale,Admis,1
5554,1340,302,2020-2021,6.93,Insuffisant,Normale,Échec,0
5555,1535,343,2024-2025,8.27,Insuffisant,Normale,Échec,0
5556,1500,313,2021-2022,5.87,Insuffisant,Normale,Échec,0
5557,1663,318,2020-2021,14.5,Bien,Normale,Admis,1
5558,1200,308,2021-2022,16.99,Très Bien,Normale,Admis,1
5559,1908,311,2024-2025,12.66,Assez Bien,Rattrapage,Admis,1
5560,1425,359,2023-2024,17.1,Très Bien,Normale,Admis,1
5561,1024,313,2020-2021,11.8,Passable,Normale,Admis,1
5562,2041,331,2023-2024,9.94,Insuffisant,Normale,Échec,0
5563,1597,330,2023-2024,15.1,Bien,Normale,Admis,1
5564,1095,347,2024-2025,9.38,Insuffisant,Normale,Échec,0
5565,1022,327,2023-2024,13.74,Assez Bien,Normale,Admis,1
5566,1892,307,2024-2025,9.1,Insuffisant,Normale,Échec,0
5567,1486,350,2023-2024,9.21,Insuffisant,Rattrapage,Échec,0
5568,1773,310,2024-2025,9.57,Insuffisant,Normale,Échec,0
5569,1765,301,2023-2024,11.06,Passable,Rattrapage,Admis,1
5570,1863,342,2023-2024,15.17,Bien,Rattrapage,Admis,1
5571,1135,341,2023-2024,13.13,Assez Bien,Rattrapage,Admis,1
5572,1380,307,2023-2024,13.06,Assez Bien,Normale,Admis,1
5573,1302,303,2022-2023,14.2,Bien,Rattrapage,Admis,1
5574,2118,334,2024-2025,16.6,Très Bien,Rattrapage,Admis,1
5575,1809,336,2020-2021,15.23,Bien,Normale,Admis,1
5576,1614,307,2024-2025,12.17,Assez Bien,Normale,Admis,1
5577,1799,353,2024-2025,11.23,Passable,Normale,Admis,1
5578,1456,303,2021-2022,16.67,Très Bien,Rattrapage,Admis,1
5579,1332,325,2022-2023,9.83,Insuffisant,Normale,Échec,0
5580,1673,351,2023-2024,12.29,Assez Bien,Normale,Admis,1
5581,1526,340,2023-2024,9.92,Insuffisant,Normale,Échec,0
5582,1957,320,2020-2021,11.72,Passable,Normale,Admis,1
5583,1171,326,2020-2021,10.06,Passable,Normale,Admis,1
5584,1662,346,2021-2022,10.65,Passable,Normale,Admis,1
5585,1042,325,2022-2023,9.38,Insuffisant,Normale,Échec,0
5586,2166,303,2024-2025,13.79,Assez Bien,Normale,Admis,1
5587,1997,342,2020-2021,6.78,Insuffisant,Rattrapage,Échec,0
5588,1470,320,2021-2022,10.56,Passable,Normale,Admis,1
5589,1689,353,2020-2021,8.81,Insuffisant,Rattrapage,Échec,0
5590,1923,344,2020-2021,10.77,Passable,Normale,Admis,1
5591,1253,336,2020-2021,11.0,Passable,Normale,Admis,1
5592,1766,336,2024-2025,13.89,Assez Bien,Normale,Admis,1
5593,1205,313,2023-2024,12.5,Assez Bien,Rattrapage,Admis,1
5594,2116,310,2024-2025,7.86,Insuffisant,Rattrapage,Échec,0
5595,1802,330,2020-2021,13.36,Assez Bien,Normale,Admis,1
5596,1947,318,2021-2022,4.78,Insuffisant,Rattrapage,Échec,0
5597,1242,322,2021-2022,7.42,Insuffisant,Rattrapage,Échec,0
5598,1138,339,2021-2022,12.84,Assez Bien,Normale,Admis,1
5599,1816,347,2021-2022,16.08,Très Bien,Normale,Admis,1
5600,1699,311,2023-2024,13.92,Assez Bien,Normale,Admis,1
5601,1008,309,2021-2022,13.8,Assez Bien,Normale,Admis,1
5602,1232,328,2024-2025,9.24,Insuffisant,Normale,Échec,0
5603,1052,336,2024-2025,15.12,Bien,Normale,Admis,1
5604,1933,324,2022-2023,14.91,Bien,Normale,Admis,1
5605,2054,301,2021-2022,8.42,Insuffisant,Normale,Échec,0
5606,1475,313,2022-2023,16.62,Très Bien,Normale,Admis,1
5607,2117,315,2024-2025,8.08,Insuffisant,Normale,Échec,0
5608,1611,313,2024-2025,9.88,Insuffisant,Normale,Échec,0
5609,1170,301,2023-2024,14.3,Bien,Normale,Admis,1
5610,1742,329,2021-2022,10.39,Passable,Rattrapage,Admis,1
5611,1669,355,2020-2021,6.32,Insuffisant,Normale,Échec,0
5612,1984,320,2022-2023,4.67,Insuffisant,Normale,Échec,0
5613,1520,325,2024-2025,6.46,Insuffisant,Normale,Échec,0
5614,1446,350,2022-2023,17.58,Très Bien,Normale,Admis,1
5615,1251,302,2021-2022,17.83,Très Bien,Normale,Admis,1
5616,1167,320,2020-2021,13.93,Assez Bien,Normale,Admis,1
5617,1182,310,2024-2025,10.56,Passable,Normale,Admis,1
5618,1501,313,2020-2021,18.0,Très Bien,Rattrapage,Admis,1
5619,2171,322,2022-2023,14.26,Bien,Normale,Admis,1
5620,2052,341,2024-2025,9.15,Insuffisant,Rattrapage,Échec,0
5621,1988,337,2024-2025,7.52,Insuffisant,Normale,Échec,0
5622,1025,360,2021-2022,14.09,Bien,Normale,Admis,1
5623,1695,352,2024-2025,17.42,Très Bien,Normale,Admis,1
5624,1930,307,2023-2024,9.32,Insuffisant,Normale,Échec,0
5625,2010,306,2023-2024,10.54,Passable,Normale,Admis,1
5626,1055,313,2020-2021,12.22,Assez Bien,Normale,Admis,1
5627,1708,327,2024-2025,9.36,Insuffisant,Normale,Échec,0
5628,1926,359,2020-2021,15.7,Bien,Normale,Admis,1
5629,2174,320,2020-2021,9.53,Insuffisant,Rattrapage,Échec,0
5630,1266,317,2023-2024,9.5,Insuffisant,Normale,Échec,0
5631,1010,322,2020-2021,10.49,Passable,Normale,Admis,1
5632,1804,317,2024-2025,9.95,Insuffisant,Normale,Échec,0
5633,1475,349,2024-2025,11.4,Passable,Normale,Admis,1
5634,1657,314,2021-2022,8.28,Insuffisant,Normale,Échec,0
5635,1918,325,2024-2025,11.31,Passable,Normale,Admis,1
5636,1531,308,2024-2025,15.9,Bien,Normale,Admis,1
5637,1929,349,2023-2024,10.3,Passable,Normale,Admis,1
5638,1937,330,2023-2024,12.58,Assez Bien,Rattrapage,Admis,1
5639,1125,301,2023-2024,14.67,Bien,Normale,Admis,1
5640,1574,315,2022-2023,15.02,Bien,Normale,Admis,1
5641,1665,342,2024-2025,16.21,Très Bien,Normale,Admis,1
5642,1932,344,2021-2022,16.91,Très Bien,Normale,Admis,1
5643,1164,341,2023-2024,10.99,Passable,Normale,Admis,1
5644,1485,303,2021-2022,6.86,Insuffisant,Normale,Échec,0
5645,1463,312,2022-2023,14.96,Bien,Normale,Admis,1
5646,2189,351,2023-2024,10.22,Passable,Rattrapage,Admis,1
5647,1925,322,2023-2024,19.59,Très Bien,Normale,Admis,1
5648,1541,356,2022-2023,8.35,Insuffisant,Normale,Échec,0
5649,1239,350,2020-2021,7.96,Insuffisant,Normale,Échec,0
5650,1619,335,2022-2023,9.23,Insuffisant,Rattrapage,Échec,0
5651,2093,355,2020-2021,11.89,Passable,Normale,Admis,1
5652,1622,345,2023-2024,11.29,Passable,Normale,Admis,1
5653,1445,354,2020-2021,10.78,Passable,Normale,Admis,1
5654,2109,306,2022-2023,15.86,Bien,Normale,Admis,1
5655,1793,302,2022-2023,10.51,Passable,Normale,Admis,1
5656,1593,311,2023-2024,12.55,Assez Bien,Normale,Admis,1
5657,1106,330,2024-2025,13.59,Assez Bien,Rattrapage,Admis,1
5658,2196,358,2022-2023,7.5,Insuffisant,Normale,Échec,0
5659,2188,346,2022-2023,14.42,Bien,Normale,Admis,1
5660,1978,327,2020-2021,14.94,Bien,Normale,Admis,1
5661,1216,307,2020-2021,13.62,Assez Bien,Normale,Admis,1
5662,1992,337,2023-2024,10.65,Passable,Normale,Admis,1
5663,1804,320,2023-2024,14.39,Bien,Normale,Admis,1
5664,1742,319,2022-2023,9.71,Insuffisant,Normale,Échec,0
5665,1857,322,2023-2024,12.82,Assez Bien,Normale,Admis,1
5666,1307,333,2024-2025,14.81,Bien,Normale,Admis,1
5667,1934,310,2021-2022,11.54,Passable,Rattrapage,Admis,1
5668,1794,344,2024-2025,12.49,Assez Bien,Normale,Admis,1
5669,1431,319,2024-2025,11.53,Passable,Normale,Admis,1
5670,1692,318,2020-2021,6.48,Insuffisant,Normale,Échec,0
5671,1417,338,2020-2021,9.72,Insuffisant,Normale,Échec,0
5672,2040,317,2023-2024,11.28,Passable,Normale,Admis,1
5673,2083,355,2022-2023,9.98,Insuffisant,Normale,Échec,0
5674,1854,301,2023-2024,8.45,Insuffisant,Normale,Échec,0
5675,1777,347,2024-2025,10.39,Passable,Normale,Admis,1
5676,1373,360,2023-2024,16.26,Très Bien,Rattrapage,Admis,1
5677,1139,314,2024-2025,14.4,Bien,Normale,Admis,1
5678,1271,360,2023-2024,14.52,Bien,Rattrapage,Admis,1
5679,2123,331,2020-2021,9.62,Insuffisant,Normale,Échec,0
5680,1907,357,2023-2024,14.36,Bien,Normale,Admis,1
5681,1935,329,2024-2025,10.75,Passable,Normale,Admis,1
5682,1768,330,2020-2021,11.97,Passable,Normale,Admis,1
5683,1421,337,2024-2025,10.7,Passable,Normale,Admis,1
5684,1833,310,2023-2024,13.47,Assez Bien,Normale,Admis,1
5685,1457,332,2023-2024,16.93,Très Bien,Rattrapage,Admis,1
5686,1377,357,2023-2024,14.0,Bien,Normale,Admis,1
5687,1143,343,2020-2021,9.27,Insuffisant,Normale,Échec,0
5688,1113,329,2021-2022,13.75,Assez Bien,Normale,Admis,1
5689,1733,308,2021-2022,12.54,Assez Bien,Normale,Admis,1
5690,2135,339,2023-2024,13.21,Assez Bien,Normale,Admis,1
5691,1354,312,2020-2021,13.19,Assez Bien,Rattrapage,Admis,1
5692,1834,335,2021-2022,12.98,Assez Bien,Normale,Admis,1
5693,1589,313,2021-2022,16.57,Très Bien,Rattrapage,Admis,1
5694,1475,313,2021-2022,13.58,Assez Bien,Rattrapage,Admis,1
5695,1107,351,2021-2022,9.11,Insuffisant,Normale,Échec,0
5696,1442,340,2024-2025,14.58,Bien,Normale,Admis,1
5697,1471,317,2022-2023,10.62,Passable,Rattrapage,Admis,1
5698,1777,302,2023-2024,10.03,Passable,Normale,Admis,1
5699,1057,354,2023-2024,8.3,Insuffisant,Normale,Échec,0
5700,2160,317,2021-2022,14.42,Bien,Normale,Admis,1
5701,1005,326,2024-2025,20.0,Très Bien,Normale,Admis,1
5702,1705,342,2021-2022,11.85,Passable,Normale,Admis,1
5703,1391,322,2023-2024,9.73,Insuffisant,Rattrapage,Échec,0
5704,2102,357,2023-2024,13.35,Assez Bien,Normale,Admis,1
5705,1662,350,2021-2022,9.16,Insuffisant,Normale,Échec,0
5706,1626,306,2021-2022,11.97,Passable,Normale,Admis,1
5707,2036,322,2021-2022,13.05,Assez Bien,Rattrapage,Admis,1
5708,1988,346,2020-2021,9.97,Insuffisant,Rattrapage,Échec,0
5709,1068,351,2023-2024,4.77,Insuffisant,Normale,Échec,0
5710,1543,317,2024-2025,8.67,Insuffisant,Normale,Échec,0
5711,2139,322,2022-2023,17.81,Très Bien,Rattrapage,Admis,1
5712,2089,331,2022-2023,13.46,Assez Bien,Normale,Admis,1
5713,1503,307,2020-2021,15.88,Bien,Normale,Admis,1
5714,2186,341,2024-2025,14.88,Bien,Rattrapage,Admis,1
5715,1021,317,2021-2022,15.06,Bien,Normale,Admis,1
5716,1742,323,2022-2023,2.74,Insuffisant,Rattrapage,Échec,0
5717,1294,334,2020-2021,10.18,Passable,Rattrapage,Admis,1
5718,1664,316,2023-2024,13.81,Assez Bien,Normale,Admis,1
5719,1841,349,2022-2023,14.56,Bien,Normale,Admis,1
5720,1271,324,2022-2023,20.0,Très Bien,Normale,Admis,1
5721,1062,331,2024-2025,12.33,Assez Bien,Normale,Admis,1
5722,1869,336,2024-2025,14.39,Bien,Normale,Admis,1
5723,1915,335,2023-2024,15.62,Bien,Normale,Admis,1
5724,1057,344,2021-2022,11.68,Passable,Normale,Admis,1
5725,1087,315,2024-2025,9.66,Insuffisant,Rattrapage,Échec,0
5726,1267,311,2020-2021,9.95,Insuffisant,Normale,Échec,0
5727,1511,357,2020-2021,17.41,Très Bien,Normale,Admis,1
5728,1985,303,2020-2021,13.75,Assez Bien,Normale,Admis,1
5729,1668,336,2023-2024,8.46,Insuffisant,Normale,Échec,0
5730,1850,360,2021-2022,12.44,Assez Bien,Normale,Admis,1
5731,2182,343,2021-2022,9.64,Insuffisant,Normale,Échec,0
5732,2106,352,2023-2024,11.84,Passable,Rattrapage,Admis,1
5733,2159,334,2023-2024,9.65,Insuffisant,Normale,Échec,0
5734,1327,359,2024-2025,14.84,Bien,Normale,Admis,1
5735,2018,313,2020-2021,10.33,Passable,Normale,Admis,1
5736,1516,352,2021-2022,15.56,Bien,Normale,Admis,1
5737,1635,337,2022-2023,10.82,Passable,Normale,Admis,1
5738,1838,312,2024-2025,18.33,Très Bien,Normale,Admis,1
5739,1232,331,2024-2025,10.85,Passable,Rattrapage,Admis,1
5740,1804,320,2022-2023,3.73,Insuffisant,Normale,Échec,0
5741,1236,328,2020-2021,11.36,Passable,Rattrapage,Admis,1
5742,1481,313,2021-2022,13.52,Assez Bien,Normale,Admis,1
5743,2110,336,2024-2025,11.3,Passable,Normale,Admis,1
5744,1014,331,2020-2021,8.92,Insuffisant,Normale,Échec,0
5745,1040,321,2020-2021,14.99,Bien,Normale,Admis,1
5746,1085,312,2024-2025,12.48,Assez Bien,Normale,Admis,1
5747,1999,320,2022-2023,12.45,Assez Bien,Rattrapage,Admis,1
5748,1163,310,2020-2021,11.73,Passable,Normale,Admis,1
5749,1302,344,2021-2022,12.48,Assez Bien,Rattrapage,Admis,1
5750,1008,306,2023-2024,13.06,Assez Bien,Normale,Admis,1
5751,1740,320,2022-2023,17.99,Très Bien,Rattrapage,Admis,1
5752,1557,305,2023-2024,9.83,Insuffisant,Normale,Échec,0
5753,1565,334,2023-2024,13.84,Assez Bien,Normale,Admis,1
5754,1282,343,2020-2021,15.56,Bien,Normale,Admis,1
5755,1114,356,2022-2023,15.67,Bien,Normale,Admis,1
5756,1832,327,2021-2022,10.7,Passable,Normale,Admis,1
5757,1956,321,2020-2021,19.91,Très Bien,Rattrapage,Admis,1
5758,1201,323,2021-2022,13.04,Assez Bien,Normale,Admis,1
5759,1831,344,2024-2025,17.0,Très Bien,Normale,Admis,1
5760,1917,317,2022-2023,12.64,Assez Bien,Rattrapage,Admis,1
5761,1350,353,2020-2021,15.78,Bien,Normale,Admis,1
5762,1471,356,2023-2024,15.4,Bien,Normale,Admis,1
5763,1114,331,2024-2025,11.44,Passable,Normale,Admis,1
5764,1700,319,2024-2025,11.46,Passable,Normale,Admis,1
5765,1387,313,2020-2021,15.4,Bien,Normale,Admis,1
5766,2174,324,2024-2025,19.03,Très Bien,Normale,Admis,1
5767,2011,310,2021-2022,11.12,Passable,Normale,Admis,1
5768,2138,314,2023-2024,10.39,Passable,Normale,Admis,1
5769,2096,346,2020-2021,12.91,Assez Bien,Rattrapage,Admis,1
5770,1873,304,2020-2021,12.64,Assez Bien,Normale,Admis,1
5771,1532,322,2023-2024,12.97,Assez Bien,Normale,Admis,1
5772,1315,315,2021-2022,14.38,Bien,Normale,Admis,1
5773,1822,332,2020-2021,12.67,Assez Bien,Normale,Admis,1
5774,1549,348,2024-2025,13.03,Assez Bien,Normale,Admis,1
5775,1701,333,2020-2021,16.19,Très Bien,Normale,Admis,1
5776,1943,301,2020-2021,9.77,Insuffisant,Normale,Échec,0
5777,1748,303,2020-2021,14.54,Bien,Normale,Admis,1
5778,2159,328,2023-2024,13.1,Assez Bien,Normale,Admis,1
5779,1990,343,2021-2022,13.95,Assez Bien,Rattrapage,Admis,1
5780,1057,340,2021-2022,11.46,Passable,Normale,Admis,1
5781,1718,305,2024-2025,16.21,Très Bien,Normale,Admis,1
5782,1268,303,2020-2021,10.09,Passable,Normale,Admis,1
5783,2152,310,2024-2025,15.44,Bien,Rattrapage,Admis,1
5784,1723,309,2021-2022,17.07,Très Bien,Normale,Admis,1
5785,1465,346,2021-2022,13.84,Assez Bien,Normale,Admis,1
5786,2158,329,2020-2021,9.52,Insuffisant,Normale,Échec,0
5787,1551,337,2021-2022,8.8,Insuffisant,Normale,Échec,0
5788,1977,338,2022-2023,20.0,Très Bien,Normale,Admis,1
5789,2036,311,2024-2025,13.9,Assez Bien,Normale,Admis,1
5790,1212,322,2024-2025,14.79,Bien,Normale,Admis,1
5791,1762,359,2022-2023,15.38,Bien,Normale,Admis,1
5792,1256,305,2023-2024,14.72,Bien,Normale,Admis,1
5793,1433,352,2024-2025,16.48,Très Bien,Rattrapage,Admis,1
5794,1909,306,2022-2023,8.4,Insuffisant,Normale,Échec,0
5795,1338,302,2023-2024,19.6,Très Bien,Normale,Admis,1
5796,1685,354,2023-2024,14.63,Bien,Normale,Admis,1
5797,1620,345,2020-2021,10.79,Passable,Rattrapage,Admis,1
5798,1635,359,2021-2022,12.96,Assez Bien,Normale,Admis,1
5799,1613,336,2023-2024,12.46,Assez Bien,Rattrapage,Admis,1
5800,1488,338,2023-2024,12.06,Assez Bien,Normale,Admis,1
5801,1325,325,2021-2022,16.64,Très Bien,Normale,Admis,1
5802,1709,339,2020-2021,8.55,Insuffisant,Normale,Échec,0
5803,2060,360,2024-2025,10.5,Passable,Rattrapage,Admis,1
5804,1487,345,2020-2021,11.87,Passable,Normale,Admis,1
5805,1365,320,2024-2025,10.48,Passable,Normale,Admis,1
5806,1963,347,2023-2024,16.52,Très Bien,Normale,Admis,1
5807,1483,349,2023-2024,11.66,Passable,Rattrapage,Admis,1
5808,1945,331,2021-2022,10.44,Passable,Normale,Admis,1
5809,1529,320,2021-2022,14.18,Bien,Normale,Admis,1
5810,1627,313,2022-2023,12.7,Assez Bien,Normale,Admis,1
