id_accueil,id_etudiant,id_staff,date_accueil,heure_debut,heure_fin,initie_par,motif,duree_accueil_min
14397,1656,607,2024-07-02,16:00,16:15,Étudiant,Information,15
14398,1977,618,2024-12-23,14:00,14:15,Staff,Autre,15
14399,1859,617,2022-02-14,11:00,11:15,Étudiant,Attestation,15
14400,1676,603,2025-03-01,11:00,11:15,Étudiant,Attestation,15
14401,2040,618,2024-11-20,14:00,14:15,Étudiant,Information,15
14402,1621,623,2023-04-09,15:00,15:15,Étudiant,Information,15
14403,1371,603,2022-10-03,16:00,16:15,Étudiant,Information,15
14404,2043,625,2025-04-04,11:00,11:15,Étudiant,Réclamation,15
14405,1945,610,2023-04-24,10:00,10:15,Étudiant,Information,15
14406,1813,602,2024-04-04,08:00,08:15,Étudiant,Autre,15
14407,1701,624,2025-03-30,16:00,16:15,Étudiant,Réclamation,15
14408,2040,622,2024-10-05,15:00,15:15,Étudiant,Bourse,15
14409,1765,628,2023-06-02,14:00,14:15,Staff,Information,15
14410,1475,630,2023-04-04,16:00,16:15,Étudiant,Bourse,15
14411,1748,610,2024-04-13,15:00,15:15,Étudiant,Attestation,15
14412,1659,614,2022-01-24,15:00,15:15,Étudiant,Réclamation,15
14413,1930,602,2022-07-05,11:00,11:15,Étudiant,Attestation,15
14414,1785,606,2025-04-08,10:00,10:15,Étudiant,Information,15
14415,2157,618,2023-12-01,16:00,16:15,Étudiant,Attestation,15
14416,1753,605,2024-09-10,08:00,08:15,Étudiant,Information,15
14417,1055,602,2024-12-17,09:00,09:15,Staff,Autre,15
14418,1816,608,2023-06-30,10:00,10:15,Staff,Attestation,15
14419,1569,630,2024-01-14,15:00,15:15,Étudiant,Information,15
14420,1823,621,2021-11-20,11:00,11:15,Étudiant,Réclamation,15
14421,1412,628,2024-10-30,16:00,16:15,Staff,Bourse,15
14422,1686,611,2023-01-02,11:00,11:15,Étudiant,Autre,15
14423,2067,607,2022-11-06,14:00,14:15,Staff,Bourse,15
14424,1183,609,2022-12-09,15:00,15:15,Étudiant,Autre,15
14425,1317,612,2023-01-23,15:00,15:15,Staff,Réclamation,15
14426,2184,622,2024-07-13,10:00,10:15,Étudiant,Bourse,15
14427,1357,624,2024-06-24,16:00,16:15,Staff,Attestation,15
14428,1891,611,2023-11-16,11:00,11:15,Étudiant,Bourse,15
14429,1919,630,2023-02-12,11:00,11:15,Étudiant,Attestation,15
14430,1044,601,2021-11-11,14:00,14:15,Étudiant,Bourse,15
14431,1001,602,2024-09-04,08:00,08:15,Étudiant,Attestation,15
14432,1857,613,2022-10-26,09:00,09:15,Étudiant,Information,15
14433,2149,601,2022-03-04,11:00,11:15,Étudiant,Autre,15
14434,1832,626,2024-07-14,16:00,16:15,Étudiant,Réclamation,15
14435,2189,629,2023-05-25,15:00,15:15,Étudiant,Attestation,15
14436,2013,623,2023-11-11,09:00,09:15,Étudiant,Information,15
14437,1008,605,2023-12-27,10:00,10:15,Staff,Autre,15
14438,1332,612,2023-04-28,16:00,16:15,Étudiant,Attestation,15
14439,1273,627,2022-02-22,09:00,09:15,Étudiant,Autre,15
14440,1413,612,2022-04-27,10:00,10:15,Étudiant,Bourse,15
14441,2200,629,2024-03-23,10:00,10:15,Staff,Bourse,15
14442,1951,628,2024-05-13,08:00,08:15,Étudiant,Information,15
14443,1770,606,2023-11-17,08:00,08:15,Étudiant,Réclamation,15
14444,1389,607,2022-06-07,14:00,14:15,Étudiant,Autre,15
14445,1100,625,2021-10-21,08:00,08:15,Étudiant,Information,15
14446,1899,615,2021-12-01,08:00,08:15,Étudiant,Réclamation,15
14447,1041,618,2023-05-25,11:00,11:15,Étudiant,Bourse,15
14448,1769,609,2023-04-30,14:00,14:15,Étudiant,Autre,15
14449,1663,601,2022-04-28,11:00,11:15,Staff,Information,15
14450,1415,604,2024-09-26,16:00,16:15,Étudiant,Bourse,15
14451,1237,628,2022-10-25,09:00,09:15,Étudiant,Réclamation,15
14452,2022,613,2022-12-08,10:00,10:15,Staff,Bourse,15
14453,2004,610,2022-03-31,16:00,16:15,Étudiant,Attestation,15
14454,1454,615,2025-03-31,08:00,08:15,Étudiant,Réclamation,15
14455,1219,613,2022-04-03,10:00,10:15,Étudiant,Réclamation,15
14456,1837,623,2024-10-24,15:00,15:15,Étudiant,Information,15
14457,2184,618,2024-08-17,15:00,15:15,Étudiant,Bourse,15
14458,1930,622,2022-09-24,14:00,14:15,Étudiant,Bourse,15
14459,1912,617,2025-04-19,09:00,09:15,Étudiant,Information,15
14460,2077,610,2021-11-05,09:00,09:15,Étudiant,Autre,15
14461,1737,612,2023-12-26,09:00,09:15,Étudiant,Réclamation,15
14462,1290,603,2021-10-05,08:00,08:15,Étudiant,Autre,15
14463,1166,609,2024-11-04,16:00,16:15,Étudiant,Autre,15
14464,1265,611,2024-12-21,10:00,10:15,Étudiant,Bourse,15
14465,1749,608,2023-07-22,14:00,14:15,Étudiant,Attestation,15
14466,2173,613,2022-02-19,16:00,16:15,Étudiant,Réclamation,15
14467,2000,602,2023-03-11,14:00,14:15,Staff,Réclamation,15
14468,1594,609,2025-03-01,16:00,16:15,Étudiant,Réclamation,15
14469,1206,609,2024-12-17,14:00,14:15,Étudiant,Réclamation,15
14470,1145,601,2022-06-30,16:00,16:15,Étudiant,Bourse,15
14471,1420,617,2021-11-16,15:00,15:15,Étudiant,Autre,15
14472,1926,603,2024-05-03,08:00,08:15,Staff,Bourse,15
14473,1046,628,2025-03-24,11:00,11:15,Étudiant,Réclamation,15
14474,1290,630,2022-05-28,08:00,08:15,Étudiant,Attestation,15
14475,1587,614,2021-09-13,08:00,08:15,Étudiant,Autre,15
14476,1966,612,2024-05-21,14:00,14:15,Étudiant,Bourse,15
14477,1124,617,2022-02-13,08:00,08:15,Staff,Réclamation,15
14478,1643,610,2024-10-03,11:00,11:15,Étudiant,Bourse,15
14479,1679,623,2023-08-12,15:00,15:15,Étudiant,Information,15
14480,1292,606,2024-07-26,11:00,11:15,Staff,Bourse,15
14481,1660,626,2025-02-16,08:00,08:15,Étudiant,Réclamation,15
14482,1194,615,2023-04-04,16:00,16:15,Étudiant,Attestation,15
14483,1784,616,2021-10-07,10:00,10:15,Étudiant,Bourse,15
14484,1295,620,2025-01-12,15:00,15:15,Étudiant,Bourse,15
14485,2175,627,2025-04-13,11:00,11:15,Étudiant,Attestation,15
14486,1779,609,2024-04-11,08:00,08:15,Étudiant,Autre,15
14487,1291,623,2025-04-16,11:00,11:15,Staff,Bourse,15
14488,2075,625,2023-07-17,16:00,16:15,Staff,Bourse,15
14489,2180,622,2024-10-25,15:00,15:15,Étudiant,Réclamation,15
14490,1747,621,2022-02-17,11:00,11:15,Étudiant,Bourse,15
14491,1952,616,2021-12-21,10:00,10:15,Staff,Attestation,15
14492,2068,607,2021-11-21,10:00,10:15,Staff,Attestation,15
14493,1266,615,2024-03-03,11:00,11:15,Étudiant,Bourse,15
14494,1703,607,2022-08-15,10:00,10:15,Étudiant,Autre,15
14495,1629,607,2022-07-20,11:00,11:15,Étudiant,Autre,15
14496,1809,625,2022-12-24,09:00,09:15,Étudiant,Bourse,15
14497,1120,614,2022-05-20,10:00,10:15,Staff,Bourse,15
14498,1432,615,2023-05-16,14:00,14:15,Étudiant,Bourse,15
14499,1006,603,2022-06-08,09:00,09:15,Staff,Réclamation,15
14500,1869,616,2023-12-21,10:00,10:15,Étudiant,Réclamation,15
14501,2086,602,2021-11-01,09:00,09:15,Étudiant,Autre,15
14502,1605,629,2023-07-02,15:00,15:15,Étudiant,Attestation,15
14503,1339,602,2024-09-13,10:00,10:15,Étudiant,Bourse,15
14504,1216,628,2024-12-11,11:00,11:15,Staff,Attestation,15
14505,1041,609,2022-05-06,15:00,15:15,Étudiant,Réclamation,15
14506,1074,612,2022-11-18,09:00,09:15,Staff,Attestation,15
14507,1110,627,2024-12-09,14:00,14:15,Étudiant,Autre,15
14508,1495,627,2024-12-17,16:00,16:15,Étudiant,Réclamation,15
14509,2188,627,2021-11-24,15:00,15:15,Étudiant,Information,15
14510,2084,630,2021-10-11,08:00,08:15,Étudiant,Information,15
14511,1598,622,2023-12-07,14:00,14:15,Étudiant,Autre,15
14512,1671,617,2023-11-13,10:00,10:15,Staff,Réclamation,15
14513,1720,606,2022-07-16,09:00,09:15,Étudiant,Information,15
14514,2071,612,2024-02-18,11:00,11:15,Étudiant,Information,15
14515,1891,627,2023-07-20,10:00,10:15,Étudiant,Réclamation,15
14516,2191,606,2023-06-01,09:00,09:15,Étudiant,Information,15
14517,1048,603,2024-06-08,10:00,10:15,Staff,Autre,15
14518,1737,605,2022-11-05,09:00,09:15,Staff,Information,15
14519,1573,605,2024-02-21,10:00,10:15,Étudiant,Bourse,15
14520,1870,613,2022-08-21,08:00,08:15,Staff,Attestation,15
14521,1358,607,2025-02-07,10:00,10:15,Étudiant,Autre,15
14522,2122,615,2022-03-29,10:00,10:15,Étudiant,Attestation,15
14523,1045,624,2023-04-13,09:00,09:15,Étudiant,Bourse,15
14524,2022,615,2023-06-14,11:00,11:15,Étudiant,Autre,15
14525,1363,609,2022-11-26,08:00,08:15,Staff,Attestation,15
14526,1503,617,2023-04-17,14:00,14:15,Staff,Information,15
14527,1301,625,2022-11-11,11:00,11:15,Étudiant,Bourse,15
14528,1693,621,2022-01-18,11:00,11:15,Étudiant,Réclamation,15
14529,1957,607,2022-10-23,09:00,09:15,Staff,Réclamation,15
14530,1885,607,2024-05-17,11:00,11:15,Staff,Attestation,15
14531,2099,612,2024-02-07,10:00,10:15,Étudiant,Autre,15
14532,1883,612,2022-06-20,11:00,11:15,Étudiant,Réclamation,15
14533,1796,628,2025-03-13,16:00,16:15,Staff,Autre,15
14534,1708,622,2024-12-15,08:00,08:15,Étudiant,Autre,15
14535,1449,621,2024-11-11,11:00,11:15,Staff,Attestation,15
14536,2007,625,2025-04-04,09:00,09:15,Étudiant,Autre,15
14537,1211,630,2023-06-19,14:00,14:15,Staff,Réclamation,15
14538,1260,619,2025-04-08,10:00,10:15,Étudiant,Autre,15
14539,2090,615,2022-10-14,11:00,11:15,Staff,Information,15
14540,1044,615,2022-04-23,14:00,14:15,Étudiant,Réclamation,15
14541,1811,603,2021-10-19,10:00,10:15,Staff,Attestation,15
14542,1724,612,2023-08-12,16:00,16:15,Étudiant,Attestation,15
14543,1613,626,2021-11-28,11:00,11:15,Étudiant,Autre,15
14544,1252,618,2025-03-05,14:00,14:15,Staff,Autre,15
14545,1781,629,2023-12-02,16:00,16:15,Staff,Attestation,15
14546,2137,617,2022-02-24,10:00,10:15,Staff,Autre,15
14547,2000,603,2021-10-27,08:00,08:15,Étudiant,Autre,15
14548,1259,619,2024-02-15,16:00,16:15,Étudiant,Information,15
14549,1163,624,2021-09-17,16:00,16:15,Étudiant,Bourse,15
14550,1438,621,2023-12-29,14:00,14:15,Staff,Attestation,15
14551,1832,606,2023-08-31,16:00,16:15,Étudiant,Réclamation,15
14552,1800,602,2022-09-17,08:00,08:15,Staff,Réclamation,15
14553,1198,613,2025-04-01,08:00,08:15,Étudiant,Autre,15
14554,1022,611,2024-05-14,11:00,11:15,Étudiant,Réclamation,15
14555,1312,628,2023-01-19,10:00,10:15,Staff,Information,15
14556,1257,624,2024-10-04,16:00,16:15,Étudiant,Attestation,15
14557,1610,623,2025-01-21,16:00,16:15,Staff,Information,15
14558,1003,623,2022-02-19,14:00,14:15,Staff,Bourse,15
14559,2018,623,2023-01-20,09:00,09:15,Étudiant,Attestation,15
14560,1971,626,2021-11-05,16:00,16:15,Étudiant,Bourse,15
14561,1926,612,2022-05-17,10:00,10:15,Staff,Autre,15
14562,1371,608,2022-06-14,08:00,08:15,Staff,Attestation,15
14563,1613,617,2022-10-21,16:00,16:15,Étudiant,Autre,15
14564,1126,611,2024-10-29,16:00,16:15,Staff,Information,15
14565,1419,629,2023-01-28,16:00,16:15,Staff,Attestation,15
14566,1162,624,2024-02-24,09:00,09:15,Staff,Attestation,15
14567,1574,627,2025-04-16,15:00,15:15,Étudiant,Information,15
14568,1137,626,2022-11-04,16:00,16:15,Étudiant,Attestation,15
14569,1792,625,2024-08-11,15:00,15:15,Étudiant,Information,15
14570,1137,619,2021-10-04,15:00,15:15,Étudiant,Autre,15
14571,1429,612,2024-06-10,14:00,14:15,Staff,Attestation,15
14572,1605,612,2023-06-17,10:00,10:15,Étudiant,Autre,15
14573,2121,604,2022-09-24,08:00,08:15,Étudiant,Bourse,15
14574,1736,610,2022-03-14,09:00,09:15,Staff,Information,15
14575,2189,616,2021-09-08,14:00,14:15,Étudiant,Bourse,15
14576,1212,608,2023-02-07,16:00,16:15,Étudiant,Réclamation,15
14577,1044,630,2025-04-26,16:00,16:15,Étudiant,Réclamation,15
14578,1013,615,2023-03-24,15:00,15:15,Étudiant,Information,15
14579,1989,604,2023-02-03,16:00,16:15,Étudiant,Autre,15
14580,1267,621,2023-10-28,15:00,15:15,Staff,Autre,15
14581,1838,618,2023-03-07,09:00,09:15,Étudiant,Attestation,15
14582,1606,629,2022-09-24,08:00,08:15,Étudiant,Réclamation,15
14583,1577,618,2022-12-24,16:00,16:15,Étudiant,Attestation,15
14584,1274,625,2024-04-17,16:00,16:15,Étudiant,Attestation,15
14585,2090,628,2024-02-20,16:00,16:15,Étudiant,Réclamation,15
14586,2061,609,2023-08-12,15:00,15:15,Étudiant,Réclamation,15
14587,1111,606,2024-09-02,10:00,10:15,Étudiant,Bourse,15
14588,1991,613,2022-07-28,11:00,11:15,Étudiant,Attestation,15
14589,2135,602,2022-05-24,08:00,08:15,Étudiant,Information,15
14590,1994,605,2024-02-06,16:00,16:15,Étudiant,Réclamation,15
14591,1394,625,2022-08-29,11:00,11:15,Étudiant,Réclamation,15
14592,1719,629,2023-02-04,10:00,10:15,Étudiant,Attestation,15
14593,1831,615,2024-12-19,08:00,08:15,Étudiant,Information,15
14594,1295,603,2023-05-02,15:00,15:15,Staff,Attestation,15
14595,1031,614,2024-10-15,09:00,09:15,Étudiant,Bourse,15
14596,1410,627,2023-03-21,10:00,10:15,Staff,Information,15
14597,2063,609,2022-03-30,08:00,08:15,Étudiant,Bourse,15
14598,1709,609,2023-07-12,11:00,11:15,Étudiant,Bourse,15
14599,1489,611,2022-12-14,11:00,11:15,Staff,Bourse,15
14600,1935,605,2023-02-11,14:00,14:15,Étudiant,Réclamation,15
14601,2066,620,2024-08-04,11:00,11:15,Étudiant,Autre,15
14602,1397,606,2025-04-25,15:00,15:15,Étudiant,Bourse,15
14603,1453,611,2023-07-13,16:00,16:15,Étudiant,Attestation,15
14604,1917,630,2022-09-13,09:00,09:15,Étudiant,Information,15
14605,1811,621,2023-02-18,15:00,15:15,Staff,Autre,15
14606,1472,617,2021-09-16,09:00,09:15,Staff,Réclamation,15
14607,1227,608,2024-06-04,16:00,16:15,Étudiant,Information,15
14608,2082,629,2021-09-20,10:00,10:15,Staff,Information,15
14609,1687,605,2024-06-02,15:00,15:15,Staff,Bourse,15
14610,1169,628,2022-09-09,16:00,16:15,Étudiant,Bourse,15
14611,1626,601,2021-12-02,08:00,08:15,Étudiant,Bourse,15
14612,1576,605,2022-11-14,15:00,15:15,Staff,Attestation,15
14613,2117,616,2022-09-20,09:00,09:15,Étudiant,Bourse,15
14614,1764,630,2024-10-07,10:00,10:15,Étudiant,Bourse,15
14615,1068,626,2023-09-06,16:00,16:15,Étudiant,Attestation,15
14616,1643,622,2022-05-15,08:00,08:15,Staff,Information,15
14617,1407,613,2023-01-05,14:00,14:15,Étudiant,Information,15
14618,1574,621,2023-12-30,14:00,14:15,Étudiant,Bourse,15
14619,1694,617,2023-12-13,16:00,16:15,Étudiant,Information,15
14620,1146,620,2025-02-27,10:00,10:15,Étudiant,Autre,15
14621,1658,628,2024-05-10,14:00,14:15,Étudiant,Attestation,15
14622,1635,610,2022-11-25,15:00,15:15,Étudiant,Réclamation,15
14623,1331,620,2023-06-19,09:00,09:15,Étudiant,Information,15
14624,1389,616,2024-06-16,11:00,11:15,Étudiant,Réclamation,15
14625,1320,618,2024-12-04,10:00,10:15,Staff,Bourse,15
14626,2114,617,2022-03-01,14:00,14:15,Étudiant,Information,15
14627,1858,613,2022-04-11,11:00,11:15,Étudiant,Bourse,15
14628,1614,606,2023-01-13,16:00,16:15,Staff,Autre,15
14629,1168,604,2021-11-11,14:00,14:15,Étudiant,Réclamation,15
14630,1231,613,2023-02-14,15:00,15:15,Étudiant,Autre,15
14631,1952,615,2022-08-19,10:00,10:15,Étudiant,Attestation,15
14632,1531,622,2023-08-31,15:00,15:15,Étudiant,Autre,15
14633,1534,629,2022-04-22,08:00,08:15,Étudiant,Attestation,15
14634,1554,616,2024-01-26,10:00,10:15,Staff,Information,15
14635,1372,630,2023-08-25,08:00,08:15,Étudiant,Information,15
14636,1561,620,2024-05-16,15:00,15:15,Étudiant,Attestation,15
14637,1463,612,2024-03-27,10:00,10:15,Étudiant,Attestation,15
14638,1509,609,2022-10-16,14:00,14:15,Staff,Réclamation,15
14639,2158,607,2023-12-26,09:00,09:15,Étudiant,Bourse,15
14640,1667,614,2023-05-12,15:00,15:15,Étudiant,Réclamation,15
14641,2090,605,2022-04-11,10:00,10:15,Étudiant,Bourse,15
14642,1108,620,2022-11-12,16:00,16:15,Étudiant,Réclamation,15
14643,1075,611,2024-05-25,11:00,11:15,Étudiant,Autre,15
14644,1837,624,2024-01-23,11:00,11:15,Étudiant,Réclamation,15
14645,1344,609,2024-02-04,08:00,08:15,Staff,Autre,15
14646,1448,608,2024-09-27,15:00,15:15,Étudiant,Réclamation,15
14647,1640,613,2023-02-11,08:00,08:15,Étudiant,Information,15
14648,1788,619,2024-12-01,16:00,16:15,Étudiant,Bourse,15
14649,1307,612,2024-07-09,14:00,14:15,Étudiant,Bourse,15
14650,1587,621,2025-02-11,08:00,08:15,Étudiant,Autre,15
14651,1437,625,2022-12-03,11:00,11:15,Étudiant,Réclamation,15
14652,1327,620,2025-04-02,15:00,15:15,Étudiant,Attestation,15
14653,1173,625,2024-07-30,09:00,09:15,Étudiant,Attestation,15
14654,2055,614,2023-11-10,15:00,15:15,Étudiant,Information,15
14655,1540,625,2023-02-23,16:00,16:15,Étudiant,Information,15
14656,2077,630,2024-08-09,11:00,11:15,Étudiant,Information,15
14657,1007,615,2022-10-14,09:00,09:15,Étudiant,Attestation,15
14658,1199,613,2024-08-25,08:00,08:15,Étudiant,Autre,15
14659,1235,622,2023-02-01,10:00,10:15,Staff,Autre,15
14660,2021,622,2022-06-21,11:00,11:15,Étudiant,Attestation,15
14661,1957,622,2024-06-29,15:00,15:15,Staff,Attestation,15
14662,1468,624,2022-04-22,10:00,10:15,Étudiant,Autre,15
14663,1947,609,2024-10-13,15:00,15:15,Staff,Attestation,15
14664,1557,603,2023-08-20,16:00,16:15,Étudiant,Autre,15
14665,2200,619,2022-01-11,14:00,14:15,Staff,Réclamation,15
14666,1653,622,2025-01-15,14:00,14:15,Étudiant,Attestation,15
14667,1592,606,2022-05-09,11:00,11:15,Étudiant,Information,15
14668,1269,605,2022-02-11,10:00,10:15,Étudiant,Information,15
14669,1608,612,2023-05-29,08:00,08:15,Staff,Attestation,15
14670,1341,617,2022-08-10,16:00,16:15,Étudiant,Réclamation,15
14671,1448,621,2024-06-23,14:00,14:15,Étudiant,Information,15
14672,1237,602,2021-11-01,14:00,14:15,Staff,Bourse,15
14673,1566,608,2023-08-09,11:00,11:15,Étudiant,Attestation,15
14674,1239,602,2024-10-14,14:00,14:15,Staff,Attestation,15
14675,2193,630,2023-05-31,15:00,15:15,Staff,Bourse,15
14676,1075,627,2023-02-05,11:00,11:15,Étudiant,Attestation,15
14677,1735,609,2022-07-06,14:00,14:15,Étudiant,Autre,15
14678,1938,629,2024-11-21,15:00,15:15,Étudiant,Bourse,15
14679,1467,604,2023-11-29,16:00,16:15,Étudiant,Réclamation,15
14680,1147,601,2021-12-17,14:00,14:15,Étudiant,Autre,15
14681,1906,627,2024-02-08,11:00,11:15,Staff,Attestation,15
14682,1265,624,2023-03-04,15:00,15:15,Staff,Autre,15
14683,1920,620,2023-09-06,16:00,16:15,Étudiant,Attestation,15
14684,1571,622,2022-11-11,10:00,10:15,Staff,Attestation,15
14685,1307,624,2023-11-03,10:00,10:15,Staff,Autre,15
14686,1738,619,2022-07-23,09:00,09:15,Étudiant,Autre,15
14687,2092,617,2023-03-28,16:00,16:15,Étudiant,Information,15
14688,1162,618,2023-11-25,14:00,14:15,Étudiant,Information,15
14689,2062,623,2023-04-02,16:00,16:15,Étudiant,Réclamation,15
14690,1165,605,2022-02-03,09:00,09:15,Staff,Bourse,15
14691,1778,602,2023-03-31,14:00,14:15,Étudiant,Réclamation,15
14692,1419,625,2025-01-16,15:00,15:15,Étudiant,Information,15
14693,1803,605,2021-11-26,15:00,15:15,Staff,Information,15
14694,1685,605,2022-06-21,09:00,09:15,Étudiant,Information,15
14695,1430,613,2023-03-08,15:00,15:15,Étudiant,Attestation,15
14696,2062,626,2022-04-16,09:00,09:15,Étudiant,Autre,15
14697,1657,616,2024-04-29,08:00,08:15,Étudiant,Attestation,15
14698,2039,609,2024-02-03,09:00,09:15,Staff,Information,15
14699,2032,616,2023-10-06,10:00,10:15,Étudiant,Attestation,15
14700,1882,609,2021-12-17,14:00,14:15,Étudiant,Information,15
