id_presence,id_etudiant,id_seance,present,justifiee
6878,2085,7670,Oui,Non
6879,1371,7685,Oui,Non
6880,1875,7339,Oui,Non
6881,1378,7773,Oui,Non
6882,1300,7432,Oui,Non
6883,1671,7918,Non,Non
6884,1326,8000,Oui,Non
6885,1623,8471,Oui,Non
6886,2107,8680,Non,Oui
6887,1340,7970,Oui,Non
6888,1554,7958,Non,Non
6889,1494,7519,Oui,Non
6890,1882,7853,Oui,Non
6891,1095,7724,Oui,Non
6892,1611,8228,Oui,Non
6893,1792,7179,Oui,Non
6894,1776,8782,Oui,Non
6895,1346,8029,Oui,Non
6896,2065,8425,Non,Oui
6897,1965,8931,Oui,Non
6898,1557,8991,Non,Non
6899,1522,8822,Oui,Non
6900,1504,8394,Oui,Non
6901,1738,7171,Non,Non
6902,1875,8274,Oui,Non
6903,1855,8639,Oui,Non
6904,1614,7560,Oui,Non
6905,2150,8997,Oui,Non
6906,1482,8780,Oui,Non
6907,1508,8116,Oui,Non
6908,1810,8187,Oui,Non
6909,1549,7961,Oui,Non
6910,1140,8648,Oui,Non
6911,1417,8012,Oui,Non
6912,1508,8294,Non,Non
6913,1005,7187,Non,Non
6914,1324,7328,Oui,Non
6915,1790,7441,Non,Oui
6916,1752,7370,Oui,Non
6917,1314,7493,Oui,Non
6918,1746,7312,Oui,Non
6919,1400,7497,Oui,Non
6920,1445,8391,Non,Oui
6921,1010,8216,Oui,Non
6922,1163,7344,Oui,Non
6923,1376,7501,Oui,Non
6924,1874,7992,Oui,Non
6925,1231,7375,Oui,Non
6926,1038,8839,Oui,Non
6927,1935,7996,Non,Oui
6928,1817,8852,Oui,Non
6929,1029,7016,Oui,Non
6930,1216,8344,Oui,Non
6931,1163,8949,Oui,Non
6932,1702,8727,Oui,Non
6933,1357,8924,Non,Oui
6934,1633,8085,Oui,Non
6935,1448,8606,Oui,Non
6936,1986,7233,Non,Non
6937,1149,7641,Oui,Non
6938,2010,7624,Oui,Non
6939,1237,7233,Oui,Non
6940,1120,8839,Oui,Non
6941,2132,7927,Oui,Non
6942,1989,7289,Oui,Non
6943,1382,8856,Oui,Non
6944,1522,7110,Oui,Non
6945,1487,8346,Oui,Non
6946,1020,8764,Non,Non
6947,1414,7580,Non,Non
6948,2164,8314,Oui,Non
6949,1420,7344,Oui,Non
6950,1026,7052,Oui,Non
6951,1440,7365,Oui,Non
6952,1156,8119,Oui,Non
6953,1718,7383,Oui,Non
6954,1788,7329,Oui,Non
6955,1088,8811,Oui,Non
6956,1452,7229,Oui,Non
6957,1958,8156,Oui,Non
6958,1595,7340,Oui,Non
6959,1441,7343,Oui,Non
6960,1055,7208,Non,Oui
6961,1171,7822,Oui,Non
6962,1227,7232,Oui,Non
6963,1960,8628,Non,Non
6964,1278,8952,Non,Non
6965,1368,7656,Oui,Non
6966,1387,8039,Oui,Non
6967,1526,8545,Oui,Non
6968,1907,7479,Oui,Non
6969,1350,7351,Oui,Non
6970,2175,7613,Oui,Non
6971,1693,7428,Oui,Non
6972,1048,7580,Oui,Non
6973,1405,7159,Non,Oui
6974,1576,8597,Oui,Non
6975,1702,7057,Oui,Non
6976,1655,7006,Oui,Non
6977,2028,7656,Oui,Non
6978,1597,7846,Oui,Non
6979,1477,8601,Non,Oui
6980,1514,7894,Oui,Non
6981,2008,7102,Oui,Non
6982,2146,8342,Oui,Non
6983,1049,8333,Oui,Non
6984,1559,8352,Oui,Non
6985,1083,7696,Oui,Non
6986,1672,8471,Non,Oui
6987,1335,7905,Non,Oui
6988,1907,7497,Oui,Non
6989,1384,8157,Non,Oui
6990,2121,8860,Oui,Non
6991,1023,7740,Oui,Non
6992,1323,7130,Oui,Non
6993,1875,8834,Non,Oui
6994,1786,8094,Oui,Non
6995,1081,7746,Oui,Non
6996,1621,7085,Oui,Non
6997,1132,7136,Oui,Non
6998,1560,8753,Oui,Non
6999,1182,7944,Non,Non
7000,1805,7557,Oui,Non
7001,1901,8161,Oui,Non
7002,2045,8139,Oui,Non
7003,1400,8292,Oui,Non
7004,1335,8832,Oui,Non
7005,1115,7918,Non,Non
7006,1052,7631,Oui,Non
7007,2113,8403,Oui,Non
7008,1505,8111,Oui,Non
7009,2183,7128,Non,Non
7010,1562,8682,Non,Oui
7011,2024,8630,Non,Non
7012,1952,7900,Oui,Non
7013,1146,8197,Oui,Non
7014,2157,7818,Non,Oui
7015,1198,7992,Oui,Non
7016,1314,8619,Oui,Non
7017,1865,7628,Oui,Non
7018,1990,8782,Oui,Non
7019,1083,7265,Non,Non
7020,2137,7009,Non,Non
7021,1717,8961,Oui,Non
7022,1926,8034,Oui,Non
7023,1279,7661,Non,Oui
7024,1122,8265,Non,Non
7025,1374,8090,Non,Non
7026,2156,8138,Oui,Non
7027,1483,7739,Oui,Non
7028,2022,7358,Oui,Non
7029,1390,7441,Non,Non
7030,1696,8435,Oui,Non
7031,1033,7335,Oui,Non
7032,1523,7062,Oui,Non
7033,2179,8031,Non,Non
7034,1868,7401,Oui,Non
7035,2083,7632,Oui,Non
7036,1587,8094,Oui,Non
7037,1278,8388,Oui,Non
7038,2200,8142,Oui,Non
7039,1805,8631,Oui,Non
7040,1269,8455,Oui,Non
7041,1159,8133,Oui,Non
7042,1853,8355,Oui,Non
7043,1341,8616,Oui,Non
7044,1683,8994,Non,Oui
7045,1481,8755,Non,Oui
7046,1007,8924,Oui,Non
7047,1324,7116,Oui,Non
7048,1399,7504,Non,Oui
7049,1122,7239,Oui,Non
7050,1273,7189,Oui,Non
7051,1402,7524,Oui,Non
7052,1363,8992,Non,Non
7053,1351,8638,Non,Oui
7054,1373,8817,Non,Non
7055,1747,7941,Oui,Non
7056,1566,7546,Oui,Non
7057,1241,8516,Oui,Non
7058,1628,7417,Non,Non
7059,1595,8913,Oui,Non
7060,1159,7216,Oui,Non
7061,1544,8822,Oui,Non
7062,1601,8163,Oui,Non
7063,1592,7342,Oui,Non
7064,1166,8294,Oui,Non
7065,1613,7368,Oui,Non
7066,1776,7487,Non,Non
7067,1752,7153,Oui,Non
7068,1228,7252,Oui,Non
7069,2006,8315,Non,Oui
7070,1516,8353,Oui,Non
7071,1365,8202,Oui,Non
7072,2027,7906,Oui,Non
7073,1904,8492,Oui,Non
7074,1440,8335,Oui,Non
7075,2016,7768,Non,Non
7076,2168,8663,Oui,Non
7077,1492,8750,Oui,Non
7078,1952,7648,Oui,Non
7079,1155,8633,Non,Oui
7080,1570,7984,Oui,Non
7081,1481,7100,Non,Oui
7082,1954,8665,Oui,Non
7083,1665,8516,Non,Oui
7084,1157,7053,Oui,Non
7085,1188,7288,Oui,Non
7086,1615,8852,Oui,Non
7087,2096,8311,Non,Non
7088,1787,8925,Oui,Non
7089,1422,8526,Oui,Non
7090,1146,8887,Oui,Non
7091,1852,7028,Oui,Non
7092,1798,7234,Oui,Non
7093,1774,8657,Oui,Non
7094,1497,8536,Non,Non
7095,1634,8244,Oui,Non
7096,1302,8637,Oui,Non
7097,2006,8225,Non,Oui
7098,1791,7693,Non,Non
7099,1159,8740,Oui,Non
7100,1897,7172,Oui,Non
7101,1019,7210,Oui,Non
7102,1338,7653,Oui,Non
7103,1392,7167,Oui,Non
7104,1004,8864,Oui,Non
7105,1108,7384,Oui,Non
7106,2143,8902,Non,Oui
7107,2048,8971,Non,Non
7108,1274,7232,Oui,Non
7109,1801,8820,Non,Oui
7110,2123,7605,Oui,Non
7111,1076,8742,Oui,Non
7112,1810,8563,Oui,Non
7113,1928,8035,Oui,Non
7114,1127,8326,Non,Oui
7115,1174,7570,Oui,Non
7116,1804,7029,Non,Oui
7117,1457,8725,Oui,Non
7118,1506,8445,Oui,Non
7119,1139,8472,Non,Non
7120,1348,8063,Non,Non
7121,1660,8516,Oui,Non
7122,1560,7936,Oui,Non
7123,1895,7437,Non,Non
7124,2032,7350,Non,Non
7125,1059,7697,Oui,Non
7126,1979,8178,Oui,Non
7127,2095,8738,Oui,Non
7128,1890,7033,Non,Oui
7129,1205,7083,Oui,Non
7130,1448,8240,Oui,Non
7131,2097,7212,Oui,Non
7132,1575,8674,Oui,Non
7133,1485,7699,Non,Non
7134,1053,8792,Non,Oui
7135,1729,8572,Oui,Non
7136,1840,8268,Oui,Non
7137,1785,7872,Oui,Non
7138,1859,7434,Oui,Non
7139,1959,8858,Oui,Non
7140,1996,7669,Non,Oui
7141,1179,7117,Non,Non
7142,1596,7266,Oui,Non
7143,1281,7778,Oui,Non
7144,1586,8874,Oui,Non
7145,1048,8795,Oui,Non
7146,1569,7708,Oui,Non
7147,1125,8028,Oui,Non
7148,1480,7659,Oui,Non
7149,1493,7689,Oui,Non
7150,1567,8313,Oui,Non
7151,1929,8565,Oui,Non
7152,1678,7078,Oui,Non
7153,1855,8887,Non,Non
7154,1743,8585,Oui,Non
7155,1940,8836,Oui,Non
7156,1517,8148,Oui,Non
7157,1723,8490,Non,Non
7158,1156,7350,Non,Oui
7159,1678,8922,Oui,Non
7160,1595,7859,Non,Non
7161,1106,7169,Oui,Non
7162,1665,8583,Oui,Non
7163,1324,8745,Oui,Non
7164,1359,8273,Oui,Non
7165,1877,7672,Oui,Non
7166,1814,8017,Non,Oui
7167,2198,8947,Oui,Non
7168,1292,7124,Non,Non
7169,1696,7552,Non,Non
7170,1002,7121,Oui,Non
7171,1184,7702,Oui,Non
7172,1169,8928,Oui,Non
7173,1294,7850,Oui,Non
7174,1656,7963,Oui,Non
7175,2113,7698,Non,Oui
7176,1414,8384,Oui,Non
7177,1769,8445,Non,Non
7178,1330,8260,Oui,Non
7179,1145,7640,Oui,Non
7180,1890,8532,Oui,Non
7181,1556,7122,Oui,Non
7182,1289,7046,Oui,Non
7183,1504,7419,Oui,Non
7184,1835,7157,Oui,Non
7185,2021,8077,Oui,Non
7186,1920,7295,Oui,Non
7187,1784,8848,Oui,Non
7188,1387,8350,Oui,Non
7189,2040,7085,Oui,Non
7190,1136,7986,Oui,Non
7191,1788,7099,Oui,Non
7192,1474,7126,Non,Oui
7193,1766,7598,Oui,Non
7194,2084,8332,Oui,Non
7195,1860,8337,Oui,Non
7196,1371,8387,Non,Oui
7197,1408,7179,Oui,Non
7198,2134,8107,Oui,Non
7199,1325,8402,Oui,Non
7200,1493,8905,Non,Oui
7201,1847,8022,Oui,Non
7202,1932,7492,Non,Non
7203,1935,7774,Non,Oui
7204,1714,7612,Oui,Non
7205,1120,7427,Oui,Non
7206,2033,7227,Oui,Non
7207,1513,7414,Oui,Non
7208,1228,7221,Oui,Non
7209,1419,8176,Non,Oui
7210,1421,7482,Oui,Non
7211,1278,7394,Non,Non
7212,1387,8337,Oui,Non
7213,1748,8391,Non,Oui
7214,1144,7638,Oui,Non
7215,1689,8530,Non,Non
7216,1952,7047,Oui,Non
7217,1513,7036,Oui,Non
7218,1866,7030,Oui,Non
7219,1577,8470,Oui,Non
7220,1253,8529,Oui,Non
7221,2039,7978,Non,Oui
7222,1220,8910,Oui,Non
7223,1586,8152,Non,Non
7224,1523,8354,Non,Non
7225,2186,7929,Oui,Non
7226,1357,8195,Oui,Non
7227,1895,8161,Oui,Non
7228,1979,8881,Oui,Non
7229,1344,8366,Oui,Non
7230,1469,8517,Oui,Non
7231,1740,8039,Oui,Non
7232,1930,7947,Oui,Non
7233,1330,7767,Oui,Non
7234,2100,7542,Oui,Non
7235,2146,8235,Oui,Non
7236,1615,8701,Non,Non
7237,1170,7787,Oui,Non
7238,1684,8280,Oui,Non
7239,2196,7566,Oui,Non
7240,1807,8346,Oui,Non
7241,1886,7515,Non,Non
7242,1296,7488,Oui,Non
7243,1529,7149,Non,Oui
7244,1320,8795,Non,Oui
7245,1770,8015,Non,Non
7246,1677,7524,Oui,Non
7247,1020,8613,Oui,Non
7248,1963,8561,Oui,Non
7249,1710,8566,Oui,Non
7250,1617,7770,Oui,Non
7251,1090,8534,Oui,Non
7252,1468,7868,Non,Non
7253,1704,8851,Oui,Non
7254,1263,8859,Oui,Non
7255,1058,7118,Oui,Non
7256,1635,8365,Oui,Non
7257,1991,8844,Oui,Non
7258,2015,7495,Oui,Non
7259,1868,7088,Oui,Non
7260,1217,7848,Oui,Non
7261,1611,7026,Oui,Non
7262,1262,8643,Oui,Non
7263,1180,7790,Oui,Non
7264,1663,8727,Non,Oui
7265,1708,7592,Oui,Non
7266,2030,8458,Oui,Non
7267,1258,8558,Non,Non
7268,1819,8004,Oui,Non
7269,2029,7694,Oui,Non
7270,1107,7867,Non,Non
7271,2041,7144,Non,Oui
7272,1959,7225,Oui,Non
7273,1748,8712,Oui,Non
7274,1853,7166,Oui,Non
7275,2193,8826,Non,Oui
7276,1089,8159,Oui,Non
7277,1490,7795,Oui,Non
7278,1029,7700,Oui,Non
7279,1759,7643,Oui,Non
7280,1847,7239,Oui,Non
7281,1425,8203,Non,Oui
7282,1385,7384,Oui,Non
7283,1761,8907,Oui,Non
7284,1305,7765,Oui,Non
7285,1828,7138,Oui,Non
7286,1167,8944,Oui,Non
7287,1880,8851,Oui,Non
7288,1639,8143,Oui,Non
7289,1795,8188,Non,Non
7290,1623,8077,Oui,Non
7291,2040,8286,Oui,Non
7292,1837,8515,Oui,Non
7293,2171,7871,Oui,Non
7294,1332,8014,Non,Oui
7295,1533,8452,Oui,Non
7296,2169,8793,Oui,Non
7297,1712,8667,Non,Oui
7298,1161,7865,Oui,Non
7299,1482,7009,Oui,Non
7300,1577,7831,Non,Oui
7301,1021,7227,Oui,Non
7302,1418,8993,Oui,Non
7303,1186,8169,Oui,Non
7304,1500,7956,Non,Non
7305,2074,7744,Non,Non
7306,1464,8664,Oui,Non
7307,1861,8615,Oui,Non
7308,1395,7025,Oui,Non
7309,1714,7855,Oui,Non
7310,1723,8005,Oui,Non
7311,1802,8271,Oui,Non
7312,1341,8570,Oui,Non
7313,1634,8640,Oui,Non
7314,1611,8802,Oui,Non
7315,1073,7445,Oui,Non
7316,1417,7038,Non,Oui
7317,1262,7632,Oui,Non
7318,1357,8453,Oui,Non
7319,1781,7424,Oui,Non
7320,1666,7261,Oui,Non
7321,1470,8612,Oui,Non
7322,1847,7166,Oui,Non
7323,2055,8415,Oui,Non
7324,1027,8978,Oui,Non
7325,2107,7007,Oui,Non
7326,1880,8756,Oui,Non
7327,2194,7675,Non,Non
7328,1846,8980,Oui,Non
7329,1138,8152,Oui,Non
7330,1132,8455,Oui,Non
7331,1336,8030,Oui,Non
7332,1956,7993,Oui,Non
7333,1062,8658,Oui,Non
7334,1869,7789,Non,Non
7335,1804,8334,Oui,Non
7336,1623,7984,Oui,Non
7337,1151,8332,Oui,Non
7338,1849,8949,Oui,Non
7339,1574,7689,Non,Non
7340,1412,8401,Oui,Non
7341,1101,8469,Oui,Non
7342,1570,7064,Oui,Non
7343,1448,7707,Non,Oui
7344,1406,8365,Oui,Non
7345,1412,7319,Oui,Non
7346,1703,7259,Oui,Non
7347,1676,7850,Non,Oui
7348,1201,8193,Oui,Non
7349,1098,8666,Oui,Non
7350,1512,7112,Non,Non
7351,2027,7932,Oui,Non
7352,1935,8618,Oui,Non
7353,1816,7676,Oui,Non
7354,1599,8630,Oui,Non
7355,1148,8026,Oui,Non
7356,2035,7488,Oui,Non
7357,1347,8863,Oui,Non
7358,1152,7672,Oui,Non
7359,1957,7905,Oui,Non
7360,1550,8177,Oui,Non
7361,1820,8487,Oui,Non
7362,1721,7903,Oui,Non
7363,1710,7282,Oui,Non
7364,1342,8964,Oui,Non
7365,1793,7223,Oui,Non
7366,1551,8451,Non,Non
7367,1049,8822,Non,Non
7368,1625,8151,Non,Oui
7369,1608,7389,Non,Non
7370,1525,8517,Oui,Non
7371,1839,8769,Non,Oui
7372,1487,8882,Oui,Non
7373,1895,7703,Oui,Non
7374,1034,8592,Oui,Non
7375,1070,8449,Oui,Non
7376,1753,8218,Non,Non
7377,1820,8526,Oui,Non
7378,1385,7291,Oui,Non
7379,1747,8965,Non,Non
7380,1386,7786,Non,Non
7381,2187,8598,Non,Non
7382,1316,8305,Oui,Non
7383,1851,7785,Oui,Non
7384,1671,8375,Oui,Non
7385,1071,8445,Oui,Non
7386,2096,7086,Oui,Non
7387,1002,8370,Non,Oui
7388,1458,8898,Oui,Non
7389,1440,8128,Oui,Non
7390,1137,7324,Non,Oui
7391,2184,8266,Oui,Non
7392,1977,7878,Oui,Non
7393,1036,7409,Non,Oui
7394,1458,7605,Oui,Non
7395,2031,7459,Oui,Non
7396,1862,7990,Non,Oui
7397,1207,8187,Oui,Non
7398,1006,7712,Oui,Non
7399,1668,8005,Oui,Non
7400,1397,8207,Non,Non
7401,1980,7070,Oui,Non
7402,1801,8677,Oui,Non
7403,1500,7156,Oui,Non
7404,1012,8210,Oui,Non
7405,1555,7872,Non,Non
7406,2015,8529,Non,Non
7407,1103,8547,Non,Non
7408,2030,7879,Oui,Non
7409,1120,8741,Oui,Non
7410,1435,7194,Oui,Non
7411,1361,7866,Oui,Non
7412,1648,7558,Non,Oui
7413,1100,8406,Non,Non
7414,1672,8057,Oui,Non
7415,1029,8740,Oui,Non
7416,1602,7791,Oui,Non
7417,1647,8246,Oui,Non
7418,1027,7084,Oui,Non
7419,2188,8376,Oui,Non
7420,1072,7924,Oui,Non
7421,2038,8922,Oui,Non
7422,1804,7904,Oui,Non
7423,1633,8492,Non,Non
7424,1500,8730,Oui,Non
7425,2173,7476,Oui,Non
7426,1067,8136,Non,Non
7427,1215,7432,Oui,Non
7428,2088,7652,Oui,Non
7429,1139,8073,Non,Oui
7430,1224,7412,Oui,Non
7431,1258,8910,Non,Oui
7432,1519,8341,Oui,Non
7433,1359,7735,Oui,Non
7434,1213,7178,Oui,Non
7435,1086,7403,Non,Non
7436,1615,8761,Oui,Non
7437,2184,7602,Oui,Non
7438,2183,7579,Oui,Non
7439,1372,7643,Oui,Non
7440,1075,8493,Oui,Non
7441,1286,7506,Oui,Non
7442,1917,8392,Oui,Non
7443,1959,7798,Oui,Non
7444,1794,8703,Non,Oui
7445,2073,8183,Oui,Non
7446,1146,8832,Non,Non
7447,1635,7035,Oui,Non
7448,2156,8254,Oui,Non
7449,1447,8094,Non,Oui
7450,1595,8371,Oui,Non
7451,1399,7044,Oui,Non
7452,2046,7403,Oui,Non
7453,1330,8415,Oui,Non
7454,1419,8298,Oui,Non
7455,1917,8446,Oui,Non
7456,1789,8541,Oui,Non
7457,2045,7342,Oui,Non
7458,1714,8912,Non,Oui
7459,1164,8129,Oui,Non
7460,1456,7458,Oui,Non
7461,1963,8044,Non,Oui
7462,1699,7897,Oui,Non
7463,1927,8011,Non,Oui
7464,1280,8443,Oui,Non
7465,2145,8132,Oui,Non
7466,1069,8792,Oui,Non
7467,1320,8087,Oui,Non
7468,1655,8647,Non,Non
7469,1069,7733,Oui,Non
7470,1381,7488,Oui,Non
7471,1027,7429,Oui,Non
7472,1775,7897,Oui,Non
7473,1988,7227,Oui,Non
7474,1348,7546,Oui,Non
7475,1967,8357,Oui,Non
7476,1700,8538,Non,Oui
7477,1830,7578,Non,Oui
7478,1849,7977,Oui,Non
7479,1195,8423,Non,Non
7480,1648,7469,Oui,Non
7481,1364,7728,Oui,Non
7482,1616,8992,Oui,Non
7483,2062,8090,Non,Non
7484,1662,7286,Oui,Non
7485,2175,8981,Oui,Non
7486,1231,8672,Oui,Non
7487,1214,8561,Oui,Non
7488,1645,8507,Non,Non
7489,1512,8613,Oui,Non
7490,1706,7153,Oui,Non
7491,1877,7588,Oui,Non
7492,2013,7076,Oui,Non
7493,1124,8354,Oui,Non
7494,2090,7019,Oui,Non
7495,2033,8506,Non,Non
7496,1139,8761,Oui,Non
7497,1531,7889,Oui,Non
7498,1124,7364,Oui,Non
7499,1656,8043,Oui,Non
7500,1613,8529,Non,Oui
7501,1705,7772,Oui,Non
7502,1494,8750,Oui,Non
7503,2107,8184,Oui,Non
7504,1616,8278,Oui,Non
7505,1572,8576,Non,Oui
7506,1110,7695,Oui,Non
7507,1691,8480,Oui,Non
7508,2087,8923,Oui,Non
7509,1394,8097,Non,Oui
7510,1415,8647,Oui,Non
7511,1552,8387,Oui,Non
7512,1298,7951,Oui,Non
7513,1226,8363,Oui,Non
7514,1799,8583,Oui,Non
7515,2048,8863,Oui,Non
7516,2188,8916,Oui,Non
7517,1514,7986,Oui,Non
7518,1369,8952,Oui,Non
7519,1962,7051,Non,Oui
7520,2140,7706,Oui,Non
7521,1572,7962,Oui,Non
7522,1910,8541,Oui,Non
7523,2079,7197,Non,Oui
7524,1388,8881,Oui,Non
7525,1318,7367,Oui,Non
7526,1575,7185,Oui,Non
7527,1360,8912,Oui,Non
7528,2046,8544,Non,Oui
7529,1803,7380,Oui,Non
7530,2188,7514,Oui,Non
7531,2028,7739,Non,Oui
7532,1754,7570,Oui,Non
7533,2105,8256,Oui,Non
7534,2104,8839,Oui,Non
7535,1490,7176,Oui,Non
7536,1008,7105,Oui,Non
7537,1461,7058,Non,Oui
7538,1325,8035,Oui,Non
7539,1973,7391,Oui,Non
7540,1621,8784,Oui,Non
7541,1632,7915,Oui,Non
7542,2120,8949,Oui,Non
7543,1908,7206,Oui,Non
7544,2032,8197,Oui,Non
7545,1286,7190,Oui,Non
7546,1751,7123,Oui,Non
7547,1354,8742,Oui,Non
7548,2099,7643,Oui,Non
7549,1431,7611,Oui,Non
7550,1104,8404,Oui,Non
7551,2103,7359,Oui,Non
7552,2181,7349,Oui,Non
7553,1363,8067,Non,Non
7554,1593,7810,Oui,Non
7555,1438,7805,Oui,Non
7556,1813,7415,Oui,Non
7557,2135,7602,Oui,Non
7558,1212,7961,Oui,Non
7559,1808,8982,Oui,Non
7560,1030,7483,Non,Non
7561,1830,7639,Non,Non
7562,2056,8691,Oui,Non
7563,2024,7577,Non,Non
7564,1185,7888,Oui,Non
7565,1456,8759,Non,Oui
7566,1195,7126,Non,Oui
7567,1201,7796,Oui,Non
7568,1769,7884,Oui,Non
7569,1295,8074,Oui,Non
7570,1652,7627,Oui,Non
7571,1006,8093,Oui,Non
7572,1930,8261,Oui,Non
7573,1775,7312,Non,Non
7574,2178,7721,Oui,Non
7575,1214,8299,Oui,Non
7576,1640,8080,Oui,Non
7577,1075,7784,Oui,Non
7578,1850,8531,Oui,Non
7579,1124,7375,Oui,Non
7580,1607,7858,Non,Non
7581,1213,7906,Oui,Non
7582,1688,7409,Oui,Non
7583,1217,8862,Oui,Non
7584,1275,8847,Non,Oui
7585,1149,8976,Oui,Non
7586,1797,8284,Oui,Non
7587,2115,7590,Oui,Non
7588,1964,8790,Oui,Non
7589,1303,8862,Non,Non
7590,1716,7115,Oui,Non
7591,1561,7314,Non,Non
7592,2172,7400,Non,Non
7593,1521,8735,Oui,Non
7594,1139,8316,Non,Oui
7595,1352,8263,Non,Non
7596,1050,7346,Oui,Non
7597,1053,7709,Oui,Non
7598,1063,8722,Oui,Non
7599,1911,7194,Oui,Non
7600,1696,7480,Oui,Non
7601,1250,8024,Non,Non
7602,1522,7933,Oui,Non
7603,1649,7731,Oui,Non
7604,1136,7350,Oui,Non
7605,2132,8424,Oui,Non
7606,2186,7365,Oui,Non
7607,1369,8040,Oui,Non
7608,1148,7731,Non,Non
7609,1371,7098,Oui,Non
7610,1726,7285,Oui,Non
7611,1903,8788,Oui,Non
7612,1008,7247,Oui,Non
7613,1881,7341,Non,Oui
7614,1094,8743,Oui,Non
7615,1117,7978,Oui,Non
7616,1279,7571,Oui,Non
7617,1130,7475,Oui,Non
7618,1111,7506,Non,Oui
7619,1346,7749,Non,Non
7620,1345,7997,Oui,Non
7621,1814,8668,Oui,Non
7622,1491,8150,Oui,Non
7623,1577,7606,Oui,Non
7624,1476,7987,Oui,Non
7625,1727,7527,Oui,Non
7626,2197,8213,Oui,Non
7627,2152,8552,Oui,Non
7628,2075,7040,Oui,Non
7629,1054,8071,Oui,Non
7630,1522,8682,Oui,Non
7631,2140,7843,Oui,Non
7632,1263,8210,Oui,Non
7633,2056,7654,Oui,Non
7634,1118,8545,Non,Oui
7635,2047,8751,Non,Non
7636,1217,7686,Oui,Non
7637,1646,7242,Oui,Non
7638,1433,7956,Oui,Non
7639,1215,7122,Oui,Non
7640,1990,7519,Oui,Non
7641,1964,8173,Oui,Non
7642,2164,7220,Oui,Non
7643,1966,7256,Oui,Non
7644,1515,8750,Oui,Non
7645,1061,7411,Oui,Non
7646,1731,7808,Oui,Non
7647,2033,8409,Oui,Non
7648,2086,7812,Oui,Non
7649,1997,8545,Oui,Non
7650,1602,8599,Oui,Non
7651,1775,7830,Oui,Non
7652,1011,7907,Oui,Non
7653,1807,7776,Oui,Non
7654,1599,8744,Oui,Non
7655,1213,7304,Non,Oui
7656,1217,8113,Oui,Non
7657,1894,8059,Oui,Non
7658,2027,8310,Oui,Non
7659,1272,8619,Oui,Non
7660,2200,8281,Oui,Non
7661,1627,7443,Oui,Non
7662,1748,7240,Oui,Non
7663,1281,7811,Oui,Non
7664,1673,7990,Oui,Non
7665,1882,7858,Non,Oui
7666,2145,8916,Oui,Non
7667,1203,7876,Oui,Non
7668,1963,8072,Oui,Non
7669,1646,7307,Oui,Non
7670,2134,7138,Oui,Non
7671,1500,7999,Oui,Non
7672,1549,7321,Oui,Non
7673,2056,7472,Oui,Non
7674,1451,7024,Oui,Non
7675,1733,7493,Oui,Non
7676,1278,8517,Oui,Non
7677,1814,7086,Oui,Non
7678,2101,7709,Oui,Non
7679,2145,8714,Oui,Non
7680,1485,7595,Oui,Non
7681,1062,7191,Oui,Non
7682,2002,8712,Oui,Non
7683,1933,7674,Oui,Non
7684,2003,7414,Oui,Non
7685,1921,8754,Oui,Non
7686,1565,8559,Oui,Non
7687,1082,8180,Oui,Non
7688,1139,8236,Non,Oui
7689,1798,8762,Oui,Non
7690,1982,8938,Oui,Non
7691,1789,7193,Oui,Non
7692,1065,8359,Oui,Non
7693,1514,7044,Oui,Non
7694,1422,8861,Oui,Non
7695,2189,7198,Non,Non
7696,1042,7601,Non,Non
7697,2018,8980,Non,Non
7698,1570,8824,Non,Oui
7699,1971,8753,Oui,Non
7700,1331,8649,Oui,Non
7701,2030,8353,Oui,Non
7702,1935,8356,Oui,Non
7703,1140,8388,Oui,Non
7704,2181,8205,Oui,Non
7705,1656,8037,Oui,Non
7706,1475,7841,Oui,Non
7707,1144,7244,Oui,Non
7708,2102,8760,Oui,Non
7709,2139,8879,Oui,Non
7710,1921,8911,Oui,Non
7711,1789,7672,Non,Non
7712,2125,8704,Non,Non
7713,1295,8723,Oui,Non
7714,1241,7341,Oui,Non
7715,2094,8043,Non,Non
7716,1338,7529,Oui,Non
7717,2193,7132,Oui,Non
7718,1829,7053,Oui,Non
7719,1599,7205,Oui,Non
7720,1713,8388,Oui,Non
7721,1754,7396,Non,Non
7722,1465,7127,Oui,Non
7723,1570,7440,Oui,Non
7724,1853,7417,Oui,Non
7725,1658,7755,Oui,Non
7726,2012,7045,Oui,Non
7727,1253,7892,Oui,Non
7728,1524,7523,Oui,Non
7729,1196,7555,Oui,Non
7730,1005,7010,Oui,Non
7731,1557,7075,Oui,Non
7732,1757,7841,Oui,Non
7733,1489,8586,Oui,Non
7734,1866,7640,Non,Oui
7735,1996,7326,Non,Oui
7736,2074,8517,Oui,Non
7737,2151,8031,Oui,Non
7738,1677,8535,Oui,Non
7739,1316,7929,Oui,Non
7740,1530,8206,Non,Non
7741,2180,8686,Oui,Non
7742,1306,8836,Oui,Non
7743,1984,8413,Non,Oui
7744,1842,7836,Oui,Non
7745,1659,7565,Oui,Non
7746,1751,8042,Oui,Non
7747,2148,8439,Non,Oui
7748,1499,8956,Non,Non
7749,1138,8865,Oui,Non
7750,1661,7385,Oui,Non
7751,1293,7727,Non,Non
7752,1113,8631,Oui,Non
7753,2015,7942,Oui,Non
7754,1664,7400,Oui,Non
7755,1005,8573,Oui,Non
7756,1974,7593,Oui,Non
7757,1527,7126,Non,Non
